Date,Location,Variety,Price,Year,Month,Quarter,Day_of_year,Season,Is_Yala,Is_Maha,Price_lag1,Price_lag2,Price_lag3,Price_lag6,Price_lag12,Rolling_Mean_3,Rolling_Mean_6,Rolling_Mean_12,Rolling_Std_3,Rolling_Std_6,Price_vs_3MA,Price_vs_6MA,Price_Change_1m,Price_Change_3m,YoY_Price,YoY_Change,YoY_Change_Pct
2020-01-15,Dambulla,BRINJALS,99.25,2020,1,1,15,Yala,1,0,167.4,90.75,71.75,51.0,81.25,119.13333333333333,95.33333333333333,74.77833333333334,42.01566176241112,38.7796424257196,-19.883333333333326,3.9166666666666714,-0.4071087216248507,0.38327526132404177,81.25,18.0,22.153846153846153
2020-02-15,Dambulla,BRINJALS,75.0,2020,2,1,46,Yala,1,0,99.25,167.4,90.75,54.25,36.5,113.88333333333333,98.79166666666667,77.98666666666666,47.906584446538616,35.137293815356244,-38.883333333333326,-23.79166666666667,-0.24433249370277077,-0.17355371900826444,36.5,38.5,105.47945205479452
2020-03-15,Dambulla,BRINJALS,92.5,2020,3,1,75,Maha,0,1,75.0,99.25,167.4,88.6,73.75,88.91666666666667,99.44166666666668,79.54916666666666,12.515823318237388,34.946608085287366,3.5833333333333286,-6.941666666666677,0.2333333333333334,-0.44743130227001193,73.75,18.75,25.423728813559322
2020-05-15,Dambulla,BRINJALS,68.66666666666667,2020,5,2,136,Maha,0,1,92.5,75.0,99.25,71.75,26.840000000000003,78.72222222222221,98.92777777777779,83.03472222222221,12.344964485495662,35.454237588234335,-10.055555555555543,-30.26111111111112,-0.2576576576576576,-0.30814441645675894,26.840000000000003,41.82666666666667,155.83705911574762
2020-06-15,Dambulla,BRINJALS,77.2,2020,6,2,167,Intermediate1,0,0,68.66666666666667,92.5,75.0,90.75,80.5,79.45555555555555,96.66944444444444,82.75972222222222,12.07570257138663,36.495574186265245,-2.2555555555555458,-19.469444444444434,0.12427184466019403,0.029333333333333433,80.5,-3.299999999999997,-4.099378881987574
2020-07-15,Dambulla,BRINJALS,56.35,2020,7,3,197,Intermediate1,0,0,77.2,68.66666666666667,92.5,167.4,56.75,67.40555555555555,78.16111111111111,82.72638888888889,10.482052562638998,15.666080367280001,-11.05555555555555,-21.81111111111111,-0.27007772020725385,-0.3908108108108108,56.75,-0.3999999999999986,-0.704845814977971
2020-08-15,Dambulla,BRINJALS,91.2,2020,8,3,228,Intermediate1,0,0,56.35,77.2,68.66666666666667,99.25,51.0,74.91666666666666,76.81944444444444,86.0763888888889,17.536842171078987,13.722983222263304,16.283333333333346,14.38055555555556,0.6184560780834072,0.32815533980582523,51.0,40.2,78.82352941176471
2020-09-15,Dambulla,BRINJALS,45.25,2020,9,3,259,Intermediate2,0,0,91.2,56.35,77.2,75.0,54.25,64.26666666666667,71.86111111111111,85.3263888888889,23.976151345312573,18.907196356786347,-19.016666666666666,-26.611111111111114,-0.5038377192982456,-0.41386010362694303,54.25,-9.0,-16.589861751152075
2020-10-15,Dambulla,BRINJALS,76.65,2020,10,4,289,Intermediate2,0,0,45.25,91.2,56.35,92.5,88.6,71.03333333333333,69.21944444444445,84.33055555555556,23.484267783631967,16.386028658133903,5.616666666666674,7.430555555555557,0.6939226519337018,0.36024844720496896,88.6,-11.949999999999989,-13.487584650112854
2020-11-15,Dambulla,BRINJALS,77.33333333333333,2020,11,4,320,Intermediate2,0,0,76.65,45.25,91.2,68.66666666666667,71.75,66.4111111111111,70.66388888888889,84.79583333333333,18.32924449353285,16.706410667986347,10.922222222222231,6.669444444444437,0.008914981517721188,-0.1520467836257311,71.75,5.583333333333329,7.781649245063872
2020-12-15,Dambulla,BRINJALS,70.33333333333333,2020,12,4,350,Yala,1,0,77.33333333333333,76.65,45.25,77.2,90.75,74.77222222222221,69.51944444444445,83.09444444444445,3.859344120059527,16.4015291179636,-4.438888888888883,0.8138888888888829,-0.09051724137931039,0.5543278084714547,90.75,-20.41666666666667,-22.49770431588614
2021-01-15,Dambulla,BRINJALS,130.5,2021,1,1,15,Yala,1,0,70.33333333333333,77.33333333333333,76.65,56.35,167.4,92.72222222222221,81.87777777777778,80.01944444444445,32.903196962762934,28.191751486061563,37.777777777777786,48.62222222222222,0.8554502369668249,0.7025440313111544,167.4,-36.900000000000006,-22.043010752688176
2021-02-15,Dambulla,BRINJALS,136.75,2021,2,1,46,Yala,1,0,130.5,70.33333333333333,77.33333333333333,91.2,99.25,112.52777777777777,89.46944444444443,83.14444444444445,36.674841260481045,36.19980880346485,24.22222222222223,47.280555555555566,0.04789272030651337,0.7683189655172415,99.25,37.5,37.78337531486146
2021-03-15,Dambulla,BRINJALS,56.25,2021,3,1,74,Maha,0,1,136.75,130.5,70.33333333333333,45.25,75.0,107.83333333333333,91.30277777777776,81.58194444444445,44.78164616596106,33.70500361249829,-51.58333333333333,-35.05277777777776,-0.5886654478976234,-0.20023696682464454,75.0,-18.75,-25.0
2021-04-15,Dambulla,BRINJALS,134.75,2021,4,2,105,Maha,0,1,56.25,136.75,130.5,76.65,92.5,109.25,100.98611111111113,85.10277777777777,45.91023850950898,36.85238634918552,25.5,33.76388888888887,1.3955555555555557,0.03256704980842917,92.5,42.25,45.67567567567568
2021-06-15,Dambulla,BRINJALS,135.0,2021,6,2,166,Intermediate1,0,0,134.75,56.25,136.75,77.33333333333333,68.66666666666667,108.66666666666667,110.59722222222221,90.63055555555555,45.3943370183257,36.96956017630771,26.33333333333333,24.402777777777786,0.0018552875695732052,-0.012797074954296161,68.66666666666667,66.33333333333333,96.60194174757281
2021-07-15,Dambulla,BRINJALS,109.0,2021,7,3,196,Intermediate1,0,0,135.0,134.75,56.25,70.33333333333333,77.2,126.25,117.04166666666667,93.28055555555557,14.939461168328709,31.514844385887024,-17.25,-8.041666666666671,-0.19259259259259254,0.9377777777777778,77.2,31.799999999999997,41.19170984455958
2021-08-15,Dambulla,BRINJALS,151.75,2021,8,3,227,Intermediate1,0,0,109.0,135.0,134.75,130.5,56.35,131.91666666666666,120.58333333333333,101.23055555555557,21.541142804719875,34.392465260092585,19.833333333333343,31.16666666666667,0.39220183486238525,0.12615955473098328,56.35,95.4,169.29902395740905
2021-09-15,Dambulla,BRINJALS,126.5,2021,9,3,258,Intermediate2,0,0,151.75,109.0,135.0,136.75,91.2,129.08333333333334,118.875,104.17222222222222,21.491761987639237,33.67593725496008,-2.583333333333343,7.625,-0.1663920922570017,-0.062962962962963,91.2,35.3,38.70614035087719
2021-10-15,Dambulla,BRINJALS,171.5,2021,10,4,288,Intermediate2,0,0,126.5,151.75,109.0,56.25,45.25,149.91666666666666,138.08333333333334,114.69305555555555,22.555948956613083,21.466640786734146,21.583333333333343,33.41666666666666,0.35573122529644263,0.573394495412844,45.25,126.25,279.0055248618784
2021-11-15,Dambulla,BRINJALS,186.0,2021,11,4,319,Intermediate2,0,0,171.5,126.5,151.75,134.75,76.65,161.33333333333334,146.625,123.80555555555554,31.025527124181703,28.81395061424262,24.666666666666657,39.375,0.08454810495626819,0.22570016474464571,76.65,109.35,142.66144814090018
2021-12-15,Dambulla,BRINJALS,253.0,2021,12,4,349,Yala,1,0,186.0,171.5,126.5,135.0,77.33333333333333,203.5,166.29166666666666,138.44444444444446,43.47700541665676,51.01186544978219,49.5,86.70833333333334,0.36021505376344076,1.0,77.33333333333333,175.66666666666669,227.15517241379314
2022-01-15,Dambulla,BRINJALS,238.0,2022,1,1,15,Yala,1,0,253.0,186.0,171.5,109.0,70.33333333333333,225.66666666666666,187.79166666666666,152.41666666666666,35.161532010612596,49.188010903742445,12.333333333333343,50.20833333333334,-0.059288537549407105,0.3877551020408163,70.33333333333333,167.66666666666669,238.3886255924171
2022-02-15,Dambulla,BRINJALS,150.5,2022,2,1,46,Yala,1,0,238.0,253.0,186.0,151.75,130.5,213.83333333333334,187.58333333333334,154.08333333333334,55.35867893414126,49.37349153813903,-63.33333333333334,-37.08333333333334,-0.36764705882352944,-0.1908602150537635,130.5,20.0,15.32567049808429
2022-03-15,Dambulla,BRINJALS,147.5,2022,3,1,74,Maha,0,1,150.5,238.0,253.0,126.5,136.75,178.66666666666666,191.08333333333334,154.97916666666666,51.406063196215825,44.70057792318447,-31.166666666666657,-43.58333333333334,-0.019933554817275767,-0.4169960474308301,136.75,10.75,7.861060329067642
2022-04-15,Dambulla,BRINJALS,193.5,2022,4,2,105,Maha,0,1,147.5,150.5,238.0,171.5,56.25,163.83333333333334,194.75,166.41666666666666,25.735837529276846,43.663199607908034,29.666666666666657,-1.25,0.311864406779661,-0.1869747899159664,56.25,137.25,244.0
2022-05-15,Dambulla,BRINJALS,287.6,2022,5,2,135,Maha,0,1,193.5,147.5,150.5,186.0,134.75,209.53333333333333,211.68333333333337,179.15416666666667,71.4129073300712,57.19529409546462,78.06666666666669,75.91666666666666,0.4863049095607237,0.9109634551495018,134.75,152.85000000000002,113.43228200371058
2022-06-15,Dambulla,BRINJALS,253.0,2022,6,2,166,Intermediate1,0,0,287.6,193.5,147.5,253.0,135.0,244.70000000000002,211.68333333333337,188.98749999999998,47.59590318504318,57.19529409546462,8.299999999999983,41.316666666666634,-0.12030598052851194,0.7152542372881356,135.0,118.0,87.4074074074074
2022-07-15,Dambulla,BRINJALS,242.125,2022,7,3,196,Intermediate1,0,0,253.0,287.6,193.5,238.0,109.0,260.90833333333336,212.37083333333337,200.08124999999998,23.746583087537804,57.598264766976186,-18.78333333333336,29.754166666666634,-0.04298418972332019,0.2512919896640826,109.0,133.125,122.13302752293578
2022-08-15,Dambulla,BRINJALS,318.0,2022,8,3,227,Intermediate1,0,0,242.125,253.0,287.6,150.5,151.75,271.0416666666667,240.28750000000002,213.93541666666667,41.029016663007354,62.034312581828665,46.958333333333314,77.71249999999998,0.31337119256582335,0.10570236439499303,151.75,166.25,109.55518945634266
2022-09-15,Dambulla,BRINJALS,255.0,2022,9,3,258,Intermediate2,0,0,318.0,242.125,253.0,147.5,126.5,271.7083333333333,258.2041666666667,224.64374999999998,40.60332755247204,42.242574544725535,-16.708333333333314,-3.2041666666667084,-0.19811320754716977,0.007905138339920903,126.5,128.5,101.58102766798419
2022-10-15,Dambulla,BRINJALS,255.2,2022,10,4,288,Intermediate2,0,0,255.0,318.0,242.125,193.5,171.5,276.06666666666666,268.4875,231.61874999999998,36.31546961466058,28.67085519303579,-20.866666666666674,-13.287500000000023,0.0007843137254901489,0.054001032524522374,171.5,83.69999999999999,48.80466472303206
2022-11-15,Dambulla,BRINJALS,332.5,2022,11,4,319,Intermediate2,0,0,255.2,255.0,318.0,287.6,186.0,280.90000000000003,275.9708333333333,243.82708333333332,44.687022724724045,38.74635601145861,51.599999999999966,56.5291666666667,0.30289968652037613,0.045597484276729494,186.0,146.5,78.76344086021506
2022-12-15,Dambulla,BRINJALS,185.375,2022,12,4,349,Yala,1,0,332.5,255.2,255.0,253.0,253.0,257.69166666666666,264.7,238.19166666666663,73.59414180716652,53.710625112728174,-72.31666666666666,-79.32499999999999,-0.4424812030075188,-0.27303921568627454,253.0,-67.625,-26.729249011857707
2023-01-15,Dambulla,BRINJALS,286.8,2023,1,1,15,Yala,1,0,185.375,332.5,255.2,242.125,238.0,268.22499999999997,272.1458333333333,242.25833333333333,75.30082585868499,53.047701214724604,18.575000000000045,14.654166666666697,0.5471341874578557,0.12382445141065834,238.0,48.80000000000001,20.504201680672274
2023-02-15,Dambulla,BRINJALS,146.75,2023,2,1,46,Yala,1,0,286.8,185.375,332.5,318.0,150.5,206.3083333333333,243.60416666666666,241.94583333333333,72.33362951168246,67.53375899627304,-59.55833333333331,-96.85416666666666,-0.4883193863319386,-0.5586466165413534,150.5,-3.75,-2.4916943521594686
2023-03-15,Dambulla,BRINJALS,143.5,2023,3,1,74,Maha,0,1,146.75,286.8,185.375,255.0,147.5,192.35,225.02083333333334,241.61249999999998,81.81223930439752,78.25979877412595,-48.849999999999994,-81.52083333333334,-0.022146507666098825,-0.22589345920431558,147.5,-4.0,-2.711864406779661
2023-04-15,Dambulla,BRINJALS,173.0,2023,4,2,105,Maha,0,1,143.5,146.75,286.8,255.2,193.5,154.41666666666666,211.32083333333335,239.90416666666667,16.175470111664172,79.11033500224029,18.583333333333343,-38.320833333333354,0.20557491289198615,-0.39679218967921903,193.5,-20.5,-10.594315245478036
2023-05-15,Dambulla,BRINJALS,279.2,2023,5,2,135,Maha,0,1,173.0,143.5,146.75,332.5,287.6,198.5666666666667,202.4375,239.20416666666665,71.37130609238797,64.4079726237367,80.6333333333333,76.76249999999999,0.6138728323699421,0.9025553662691652,287.6,-8.400000000000034,-2.920723226703767
2023-06-15,Dambulla,BRINJALS,170.0,2023,6,2,166,Intermediate1,0,0,279.2,173.0,143.5,185.375,253.0,207.4,199.875,232.2875,62.19871381306853,65.51885034095162,-37.400000000000006,-29.875,-0.39111747851002865,0.18466898954703836,253.0,-83.0,-32.80632411067194
2023-07-15,Dambulla,BRINJALS,264.6,2023,7,3,196,Intermediate1,0,0,170.0,279.2,173.0,286.8,242.125,237.9333333333333,196.17500000000004,234.1604166666667,59.283162308815264,60.02470949534046,26.666666666666714,68.42499999999998,0.5564705882352943,0.5294797687861272,242.125,22.475000000000023,9.282395456892111
2023-08-15,Dambulla,BRINJALS,204.5,2023,8,3,227,Intermediate1,0,0,264.6,170.0,279.2,146.75,318.0,213.03333333333333,205.80000000000004,224.70208333333335,47.873827226714795,54.928062044823825,-8.533333333333331,-1.3000000000000398,-0.22713529856387005,-0.26755014326647564,318.0,-113.5,-35.691823899371066
2023-09-15,Dambulla,BRINJALS,215.0,2023,9,3,258,Intermediate2,0,0,204.5,264.6,170.0,143.5,255.0,228.03333333333333,217.7166666666667,221.36875,32.09989615767217,45.68756577742662,-13.033333333333331,-2.716666666666697,0.05134474327628369,0.2647058823529411,255.0,-40.0,-15.686274509803921
2023-10-15,Dambulla,BRINJALS,225.2,2023,10,4,288,Intermediate2,0,0,215.0,204.5,264.6,173.0,255.2,214.9,226.41666666666666,218.86875,10.350362312499202,40.0975020003327,10.299999999999983,-1.2166666666666686,0.04744186046511634,-0.14890400604686327,255.2,-30.0,-11.755485893416928
2023-11-15,Dambulla,BRINJALS,293.5,2023,11,4,319,Intermediate2,0,0,225.2,215.0,204.5,279.2,332.5,244.5666666666667,228.79999999999998,215.61875,42.683291032127954,44.08868335525591,48.93333333333331,64.70000000000002,0.30328596802841923,0.4352078239608801,332.5,-39.0,-11.729323308270677
2023-12-15,Dambulla,BRINJALS,328.5,2023,12,4,349,Yala,1,0,293.5,225.2,215.0,170.0,185.375,282.40000000000003,255.21666666666667,227.54583333333335,52.5369393855409,49.01972732142325,46.099999999999966,73.28333333333333,0.11925042589437829,0.527906976744186,185.375,143.125,77.20836142953472
2024-01-15,Dambulla,BRINJALS,470.0,2024,1,1,15,Yala,1,0,328.5,293.5,225.2,264.6,286.8,364.0,289.45,242.8125,93.45185926454319,101.02175508275447,106.0,180.55,0.43074581430745806,1.0870337477797514,286.8,183.2,63.87726638772663
2024-02-15,Dambulla,BRINJALS,180.75,2024,2,1,46,Yala,1,0,470.0,328.5,293.5,204.5,146.75,326.4166666666667,285.4916666666666,245.64583333333334,144.63625352356624,105.38705051697147,-145.66666666666669,-104.74166666666662,-0.6154255319148936,-0.3841567291311755,146.75,34.0,23.168654173764907
2024-03-15,Dambulla,BRINJALS,156.0,2024,3,1,75,Maha,0,1,180.75,470.0,328.5,215.0,143.5,268.9166666666667,275.6583333333333,246.6875,174.58241845424567,115.54306736739635,-112.91666666666669,-119.6583333333333,-0.13692946058091282,-0.5251141552511416,143.5,12.5,8.710801393728223
2024-04-15,Dambulla,BRINJALS,104.6,2024,4,2,106,Maha,0,1,156.0,180.75,470.0,225.2,173.0,147.11666666666667,255.55833333333337,240.98749999999998,38.844444047165496,134.93839489436166,-42.51666666666668,-150.95833333333337,-0.32948717948717954,-0.7774468085106383,173.0,-68.4,-39.53757225433526
2024-05-15,Dambulla,BRINJALS,189.5,2024,5,2,136,Maha,0,1,104.6,156.0,180.75,293.5,279.2,150.03333333333333,238.22500000000002,233.51250000000002,42.763340998258904,135.76694645605025,39.46666666666667,-48.72500000000002,0.8116634799235183,0.048409405255878335,279.2,-89.69999999999999,-32.127507163323784
2024-06-15,Dambulla,BRINJALS,305.5,2024,6,2,167,Intermediate1,0,0,189.5,104.6,156.0,328.5,170.0,199.86666666666667,234.39166666666665,244.80416666666667,100.85040075940881,133.0048886946141,105.63333333333333,71.10833333333335,0.6121372031662269,0.9583333333333333,170.0,135.5,79.70588235294119
2024-07-15,Dambulla,BRINJALS,180.0,2024,7,3,197,Intermediate1,0,0,305.5,189.5,104.6,470.0,264.6,225.0,186.0583333333333,237.75416666666663,69.87667708184205,66.1543680845541,-45.0,-6.058333333333309,-0.41080196399345337,0.7208413001912046,264.6,-84.60000000000002,-31.972789115646265
2024-08-15,Dambulla,BRINJALS,163.0,2024,8,3,228,Intermediate1,0,0,180.0,305.5,189.5,180.75,204.5,216.16666666666666,183.1,234.29583333333332,77.83047817746827,66.83262676268232,-53.16666666666666,-20.099999999999994,-0.09444444444444444,-0.13984168865435354,204.5,-41.5,-20.293398533007334
2024-09-15,Dambulla,BRINJALS,200.4,2024,9,3,259,Intermediate2,0,0,163.0,180.0,305.5,156.0,215.0,181.13333333333333,190.5,233.07916666666665,18.72573986077369,65.68001218026687,19.26666666666668,9.900000000000006,0.2294478527607362,-0.344026186579378,215.0,-14.599999999999994,-6.7906976744186025
2024-10-15,Dambulla,BRINJALS,138.0,2024,10,4,289,Intermediate2,0,0,200.4,163.0,180.0,104.6,225.2,167.13333333333333,196.06666666666663,225.8125,31.40467056559216,57.897898637745676,-29.133333333333326,-58.066666666666634,-0.31137724550898205,-0.23333333333333328,225.2,-87.19999999999999,-38.72113676731794
2024-11-15,Dambulla,BRINJALS,199.0,2024,11,4,320,Intermediate2,0,0,138.0,200.4,163.0,189.5,293.5,179.13333333333333,197.65,217.9375,35.62938861857398,57.81223918860095,19.866666666666674,1.3499999999999943,0.44202898550724634,0.22085889570552153,293.5,-94.5,-32.19761499148211
2024-12-15,Dambulla,BRINJALS,291.2,2024,12,4,350,Yala,1,0,199.0,138.0,200.4,305.5,328.5,209.4,195.26666666666665,214.82916666666665,77.12768633895374,52.53032140265917,81.79999999999998,95.93333333333334,0.4633165829145729,0.4530938123752495,328.5,-37.30000000000001,-11.354642313546428
2001-01-15,Dambulla,CABBAGE,20.17,2001,1,1,15,Yala,1,0,17.5,16.22,16.7,15.1,15.03,17.963333333333335,16.906666666666666,15.635833333333332,2.0153494320671377,2.024684337536759,2.206666666666667,3.2633333333333354,0.15257142857142858,0.2077844311377246,15.03,5.140000000000002,34.19827012641385
2001-02-15,Dambulla,CABBAGE,19.67,2001,2,1,46,Yala,1,0,20.17,17.5,16.22,13.91,11.5,19.113333333333333,17.866666666666667,16.316666666666666,1.4193777979570241,1.6506443186424709,0.5566666666666684,1.8033333333333346,-0.024789291026276694,0.2127003699136869,11.5,8.170000000000002,71.04347826086958
2001-03-15,Dambulla,CABBAGE,27.33,2001,3,1,74,Maha,0,1,19.67,20.17,17.5,16.94,11.39,22.39,19.598333333333333,17.645,4.285463802203909,4.106752569447868,4.939999999999998,7.731666666666666,0.3894255210981188,0.5617142857142856,11.39,15.939999999999998,139.94732221246704
2001-04-15,Dambulla,CABBAGE,19.13,2001,4,2,105,Maha,0,1,27.33,19.67,20.17,16.7,19.58,22.043333333333333,20.003333333333334,17.607499999999998,4.586342042775846,3.8771621924632793,-2.913333333333334,-0.8733333333333348,-0.30003658982802783,-0.05156172533465553,19.58,-0.4499999999999993,-2.298263534218587
2001-05-15,Dambulla,CABBAGE,25.06,2001,5,2,135,Maha,0,1,19.13,27.33,19.67,16.22,15.62,23.84,21.47666666666667,18.394166666666667,4.2339461498701185,3.8312904701505808,1.2199999999999989,3.5833333333333286,0.30998431782540514,0.27402135231316715,15.62,9.44,60.43533930857875
2001-06-15,Dambulla,CABBAGE,27.33,2001,6,2,166,Intermediate1,0,0,25.06,19.13,27.33,17.5,13.0,23.84,23.115,19.588333333333335,4.2339461498701185,3.891959660633701,3.4899999999999984,4.215,0.09058260175578603,0.0,13.0,14.329999999999998,110.23076923076923
2001-07-15,Dambulla,CABBAGE,24.81,2001,7,3,196,Intermediate1,0,0,27.33,25.06,19.13,20.17,15.1,25.73333333333333,23.888333333333332,20.397499999999997,1.3883923556881712,3.642759485152247,-0.923333333333332,0.9216666666666669,-0.09220636663007686,0.2969158389963409,15.1,9.709999999999999,64.3046357615894
2001-08-15,Dambulla,CABBAGE,20.0,2001,8,3,227,Intermediate1,0,0,24.81,27.33,25.06,19.67,13.91,24.046666666666663,23.94333333333333,20.905,3.7241419593422225,3.568056427057547,-4.046666666666663,-3.9433333333333316,-0.1938734381297863,-0.20191540303272137,13.91,6.09,43.78145219266714
2001-09-15,Dambulla,CABBAGE,20.88,2001,9,3,258,Intermediate2,0,0,20.0,24.81,27.33,27.33,16.94,21.896666666666665,22.868333333333336,21.233333333333334,2.561100024078191,3.3056280290841356,-1.0166666666666657,-1.9883333333333368,0.04400000000000004,-0.2360043907793633,16.94,3.9399999999999977,23.25855962219597
2001-10-15,Dambulla,CABBAGE,17.39,2001,10,4,288,Intermediate2,0,0,20.88,20.0,24.81,19.13,16.7,19.423333333333332,22.578333333333333,21.29083333333333,1.8150573911954606,3.746152248196363,-2.0333333333333314,-5.188333333333333,-0.1671455938697317,-0.2990729544538492,16.7,0.6900000000000013,4.131736526946115
2001-11-15,Dambulla,CABBAGE,19.17,2001,11,4,319,Intermediate2,0,0,17.39,20.88,20.0,25.06,16.22,19.146666666666665,21.596666666666668,21.536666666666665,1.74511699703294,3.73749470456704,0.02333333333333698,-2.426666666666666,0.10235767682576191,-0.04149999999999987,16.22,2.950000000000003,18.187422934648602
2001-12-15,Dambulla,CABBAGE,18.38,2001,12,4,349,Yala,1,0,19.17,17.39,20.88,27.33,17.5,18.313333333333336,20.105,21.61,0.8918706931687221,2.6065206693981944,0.06666666666666288,-1.7250000000000014,-0.041210224308816046,-0.11973180076628354,17.5,0.879999999999999,5.028571428571423
2002-01-15,Dambulla,CABBAGE,13.25,2002,1,1,15,Yala,1,0,18.38,19.17,17.39,24.81,20.17,16.933333333333334,18.17833333333333,21.033333333333335,3.2142235972833673,2.7037560294277108,-3.6833333333333336,-4.928333333333331,-0.279107725788901,-0.23806785508913175,20.17,-6.920000000000002,-34.30837878036689
2002-02-15,Dambulla,CABBAGE,12.0,2002,2,1,46,Yala,1,0,13.25,18.38,19.17,20.0,19.67,14.543333333333331,16.845,20.394166666666667,3.380921964987239,3.485345033135178,-2.5433333333333312,-4.844999999999999,-0.09433962264150941,-0.3740219092331769,19.67,-7.670000000000002,-38.99339095068633
2002-03-15,Dambulla,CABBAGE,13.88,2002,3,1,74,Maha,0,1,12.0,13.25,18.38,20.88,27.33,13.043333333333335,15.678333333333335,19.273333333333333,0.9568873148564278,3.0027148826797956,0.836666666666666,-1.7983333333333338,0.15666666666666673,-0.24483133841131655,27.33,-13.449999999999998,-49.213318697402116
2002-04-15,Dambulla,CABBAGE,11.99,2002,4,2,105,Maha,0,1,13.88,12.0,13.25,17.39,19.13,12.623333333333335,14.778333333333334,18.678333333333335,1.0883167431098058,3.1904696623956093,-0.6333333333333346,-2.788333333333334,-0.1361671469740634,-0.09509433962264147,19.13,-7.139999999999999,-37.32357553580763
2002-05-15,Dambulla,CABBAGE,31.08,2002,5,2,135,Maha,0,1,11.99,13.88,12.0,19.17,25.06,18.983333333333334,16.763333333333332,19.18,10.518556618345185,7.39880711105964,12.096666666666664,14.316666666666666,1.592160133444537,1.5899999999999999,25.06,6.02,24.022346368715084
2002-06-15,Dambulla,CABBAGE,35.81,2002,6,2,166,Intermediate1,0,0,31.08,11.99,13.88,18.38,27.33,26.293333333333333,19.668333333333333,19.886666666666667,12.610798282953127,10.800365580232304,9.51666666666667,16.14166666666667,0.15218790218790224,1.5799711815561959,27.33,8.480000000000004,31.02817416758143
2002-07-15,Dambulla,CABBAGE,32.25,2002,7,3,196,Intermediate1,0,0,35.81,31.08,11.99,13.25,24.81,33.046666666666674,22.834999999999997,20.506666666666664,2.463581403837452,11.315265352611044,-0.796666666666674,9.415000000000003,-0.09941357162803688,1.6897414512093412,24.81,7.440000000000001,29.987908101571954
2002-08-15,Dambulla,CABBAGE,28.88,2002,8,3,227,Intermediate1,0,0,32.25,35.81,31.08,12.0,20.0,32.31333333333334,25.64833333333333,21.246666666666666,3.4654340757448687,10.117627027453945,-3.4333333333333407,3.231666666666669,-0.10449612403100783,-0.07078507078507079,20.0,8.879999999999999,44.39999999999999
2002-09-15,Dambulla,CABBAGE,23.75,2002,9,3,258,Intermediate2,0,0,28.88,32.25,35.81,13.88,20.88,28.293333333333337,27.293333333333333,21.485833333333332,4.280260895475132,8.493594449152052,-4.5433333333333366,-3.543333333333333,-0.17763157894736836,-0.3367774364702597,20.88,2.870000000000001,13.745210727969354
2002-10-15,Dambulla,CABBAGE,22.33,2002,10,4,288,Intermediate2,0,0,23.75,28.88,32.25,11.99,17.39,24.986666666666668,29.016666666666666,21.897499999999997,3.4456687788197997,5.163896461652435,-2.65666666666667,-6.686666666666667,-0.059789473684210614,-0.30759689922480626,17.39,4.939999999999998,28.40713053479009
2002-11-15,Dambulla,CABBAGE,19.75,2002,11,4,319,Intermediate2,0,0,22.33,23.75,28.88,31.08,19.17,21.94333333333334,27.128333333333334,21.94583333333333,2.0278395728788516,6.221705286066397,-2.1933333333333387,-7.378333333333334,-0.11553963278101198,-0.3161357340720221,19.17,0.5799999999999983,3.0255607720396362
2002-12-15,Dambulla,CABBAGE,24.42,2002,12,4,349,Yala,1,0,19.75,22.33,23.75,35.81,18.38,22.16666666666667,25.23,22.449166666666667,2.339280516170195,4.558284765128205,2.2533333333333303,-0.8099999999999987,0.2364556962025317,0.028210526315789464,18.38,6.040000000000003,32.86180631120785
2003-01-15,Dambulla,CABBAGE,34.25,2003,1,1,15,Yala,1,0,24.42,19.75,22.33,32.25,13.25,26.140000000000004,25.563333333333333,24.199166666666667,7.401439049266042,5.201982955245679,8.109999999999996,8.686666666666667,0.40253890253890234,0.5338110165696375,13.25,21.0,158.49056603773585
2003-02-15,Dambulla,CABBAGE,30.25,2003,2,1,46,Yala,1,0,34.25,24.42,19.75,28.88,12.0,29.640000000000004,25.791666666666668,25.72,4.943308608614299,5.402867448556051,0.6099999999999959,4.458333333333332,-0.11678832116788318,0.5316455696202531,12.0,18.25,152.08333333333331
2003-03-15,Dambulla,CABBAGE,20.13,2003,3,1,74,Maha,0,1,30.25,34.25,24.42,23.75,13.88,28.210000000000004,25.188333333333333,26.24083333333333,7.277691941817833,5.859298308386984,-8.080000000000005,-5.058333333333334,-0.3345454545454546,-0.17567567567567577,13.88,6.249999999999998,45.02881844380402
2003-04-15,Dambulla,CABBAGE,15.75,2003,4,2,105,Maha,0,1,20.13,30.25,34.25,22.33,11.99,22.043333333333337,24.091666666666665,26.554166666666664,7.436943816739067,7.005039376525059,-6.2933333333333366,-8.341666666666665,-0.217585692995529,-0.5401459854014599,11.99,3.76,31.35946622185154
2003-05-15,Dambulla,CABBAGE,19.88,2003,5,2,135,Maha,0,1,15.75,20.13,30.25,19.75,31.08,18.58666666666667,24.113333333333333,25.620833333333334,2.459803515188431,6.989107716058366,1.2933333333333294,-4.233333333333334,0.26222222222222213,-0.3428099173553719,31.08,-11.2,-36.03603603603604
2003-06-15,Dambulla,CABBAGE,19.69,2003,6,2,166,Intermediate1,0,0,19.88,15.75,20.13,24.42,35.81,18.44,23.325,24.2775,2.3315445524372955,7.210841143722411,1.25,-3.634999999999998,-0.009557344064386242,-0.021857923497267673,35.81,-16.12,-45.01535883831332
