iter	RMSE
336	19.94292703
337	19.92393492
338	19.90525631
339	19.88723586
340	19.86924893
341	19.85097316
342	19.83289049
343	19.81497686
344	19.79726262
345	19.78003379
346	19.76223529
347	19.744804
348	19.72859157
349	19.71164393
350	19.69503991
351	19.6785109
352	19.66521899
353	19.64857473
354	19.63189908
355	19.61626125
356	19.6007281
357	19.58406964
358	19.56875407
359	19.5534482
360	19.54059825
361	19.52545542
362	19.51022568
363	19.49533328
364	19.47908699
365	19.46468955
366	19.44928106
367	19.43770288
368	19.42330122
369	19.4115731
370	19.39806339
371	19.38382123
372	19.36934628
373	19.3549408
374	19.34028689
375	19.33354276
376	19.32163146
377	19.30793369
378	19.29382839
379	19.28204769
380	19.26818596
381	19.25423572
382	19.24043753
383	19.22817682
384	19.21812923
385	19.20477304
386	19.19342386
387	19.18033374
388	19.1680321
389	19.15509194
390	19.14344092
391	19.13039732
392	19.11785481
393	19.10617412
394	19.09346073
395	19.08231213
396	19.06969309
397	19.06369513
398	19.05160757
399	19.04251671
400	19.03024285
401	19.01850792
402	19.00730735
403	18.99576783
404	18.98502676
405	18.97362028
406	18.96212669
407	18.95221919
408	18.94104157
409	18.93223262
410	18.92544298
411	18.91633319
412	18.90540741
413	18.89432076
414	18.88391938
415	18.87297754
416	18.86221523
417	18.85469773
418	18.84428152
419	18.83467373
420	18.82585362
421	18.81541856
422	18.81048843
423	18.80064954
424	18.79080229
425	18.78085125
426	18.77369978
427	18.76777085
428	18.75753356
429	18.75019558
430	18.74030234
431	18.73129785
432	18.72618855
433	18.72159546
434	18.71331469
435	18.70403236
436	18.69900715
437	18.68975457
438	18.68081338
439	18.67129064
440	18.66468359
441	18.6597663
442	18.65536947
443	18.64680857
444	18.63836873
445	18.62938739
446	18.62066071
447	18.61389347
448	18.60678611
449	18.60256109
450	18.59832288
451	18.58973973
452	18.58470871
453	18.57954175
454	18.57101397
455	18.56466508
456	18.56042522
457	18.55411
458	18.54548385
459	18.54091227
460	18.53287625
461	18.52505899
462	18.51786223
463	18.50984403
464	18.50243482
465	18.49754786
466	18.49331848
467	18.48661277
468	18.48035768
469	18.47321138
470	18.46512416
471	18.45757952
472	18.45371269
473	18.4474593
474	18.443143
475	18.43629674
476	18.42874537
477	18.42267448
478	18.41842636
479	18.4106346
480	18.4031675
481	18.39833345
482	18.39252009
483	18.38600593
484	18.37867173
485	18.37275312
486	18.36559908
487	18.36162939
488	18.35502206
489	18.34892812
490	18.3448272
491	18.33761376
492	18.33139634
493	18.32734911
494	18.32046615
495	18.31333958
496	18.30722594
497	18.30323816
498	18.29927115
499	18.29261889
500	18.28606209
501	18.27954807
502	18.27576893
503	18.26961416
504	18.26573948
505	18.25941503
506	18.25441924
507	18.24813654
508	18.24269983
509	18.2362399
510	18.23071339
511	18.22519928
512	18.22140862
513	18.21580953
514	18.21102168
515	18.20471342
516	18.19944968
517	18.19570231
518	18.19096115
519	18.18578025
520	18.17954108
521	18.1758435
522	18.17277753
523	18.16911223
524	18.16546581
525	18.16183814
526	18.15632799
527	18.15272607
528	18.14900828
529	18.14304203
530	18.13854892
531	18.13559237
532	18.13205396
533	18.12853361
534	18.12503119
535	18.1215466
536	18.1156102
537	18.11214648
538	18.10739087
539	18.10395838
540	18.09815134
541	18.09322009
542	18.08874516
543	18.08482518
544	18.0793235
545	18.07595006
546	18.07051367
547	18.065465
548	18.06032483
549	18.05769474
550	18.0536613
551	18.04962893
552	18.04504235
553	18.04146357
554	18.03817924
555	18.03305268
556	18.02756536
557	18.02427447
558	18.02104701
559	18.01641618
560	18.01187713
561	18.00762783
562	18.00264331
563	17.9986052
564	17.99541934
565	17.99224929
566	17.98858713
567	17.98401206
568	17.97936982
569	17.97574706
570	17.97073383
571	17.96691731
572	17.96379164
573	17.95999859
574	17.955222
575	17.95046171
576	17.94553697
577	17.94112123
