Vegetable_Name,Week_Start,ISO_Year,ISO_Week,Is_Train,Time_Index
Brinjal,2016-03-28,2016,13,True,326
Brinjal,2016-04-04,2016,14,True,327
Brinjal,2016-04-11,2016,15,True,328
Brinjal,2016-04-18,2016,16,True,329
Brinjal,2016-04-25,2016,17,True,330
Brinjal,2016-05-02,2016,18,True,331
Brinjal,2016-05-09,2016,19,True,332
Brinjal,2016-05-16,2016,20,True,333
Brinjal,2016-05-23,2016,21,True,334
Brinjal,2016-05-30,2016,22,True,335
Brinjal,2016-06-06,2016,23,True,336
Brinjal,2016-06-13,2016,24,True,337
Brinjal,2016-06-20,2016,25,True,338
Brinjal,2016-06-27,2016,26,True,339
Brinjal,2016-07-04,2016,27,True,340
Brinjal,2016-07-11,2016,28,True,341
Brinjal,2016-07-18,2016,29,True,342
Brinjal,2016-07-25,2016,30,True,343
Brinjal,2016-08-01,2016,31,True,344
Brinjal,2016-08-08,2016,32,True,345
Brinjal,2016-08-15,2016,33,True,346
Brinjal,2016-08-22,2016,34,True,347
Brinjal,2016-08-29,2016,35,True,348
Brinjal,2016-09-05,2016,36,True,349
Brinjal,2016-09-12,2016,37,True,350
Brinjal,2016-09-19,2016,38,True,351
Brinjal,2016-09-26,2016,39,True,352
Brinjal,2016-10-03,2016,40,True,353
Brinjal,2016-10-10,2016,41,True,354
Brinjal,2016-10-17,2016,42,True,355
Brinjal,2016-10-24,2016,43,True,356
Brinjal,2016-10-31,2016,44,True,357
Brinjal,2016-11-07,2016,45,True,358
Brinjal,2016-11-14,2016,46,True,359
Brinjal,2016-11-21,2016,47,True,360
Brinjal,2016-11-28,2016,48,True,361
Brinjal,2016-12-05,2016,49,True,362
Brinjal,2016-12-12,2016,50,True,363
Brinjal,2016-12-19,2016,51,True,364
Brinjal,2016-12-26,2016,52,True,365
Brinjal,2017-01-02,2017,1,True,366
Brinjal,2017-01-09,2017,2,True,367
Brinjal,2017-01-16,2017,3,True,368
Brinjal,2017-01-23,2017,4,True,369
Brinjal,2017-01-30,2017,5,True,370
Brinjal,2017-02-06,2017,6,True,371
Brinjal,2017-02-13,2017,7,True,372
Brinjal,2017-02-20,2017,8,True,373
Brinjal,2017-02-27,2017,9,True,374
Brinjal,2017-03-06,2017,10,True,375
Brinjal,2017-03-13,2017,11,True,376
Brinjal,2017-03-20,2017,12,True,377
Brinjal,2017-03-27,2017,13,True,378
Brinjal,2017-04-03,2017,14,True,379
Brinjal,2017-04-10,2017,15,True,380
Brinjal,2017-04-17,2017,16,True,381
Brinjal,2017-04-24,2017,17,True,382
Brinjal,2017-05-01,2017,18,True,383
Brinjal,2017-05-08,2017,19,True,384
Brinjal,2017-05-15,2017,20,True,385
Brinjal,2017-05-22,2017,21,True,386
Brinjal,2017-05-29,2017,22,True,387
Brinjal,2017-06-05,2017,23,True,388
Brinjal,2017-06-12,2017,24,True,389
Brinjal,2017-06-19,2017,25,True,390
Brinjal,2017-06-26,2017,26,True,391
Brinjal,2017-07-03,2017,27,True,392
Brinjal,2017-07-10,2017,28,True,393
Brinjal,2017-07-17,2017,29,True,394
Brinjal,2017-07-24,2017,30,True,395
Brinjal,2017-07-31,2017,31,True,396
Brinjal,2017-08-07,2017,32,True,397
Brinjal,2017-08-14,2017,33,True,398
Brinjal,2017-08-21,2017,34,True,399
Brinjal,2017-08-28,2017,35,True,400
Brinjal,2017-09-04,2017,36,True,401
Brinjal,2017-09-11,2017,37,True,402
Brinjal,2017-09-18,2017,38,True,403
Brinjal,2017-09-25,2017,39,True,404
Brinjal,2017-10-02,2017,40,True,405
Brinjal,2017-10-09,2017,41,True,406
Brinjal,2017-10-16,2017,42,True,407
Brinjal,2017-10-23,2017,43,True,408
Brinjal,2017-10-30,2017,44,True,409
Brinjal,2017-11-06,2017,45,True,410
Brinjal,2017-11-13,2017,46,True,411
Brinjal,2017-11-20,2017,47,True,412
Brinjal,2017-11-27,2017,48,True,413
Brinjal,2017-12-04,2017,49,True,414
Brinjal,2017-12-11,2017,50,True,415
Brinjal,2017-12-18,2017,51,True,416
Brinjal,2017-12-25,2017,52,True,417
Brinjal,2018-01-01,2018,1,True,418
Brinjal,2018-01-08,2018,2,True,419
Brinjal,2018-01-15,2018,3,True,420
Brinjal,2018-01-22,2018,4,True,421
Brinjal,2018-01-29,2018,5,True,422
Brinjal,2018-02-05,2018,6,True,423
Brinjal,2018-02-12,2018,7,True,424
Brinjal,2018-02-19,2018,8,True,425
Brinjal,2018-02-26,2018,9,True,426
Brinjal,2018-03-05,2018,10,True,427
Brinjal,2018-03-12,2018,11,True,428
Brinjal,2018-03-19,2018,12,True,429
Brinjal,2018-03-26,2018,13,True,430
Brinjal,2018-04-02,2018,14,True,431
Brinjal,2018-04-09,2018,15,True,432
Brinjal,2018-04-16,2018,16,True,433
Brinjal,2018-04-23,2018,17,True,434
Brinjal,2018-04-30,2018,18,True,435
Brinjal,2018-05-07,2018,19,True,436
Brinjal,2018-05-14,2018,20,True,437
Brinjal,2018-05-21,2018,21,True,438
Brinjal,2018-05-28,2018,22,True,439
Brinjal,2018-06-04,2018,23,True,440
Brinjal,2018-06-11,2018,24,True,441
Brinjal,2018-06-18,2018,25,True,442
Brinjal,2018-06-25,2018,26,True,443
Brinjal,2018-07-02,2018,27,True,444
Brinjal,2018-07-09,2018,28,True,445
Brinjal,2018-07-16,2018,29,True,446
Brinjal,2018-07-23,2018,30,True,447
Brinjal,2018-07-30,2018,31,True,448
Brinjal,2018-08-06,2018,32,True,449
Brinjal,2018-08-13,2018,33,True,450
Brinjal,2018-08-20,2018,34,True,451
Brinjal,2018-08-27,2018,35,True,452
Brinjal,2018-09-03,2018,36,True,453
Brinjal,2018-09-10,2018,37,True,454
Brinjal,2018-09-17,2018,38,True,455
Brinjal,2018-09-24,2018,39,True,456
Brinjal,2018-10-01,2018,40,True,457
Brinjal,2018-10-08,2018,41,True,458
Brinjal,2018-10-15,2018,42,True,459
Brinjal,2018-10-22,2018,43,True,460
Brinjal,2018-10-29,2018,44,True,461
Brinjal,2018-11-05,2018,45,True,462
Brinjal,2018-11-12,2018,46,True,463
Brinjal,2018-11-19,2018,47,True,464
Brinjal,2018-11-26,2018,48,True,465
Brinjal,2018-12-03,2018,49,True,466
Brinjal,2018-12-10,2018,50,True,467
Brinjal,2018-12-17,2018,51,True,468
Brinjal,2018-12-24,2018,52,True,469
Brinjal,2018-12-31,2019,1,True,470
Brinjal,2019-01-07,2019,2,True,471
Brinjal,2019-01-14,2019,3,True,472
Brinjal,2019-01-21,2019,4,True,473
Brinjal,2019-01-28,2019,5,True,474
Brinjal,2019-02-04,2019,6,True,475
Brinjal,2019-02-11,2019,7,True,476
Brinjal,2019-02-18,2019,8,True,477
Brinjal,2019-02-25,2019,9,True,478
Brinjal,2019-03-04,2019,10,True,479
Brinjal,2019-03-11,2019,11,True,480
Brinjal,2019-03-18,2019,12,True,481
Brinjal,2019-03-25,2019,13,True,482
Brinjal,2019-04-01,2019,14,True,483
Brinjal,2019-04-08,2019,15,True,484
Brinjal,2019-04-15,2019,16,True,485
Brinjal,2019-04-22,2019,17,True,486
Brinjal,2019-04-29,2019,18,True,487
Brinjal,2019-05-06,2019,19,True,488
Brinjal,2019-05-13,2019,20,True,489
Brinjal,2019-05-20,2019,21,True,490
Brinjal,2019-05-27,2019,22,True,491
Brinjal,2019-06-03,2019,23,True,492
Brinjal,2019-06-10,2019,24,True,493
Brinjal,2019-06-17,2019,25,True,494
Brinjal,2019-06-24,2019,26,True,495
Brinjal,2019-07-01,2019,27,True,496
Brinjal,2019-07-08,2019,28,True,497
Brinjal,2019-07-15,2019,29,True,498
Brinjal,2019-07-22,2019,30,True,499
Brinjal,2019-07-29,2019,31,True,500
Brinjal,2019-08-05,2019,32,True,501
Brinjal,2019-08-12,2019,33,True,502
Brinjal,2019-08-19,2019,34,True,503
Brinjal,2019-08-26,2019,35,True,504
Brinjal,2019-09-02,2019,36,True,505
Brinjal,2019-09-09,2019,37,True,506
Brinjal,2019-09-16,2019,38,True,507
Brinjal,2019-09-23,2019,39,True,508
Brinjal,2019-09-30,2019,40,True,509
Brinjal,2019-10-07,2019,41,True,510
Brinjal,2019-10-14,2019,42,True,511
Brinjal,2019-10-21,2019,43,True,512
Brinjal,2019-10-28,2019,44,True,513
Brinjal,2019-11-04,2019,45,True,514
Brinjal,2019-11-11,2019,46,True,515
Brinjal,2019-11-18,2019,47,True,516
Brinjal,2019-11-25,2019,48,True,517
Brinjal,2019-12-02,2019,49,True,518
Brinjal,2019-12-09,2019,50,True,519
Brinjal,2019-12-16,2019,51,True,520
Brinjal,2019-12-23,2019,52,True,521
Brinjal,2019-12-30,2020,1,True,522
Brinjal,2020-01-06,2020,2,True,523
Brinjal,2020-01-13,2020,3,True,524
Brinjal,2020-01-20,2020,4,True,525
Brinjal,2020-01-27,2020,5,True,526
Brinjal,2020-02-03,2020,6,True,527
Brinjal,2020-02-10,2020,7,True,528
Brinjal,2020-02-17,2020,8,True,529
Brinjal,2020-02-24,2020,9,True,530
Brinjal,2020-03-02,2020,10,True,531
Brinjal,2020-03-09,2020,11,True,532
Brinjal,2020-03-16,2020,12,True,533
Brinjal,2020-03-23,2020,13,True,534
Brinjal,2020-03-30,2020,14,True,535
Brinjal,2020-04-06,2020,15,True,536
Brinjal,2020-04-13,2020,16,True,537
Brinjal,2020-04-20,2020,17,True,538
Brinjal,2020-04-27,2020,18,True,539
Brinjal,2020-05-04,2020,19,True,540
Brinjal,2020-05-11,2020,20,True,541
Brinjal,2020-05-18,2020,21,True,542
Brinjal,2020-05-25,2020,22,True,543
Brinjal,2020-06-01,2020,23,True,544
Brinjal,2020-06-08,2020,24,True,545
Brinjal,2020-06-15,2020,25,True,546
Brinjal,2020-06-22,2020,26,True,547
Brinjal,2020-06-29,2020,27,True,548
Brinjal,2020-07-06,2020,28,True,549
Brinjal,2020-07-13,2020,29,True,550
Brinjal,2020-07-20,2020,30,True,551
Brinjal,2020-07-27,2020,31,True,552
Brinjal,2020-08-03,2020,32,True,553
Brinjal,2020-08-10,2020,33,True,554
Brinjal,2020-08-17,2020,34,True,555
Brinjal,2020-08-24,2020,35,True,556
Brinjal,2020-08-31,2020,36,True,557
Brinjal,2020-09-07,2020,37,True,558
Brinjal,2020-09-14,2020,38,True,559
Brinjal,2020-09-21,2020,39,True,560
Brinjal,2020-09-28,2020,40,True,561
Brinjal,2020-10-05,2020,41,True,562
Brinjal,2020-10-12,2020,42,True,563
Brinjal,2020-10-19,2020,43,True,564
Brinjal,2020-10-26,2020,44,True,565
Brinjal,2020-11-02,2020,45,True,566
Brinjal,2020-11-09,2020,46,True,567
Brinjal,2020-11-16,2020,47,True,568
Brinjal,2020-11-23,2020,48,True,569
Brinjal,2020-11-30,2020,49,True,570
Brinjal,2020-12-07,2020,50,True,571
Brinjal,2020-12-14,2020,51,True,572
Brinjal,2020-12-21,2020,52,True,573
Brinjal,2020-12-28,2020,53,True,574
Brinjal,2021-01-04,2021,1,True,575
Brinjal,2021-01-11,2021,2,True,576
Brinjal,2021-01-18,2021,3,True,577
Brinjal,2021-01-25,2021,4,True,578
Brinjal,2021-02-01,2021,5,True,579
Brinjal,2021-02-08,2021,6,True,580
Brinjal,2021-02-15,2021,7,True,581
Brinjal,2021-02-22,2021,8,True,582
Brinjal,2021-03-01,2021,9,True,583
Brinjal,2021-03-08,2021,10,True,584
Brinjal,2021-03-15,2021,11,True,585
Brinjal,2021-03-22,2021,12,True,586
Brinjal,2021-03-29,2021,13,True,587
Brinjal,2021-04-05,2021,14,True,588
Brinjal,2021-04-12,2021,15,True,589
Brinjal,2021-04-19,2021,16,True,590
Brinjal,2021-04-26,2021,17,True,591
Brinjal,2021-05-03,2021,18,True,592
Brinjal,2021-05-10,2021,19,True,593
Brinjal,2021-05-17,2021,20,True,594
Brinjal,2021-05-24,2021,21,True,595
Brinjal,2021-05-31,2021,22,True,596
Brinjal,2021-06-07,2021,23,True,597
Brinjal,2021-06-14,2021,24,True,598
Brinjal,2021-06-21,2021,25,True,599
Brinjal,2021-06-28,2021,26,True,600
Brinjal,2021-07-05,2021,27,True,601
Brinjal,2021-07-12,2021,28,True,602
Brinjal,2021-07-19,2021,29,True,603
Brinjal,2021-07-26,2021,30,True,604
Brinjal,2021-08-02,2021,31,True,605
Brinjal,2021-08-09,2021,32,True,606
Brinjal,2021-08-16,2021,33,True,607
Brinjal,2021-08-23,2021,34,True,608
Brinjal,2021-08-30,2021,35,True,609
Brinjal,2021-09-06,2021,36,True,610
Brinjal,2021-09-13,2021,37,True,611
Brinjal,2021-09-20,2021,38,True,612
Brinjal,2021-09-27,2021,39,True,613
Brinjal,2021-10-04,2021,40,True,614
Brinjal,2021-10-11,2021,41,True,615
Brinjal,2021-10-18,2021,42,True,616
Brinjal,2021-10-25,2021,43,True,617
Brinjal,2021-11-01,2021,44,True,618
Brinjal,2021-11-08,2021,45,True,619
Brinjal,2021-11-15,2021,46,True,620
Brinjal,2021-11-22,2021,47,True,621
Brinjal,2021-11-29,2021,48,True,622
Brinjal,2021-12-06,2021,49,True,623
Brinjal,2021-12-13,2021,50,True,624
Brinjal,2021-12-20,2021,51,True,625
Brinjal,2021-12-27,2021,52,True,626
Brinjal,2022-01-03,2022,1,True,627
Brinjal,2022-01-10,2022,2,True,628
Brinjal,2022-01-17,2022,3,True,629
Brinjal,2022-01-24,2022,4,True,630
Brinjal,2022-01-31,2022,5,True,631
Brinjal,2022-02-07,2022,6,True,632
Brinjal,2022-02-14,2022,7,True,633
Brinjal,2022-02-21,2022,8,True,634
Brinjal,2022-02-28,2022,9,True,635
Brinjal,2022-03-07,2022,10,True,636
Brinjal,2022-03-14,2022,11,True,637
Brinjal,2022-03-21,2022,12,True,638
Brinjal,2022-03-28,2022,13,True,639
Brinjal,2022-04-04,2022,14,True,640
Brinjal,2022-04-11,2022,15,True,641
Brinjal,2022-04-18,2022,16,True,642
Brinjal,2022-04-25,2022,17,True,643
Brinjal,2022-05-02,2022,18,True,644
Brinjal,2022-05-09,2022,19,True,645
Brinjal,2022-05-16,2022,20,True,646
Brinjal,2022-05-23,2022,21,True,647
Brinjal,2022-05-30,2022,22,True,648
Brinjal,2022-06-06,2022,23,True,649
Brinjal,2022-06-13,2022,24,True,650
Brinjal,2022-06-20,2022,25,True,651
Brinjal,2022-06-27,2022,26,True,652
Brinjal,2022-07-04,2022,27,True,653
Brinjal,2022-07-11,2022,28,True,654
Brinjal,2022-07-18,2022,29,True,655
Brinjal,2022-07-25,2022,30,True,656
Brinjal,2022-08-01,2022,31,True,657
Brinjal,2022-08-08,2022,32,True,658
Brinjal,2022-08-15,2022,33,True,659
Brinjal,2022-08-22,2022,34,True,660
Brinjal,2022-08-29,2022,35,True,661
Brinjal,2022-09-05,2022,36,True,662
Brinjal,2022-09-12,2022,37,True,663
Brinjal,2022-09-19,2022,38,True,664
Brinjal,2022-09-26,2022,39,True,665
Brinjal,2022-10-03,2022,40,True,666
Brinjal,2022-10-10,2022,41,True,667
Brinjal,2022-10-17,2022,42,True,668
Brinjal,2022-10-24,2022,43,True,669
Brinjal,2022-10-31,2022,44,True,670
Brinjal,2022-11-07,2022,45,True,671
Brinjal,2022-11-14,2022,46,True,672
Brinjal,2022-11-21,2022,47,True,673
Brinjal,2022-11-28,2022,48,True,674
Brinjal,2022-12-05,2022,49,True,675
Brinjal,2022-12-12,2022,50,True,676
Brinjal,2022-12-19,2022,51,True,677
Brinjal,2022-12-26,2022,52,True,678
Brinjal,2022-12-26,2022,52,True,679
Brinjal,2023-01-02,2023,1,False,680
Brinjal,2023-01-09,2023,2,False,681
Brinjal,2023-01-16,2023,3,False,682
Brinjal,2023-01-23,2023,4,False,683
Brinjal,2023-01-30,2023,5,False,684
Brinjal,2023-02-06,2023,6,False,685
Brinjal,2023-02-13,2023,7,False,686
Brinjal,2023-02-20,2023,8,False,687
Brinjal,2023-02-27,2023,9,False,688
Brinjal,2023-03-06,2023,10,False,689
Brinjal,2023-03-13,2023,11,False,690
Brinjal,2023-03-20,2023,12,False,691
Brinjal,2023-03-27,2023,13,False,692
Brinjal,2023-04-03,2023,14,False,693
Brinjal,2023-04-10,2023,15,False,694
Brinjal,2023-04-17,2023,16,False,695
Brinjal,2023-04-24,2023,17,False,696
Brinjal,2023-05-01,2023,18,False,697
Brinjal,2023-05-08,2023,19,False,698
Brinjal,2023-05-15,2023,20,False,699
Brinjal,2023-05-22,2023,21,False,700
Brinjal,2023-05-29,2023,22,False,701
Brinjal,2023-06-05,2023,23,False,702
Brinjal,2023-06-12,2023,24,False,703
Brinjal,2023-06-19,2023,25,False,704
Brinjal,2023-06-26,2023,26,False,705
Brinjal,2023-07-03,2023,27,False,706
Brinjal,2023-07-10,2023,28,False,707
Brinjal,2023-07-17,2023,29,False,708
Brinjal,2023-07-24,2023,30,False,709
Brinjal,2023-07-31,2023,31,False,710
Brinjal,2023-08-07,2023,32,False,711
Brinjal,2023-08-14,2023,33,False,712
Brinjal,2023-08-21,2023,34,False,713
Brinjal,2023-08-28,2023,35,False,714
Brinjal,2023-09-04,2023,36,False,715
Brinjal,2023-09-11,2023,37,False,716
Brinjal,2023-09-18,2023,38,False,717
Brinjal,2023-09-25,2023,39,False,718
Brinjal,2023-10-02,2023,40,False,719
Brinjal,2023-10-09,2023,41,False,720
Brinjal,2023-10-16,2023,42,False,721
Brinjal,2023-10-23,2023,43,False,722
Brinjal,2023-10-30,2023,44,False,723
Brinjal,2023-11-06,2023,45,False,724
Brinjal,2023-11-13,2023,46,False,725
Brinjal,2023-11-20,2023,47,False,726
Brinjal,2023-11-27,2023,48,False,727
Brinjal,2023-12-04,2023,49,False,728
Brinjal,2023-12-11,2023,50,False,729
Brinjal,2023-12-18,2023,51,False,730
Brinjal,2023-12-25,2023,52,False,731
Brinjal,2024-01-01,2024,1,False,732
Brinjal,2024-01-08,2024,2,False,733
Brinjal,2024-01-15,2024,3,False,734
Brinjal,2024-01-22,2024,4,False,735
Brinjal,2024-01-29,2024,5,False,736
Brinjal,2024-02-05,2024,6,False,737
Brinjal,2024-02-12,2024,7,False,738
Brinjal,2024-02-19,2024,8,False,739
Brinjal,2024-02-26,2024,9,False,740
Brinjal,2024-03-04,2024,10,False,741
Brinjal,2024-03-11,2024,11,False,742
Brinjal,2024-03-18,2024,12,False,743
Brinjal,2024-03-25,2024,13,False,744
Brinjal,2024-04-01,2024,14,False,745
Brinjal,2024-04-08,2024,15,False,746
Brinjal,2024-04-15,2024,16,False,747
Brinjal,2024-04-22,2024,17,False,748
Brinjal,2024-04-29,2024,18,False,749
Brinjal,2024-05-06,2024,19,False,750
Brinjal,2024-05-13,2024,20,False,751
Brinjal,2024-05-20,2024,21,False,752
Brinjal,2024-05-27,2024,22,False,753
Brinjal,2024-06-03,2024,23,False,754
Brinjal,2024-06-10,2024,24,False,755
Brinjal,2024-06-17,2024,25,False,756
Brinjal,2024-06-24,2024,26,False,757
Brinjal,2024-07-01,2024,27,False,758
Brinjal,2024-07-08,2024,28,False,759
Brinjal,2024-07-15,2024,29,False,760
Brinjal,2024-07-22,2024,30,False,761
Brinjal,2024-07-29,2024,31,False,762
Brinjal,2024-08-05,2024,32,False,763
Brinjal,2024-08-12,2024,33,False,764
Brinjal,2024-08-19,2024,34,False,765
Brinjal,2024-08-26,2024,35,False,766
Brinjal,2024-09-02,2024,36,False,767
Brinjal,2024-09-09,2024,37,False,768
Brinjal,2024-09-16,2024,38,False,769
Brinjal,2024-09-23,2024,39,False,770
Brinjal,2024-09-30,2024,40,False,771
Brinjal,2024-10-07,2024,41,False,772
Brinjal,2024-10-14,2024,42,False,773
Brinjal,2024-10-21,2024,43,False,774
Brinjal,2024-10-28,2024,44,False,775
Brinjal,2024-11-04,2024,45,False,776
Brinjal,2024-11-11,2024,46,False,777
Brinjal,2024-11-18,2024,47,False,778
Brinjal,2024-11-25,2024,48,False,779
Brinjal,2024-12-02,2024,49,False,780
Brinjal,2024-12-09,2024,50,False,781
Brinjal,2024-12-16,2024,51,False,782
Brinjal,2024-12-23,2024,52,False,783
Brinjal,2024-12-30,2025,1,False,784
Brinjal,2025-01-06,2025,2,False,785
Brinjal,2025-01-13,2025,3,False,786
Brinjal,2025-01-20,2025,4,False,787
Brinjal,2025-01-27,2025,5,False,788
Brinjal,2025-02-03,2025,6,False,789
Brinjal,2025-02-10,2025,7,False,790
Brinjal,2025-02-17,2025,8,False,791
Brinjal,2025-02-24,2025,9,False,792
Brinjal,2025-03-03,2025,10,False,793
Brinjal,2025-03-10,2025,11,False,794
Brinjal,2025-03-17,2025,12,False,795
Brinjal,2025-03-24,2025,13,False,796
Brinjal,2025-03-31,2025,14,False,797
Brinjal,2025-04-07,2025,15,False,798
Brinjal,2025-04-14,2025,16,False,799
Brinjal,2025-04-21,2025,17,False,800
Brinjal,2025-04-28,2025,18,False,801
Brinjal,2025-05-05,2025,19,False,802
Brinjal,2025-05-12,2025,20,False,803
Brinjal,2025-05-19,2025,21,False,804
Brinjal,2025-05-26,2025,22,False,805
Brinjal,2025-06-02,2025,23,False,806
Brinjal,2025-06-09,2025,24,False,807
Brinjal,2025-06-16,2025,25,False,808
Brinjal,2025-06-23,2025,26,False,809
Brinjal,2025-06-30,2025,27,False,810
Brinjal,2025-07-07,2025,28,False,811
Brinjal,2025-07-14,2025,29,False,812
Brinjal,2025-07-21,2025,30,False,813
Brinjal,2025-07-28,2025,31,False,814
Brinjal,2025-08-04,2025,32,False,815
Brinjal,2025-08-11,2025,33,False,816
Brinjal,2025-08-18,2025,34,False,817
Brinjal,2025-08-25,2025,35,False,818
Brinjal,2025-09-01,2025,36,False,819
Brinjal,2025-09-08,2025,37,False,820
Brinjal,2025-09-15,2025,38,False,821
Brinjal,2025-09-22,2025,39,False,822
Brinjal,2025-09-29,2025,40,False,823
Brinjal,2025-10-06,2025,41,False,824
Brinjal,2025-10-13,2025,42,False,825
Brinjal,2025-10-20,2025,43,False,826
Brinjal,2025-10-27,2025,44,False,827
Brinjal,2025-11-03,2025,45,False,828
Brinjal,2025-11-10,2025,46,False,829
Brinjal,2025-11-17,2025,47,False,830
Brinjal,2025-11-24,2025,48,False,831
Brinjal,2025-12-01,2025,49,False,832
Brinjal,2025-12-08,2025,50,False,833
Brinjal,2025-12-15,2025,51,False,834
Brinjal,2025-12-22,2025,52,False,835
Brinjal,2025-12-29,2026,1,False,836
Brinjal,2026-01-05,2026,2,False,837
Cabbage,2009-12-28,2009,53,True,0
Cabbage,2010-01-04,2010,1,True,1
Cabbage,2010-01-11,2010,2,True,2
Cabbage,2010-01-18,2010,3,True,3
Cabbage,2010-01-25,2010,4,True,4
Cabbage,2010-02-01,2010,5,True,5
Cabbage,2010-02-08,2010,6,True,6
Cabbage,2010-02-15,2010,7,True,7
Cabbage,2010-02-22,2010,8,True,8
Cabbage,2010-03-01,2010,9,True,9
Cabbage,2010-03-08,2010,10,True,10
Cabbage,2010-03-15,2010,11,True,11
Cabbage,2010-03-22,2010,12,True,12
Cabbage,2010-03-29,2010,13,True,13
Cabbage,2010-04-05,2010,14,True,14
Cabbage,2010-04-12,2010,15,True,15
Cabbage,2010-04-19,2010,16,True,16
Cabbage,2010-04-26,2010,17,True,17
Cabbage,2010-05-03,2010,18,True,18
Cabbage,2010-05-10,2010,19,True,19
Cabbage,2010-05-17,2010,20,True,20
Cabbage,2010-05-24,2010,21,True,21
Cabbage,2010-05-31,2010,22,True,22
Cabbage,2010-06-07,2010,23,True,23
Cabbage,2010-06-14,2010,24,True,24
Cabbage,2010-06-21,2010,25,True,25
Cabbage,2010-06-28,2010,26,True,26
Cabbage,2010-07-05,2010,27,True,27
Cabbage,2010-07-12,2010,28,True,28
Cabbage,2010-07-19,2010,29,True,29
Cabbage,2010-07-26,2010,30,True,30
Cabbage,2010-08-02,2010,31,True,31
Cabbage,2010-08-09,2010,32,True,32
Cabbage,2010-08-16,2010,33,True,33
Cabbage,2010-08-23,2010,34,True,34
Cabbage,2010-08-30,2010,35,True,35
Cabbage,2010-09-06,2010,36,True,36
Cabbage,2010-09-13,2010,37,True,37
Cabbage,2010-09-20,2010,38,True,38
Cabbage,2010-09-27,2010,39,True,39
Cabbage,2010-10-04,2010,40,True,40
Cabbage,2010-10-11,2010,41,True,41
Cabbage,2010-10-18,2010,42,True,42
Cabbage,2010-10-25,2010,43,True,43
Cabbage,2010-11-01,2010,44,True,44
Cabbage,2010-11-08,2010,45,True,45
Cabbage,2010-11-15,2010,46,True,46
Cabbage,2010-11-22,2010,47,True,47
Cabbage,2010-11-29,2010,48,True,48
Cabbage,2010-12-06,2010,49,True,49
Cabbage,2010-12-13,2010,50,True,50
Cabbage,2010-12-20,2010,51,True,51
Cabbage,2010-12-27,2010,52,True,52
Cabbage,2011-01-03,2011,1,True,53
Cabbage,2011-01-10,2011,2,True,54
Cabbage,2011-01-17,2011,3,True,55
Cabbage,2011-01-24,2011,4,True,56
Cabbage,2011-01-31,2011,5,True,57
Cabbage,2011-02-07,2011,6,True,58
Cabbage,2011-02-14,2011,7,True,59
Cabbage,2011-02-21,2011,8,True,60
Cabbage,2011-02-28,2011,9,True,61
Cabbage,2011-03-07,2011,10,True,62
Cabbage,2011-03-14,2011,11,True,63
Cabbage,2011-03-21,2011,12,True,64
Cabbage,2011-03-28,2011,13,True,65
Cabbage,2011-04-04,2011,14,True,66
Cabbage,2011-04-11,2011,15,True,67
Cabbage,2011-04-18,2011,16,True,68
Cabbage,2011-04-25,2011,17,True,69
Cabbage,2011-05-02,2011,18,True,70
Cabbage,2011-05-09,2011,19,True,71
Cabbage,2011-05-16,2011,20,True,72
Cabbage,2011-05-23,2011,21,True,73
Cabbage,2011-05-30,2011,22,True,74
Cabbage,2011-06-06,2011,23,True,75
Cabbage,2011-06-13,2011,24,True,76
Cabbage,2011-06-20,2011,25,True,77
Cabbage,2011-06-27,2011,26,True,78
Cabbage,2011-07-04,2011,27,True,79
Cabbage,2011-07-11,2011,28,True,80
Cabbage,2011-07-18,2011,29,True,81
Cabbage,2011-07-25,2011,30,True,82
Cabbage,2011-08-01,2011,31,True,83
Cabbage,2011-08-08,2011,32,True,84
Cabbage,2011-08-15,2011,33,True,85
Cabbage,2011-08-22,2011,34,True,86
Cabbage,2011-08-29,2011,35,True,87
Cabbage,2011-09-05,2011,36,True,88
Cabbage,2011-09-12,2011,37,True,89
Cabbage,2011-09-19,2011,38,True,90
Cabbage,2011-09-26,2011,39,True,91
Cabbage,2011-10-03,2011,40,True,92
Cabbage,2011-10-10,2011,41,True,93
Cabbage,2011-10-17,2011,42,True,94
Cabbage,2011-10-24,2011,43,True,95
Cabbage,2011-10-31,2011,44,True,96
Cabbage,2011-11-07,2011,45,True,97
Cabbage,2011-11-14,2011,46,True,98
Cabbage,2011-11-21,2011,47,True,99
Cabbage,2011-11-28,2011,48,True,100
Cabbage,2011-12-05,2011,49,True,101
Cabbage,2011-12-12,2011,50,True,102
Cabbage,2011-12-19,2011,51,True,103
Cabbage,2011-12-26,2011,52,True,104
Cabbage,2012-01-02,2012,1,True,105
Cabbage,2012-01-09,2012,2,True,106
Cabbage,2012-01-16,2012,3,True,107
Cabbage,2012-01-23,2012,4,True,108
Cabbage,2012-01-30,2012,5,True,109
Cabbage,2012-02-06,2012,6,True,110
Cabbage,2012-02-13,2012,7,True,111
Cabbage,2012-02-20,2012,8,True,112
Cabbage,2012-02-27,2012,9,True,113
Cabbage,2012-03-05,2012,10,True,114
Cabbage,2012-03-12,2012,11,True,115
Cabbage,2012-03-19,2012,12,True,116
Cabbage,2012-03-26,2012,13,True,117
Cabbage,2012-04-02,2012,14,True,118
Cabbage,2012-04-09,2012,15,True,119
Cabbage,2012-04-16,2012,16,True,120
Cabbage,2012-04-23,2012,17,True,121
