Year,Month,Week_Number,Start_Date,End_Date,Location,Variety,Weekly_Price,Price_Std,Days_In_Week,Month_Year,Price_Change,Price_Change_Pct,Rolling_Mean_4w,Rolling_Std_4w,Rolling_Mean_13w,Rolling_Std_13w,Rolling_Mean_26w,Rolling_Std_26w,Quarter,Season,Price_Band,Fuel_Price
2000,1,1,2000-01-03,2000-01-09,Colombo,BITTER GOURD,37.84,0.18,3,2000-01,,,37.84,,37.84,,37.84,,1,Winter,Low,13.2
2000,1,1,2000-01-03,2000-01-09,Colombo,BRINJALS,36.27,0.1,3,2000-01,,,36.27,,36.27,,36.27,,1,Winter,Low,13.2
2000,1,1,2000-01-03,2000-01-09,Colombo,PUMPKIN,25.28,0.2,3,2000-01,,,25.28,,25.28,,25.28,,1,Winter,Low,13.2
2000,1,1,2000-01-03,2000-01-09,Colombo,TOMATOES,72.82,3.54,3,2000-01,,,72.82,,72.82,,72.82,,1,Winter,Medium-Low,13.2
2000,1,1,2000-01-03,2000-01-09,Colombo,CABBAGE,35.44,0.02,3,2000-01,,,35.44,,35.44,,35.44,,1,Winter,Low,13.2
2000,1,2,2000-01-10,2000-01-16,Colombo,BRINJALS,35.73,0.25,7,2000-01,-0.5400000000000063,-1.4888337468982802,36.0,0.38,36.0,0.38,36.0,0.38,1,Winter,Low,13.2
2000,1,2,2000-01-10,2000-01-16,Colombo,TOMATOES,57.48,5.89,7,2000-01,-15.339999999999996,-21.065641307333145,65.15,10.85,65.15,10.85,65.15,10.85,1,Winter,Low,13.2
2000,1,2,2000-01-10,2000-01-16,Colombo,CABBAGE,35.26,0.1,7,2000-01,-0.1799999999999997,-0.5079006772009022,35.35,0.13,35.35,0.13,35.35,0.13,1,Winter,Low,13.2
2000,1,2,2000-01-10,2000-01-16,Colombo,BITTER GOURD,38.63,0.3,7,2000-01,0.7899999999999991,2.087737843551795,38.24,0.56,38.24,0.56,38.24,0.56,1,Winter,Low,13.2
2000,1,2,2000-01-10,2000-01-16,Colombo,PUMPKIN,24.32,0.4,7,2000-01,-0.9600000000000009,-3.797468354430383,24.8,0.68,24.8,0.68,24.8,0.68,1,Winter,Low,13.2
2000,1,3,2000-01-17,2000-01-23,Colombo,CABBAGE,34.86,0.15,7,2000-01,-0.3999999999999986,-1.1344299489506482,35.19,0.3,35.19,0.3,35.19,0.3,1,Winter,Low,13.2
2000,1,3,2000-01-17,2000-01-23,Colombo,BRINJALS,34.86,0.29,7,2000-01,-0.8699999999999974,-2.434928631402176,35.62,0.71,35.62,0.71,35.62,0.71,1,Winter,Low,13.2
2000,1,3,2000-01-17,2000-01-23,Colombo,TOMATOES,42.04,3.71,7,2000-01,-15.439999999999998,-26.86151704940849,57.45,15.39,57.45,15.39,57.45,15.39,1,Winter,Low,13.2
2000,1,3,2000-01-17,2000-01-23,Colombo,PUMPKIN,23.13,0.34,7,2000-01,-1.1900000000000013,-4.893092105263163,24.24,1.08,24.24,1.08,24.24,1.08,1,Winter,Low,13.2
2000,1,3,2000-01-17,2000-01-23,Colombo,BITTER GOURD,39.42,0.19,7,2000-01,0.7899999999999991,2.04504271291742,38.63,0.79,38.63,0.79,38.63,0.79,1,Winter,Low,13.2
2000,1,4,2000-01-24,2000-01-30,Colombo,BITTER GOURD,39.87,0.09,7,2000-01,0.4499999999999957,1.1415525114155145,38.94,0.89,38.94,0.89,38.94,0.89,1,Winter,Low,13.2
2000,1,4,2000-01-24,2000-01-30,Colombo,BRINJALS,33.89,0.31,7,2000-01,-0.9699999999999988,-2.782558806655189,35.19,1.04,35.19,1.04,35.19,1.04,1,Winter,Low,13.2
2000,1,4,2000-01-24,2000-01-30,Colombo,PUMPKIN,22.14,0.28,7,2000-01,-0.9899999999999984,-4.280155642023339,23.72,1.37,23.72,1.37,23.72,1.37,1,Winter,Low,13.2
2000,1,4,2000-01-24,2000-01-30,Colombo,TOMATOES,33.11,1.87,7,2000-01,-8.93,-21.241674595623216,51.36,17.49,51.36,17.49,51.36,17.49,1,Winter,Low,13.2
2000,1,4,2000-01-24,2000-01-30,Colombo,CABBAGE,34.34,0.18,7,2000-01,-0.519999999999996,-1.4916810097532875,34.98,0.49,34.98,0.49,34.98,0.49,1,Winter,Low,13.2
2000,1,5,2000-01-31,2000-02-06,Colombo,PUMPKIN,21.34,0.22,7,2000-01,-0.8000000000000007,-3.613369467028007,22.73,1.29,23.24,1.59,23.24,1.59,1,Winter,Low,13.2
2000,1,5,2000-01-31,2000-02-06,Colombo,TOMATOES,29.58,0.4,7,2000-01,-3.530000000000001,-10.661431591664153,40.55,12.44,47.01,18.01,47.01,18.01,1,Winter,Low,13.2
2000,1,5,2000-01-31,2000-02-06,Colombo,BRINJALS,32.87,0.32,7,2000-01,-1.0200000000000031,-3.009737385659496,34.34,1.23,34.72,1.37,34.72,1.37,1,Winter,Low,13.2
2000,1,5,2000-01-31,2000-02-06,Colombo,BITTER GOURD,40.06,0.02,7,2000-01,0.1900000000000048,0.4765487835465383,39.5,0.64,39.16,0.92,39.16,0.92,1,Winter,Low,13.2
2000,1,5,2000-01-31,2000-02-06,Colombo,CABBAGE,33.75,0.18,7,2000-01,-0.5900000000000034,-1.718112987769375,34.55,0.65,34.73,0.69,34.73,0.69,1,Winter,Low,13.2
2000,2,1,2000-02-07,2000-02-13,Colombo,BITTER GOURD,40.04,0.03,7,2000-02,-0.0200000000000031,-0.0499251123315105,39.85,0.3,39.31,0.9,39.31,0.9,1,Winter,Low,13.2
2000,2,1,2000-02-07,2000-02-13,Colombo,BRINJALS,31.86,0.3,7,2000-02,-1.009999999999998,-3.0727106784301736,33.37,1.29,34.25,1.7,34.25,1.7,1,Winter,Low,13.2
2000,2,1,2000-02-07,2000-02-13,Colombo,PUMPKIN,20.73,0.16,7,2000-02,-0.6099999999999994,-2.858481724461103,21.84,1.04,22.82,1.76,22.82,1.76,1,Winter,Low,13.2
2000,2,1,2000-02-07,2000-02-13,Colombo,TOMATOES,30.33,0.79,7,2000-02,0.75,2.535496957403651,33.76,5.72,44.23,17.49,44.23,17.49,1,Winter,Low,13.2
2000,2,1,2000-02-07,2000-02-13,Colombo,CABBAGE,33.16,0.17,7,2000-02,-0.5900000000000034,-1.7481481481481584,34.03,0.73,34.47,0.89,34.47,0.89,1,Winter,Low,13.2
2000,2,2,2000-02-14,2000-02-20,Colombo,CABBAGE,32.64,0.15,7,2000-02,-0.519999999999996,-1.5681544028950425,33.47,0.73,34.21,1.07,34.21,1.07,1,Winter,Low,16.2
2000,2,2,2000-02-14,2000-02-20,Colombo,PUMPKIN,20.3,0.11,7,2000-02,-0.4299999999999997,-2.074288470815242,21.13,0.8,22.46,1.87,22.46,1.87,1,Winter,Low,16.2
2000,2,2,2000-02-14,2000-02-20,Colombo,TOMATOES,34.26,1.59,7,2000-02,3.93,12.957467853610286,31.82,2.23,42.8,16.4,42.8,16.4,1,Winter,Low,16.2
2000,2,2,2000-02-14,2000-02-20,Colombo,BITTER GOURD,39.9,0.06,7,2000-02,-0.1400000000000005,-0.3496503496503511,39.97,0.1,39.39,0.85,39.39,0.85,1,Winter,Low,16.2
2000,2,2,2000-02-14,2000-02-20,Colombo,BRINJALS,30.93,0.27,7,2000-02,-0.9299999999999996,-2.9190207156308845,32.39,1.28,33.77,1.99,33.77,1.99,1,Winter,Low,16.2
2000,2,3,2000-02-21,2000-02-27,Colombo,PUMPKIN,20.04,0.05,7,2000-02,-0.2600000000000015,-1.2807881773399092,20.6,0.57,22.16,1.93,22.16,1.93,1,Winter,Low,16.2
2000,2,3,2000-02-21,2000-02-27,Colombo,TOMATOES,40.24,2.06,7,2000-02,5.980000000000004,17.454757734967906,33.6,4.88,42.48,15.21,42.48,15.21,1,Winter,Low,16.2
2000,2,3,2000-02-21,2000-02-27,Colombo,BRINJALS,30.13,0.22,7,2000-02,-0.8000000000000007,-2.5864856126737816,31.45,1.18,33.32,2.25,33.32,2.25,1,Winter,Low,16.2
2000,2,3,2000-02-21,2000-02-27,Colombo,CABBAGE,32.25,0.1,7,2000-02,-0.3900000000000005,-1.1948529411764723,32.95,0.65,33.96,1.21,33.96,1.21,1,Winter,Low,16.2
2000,2,3,2000-02-21,2000-02-27,Colombo,BITTER GOURD,39.7,0.06,7,2000-02,-0.1999999999999957,-0.5012531328320695,39.92,0.17,39.43,0.8,39.43,0.8,1,Winter,Low,16.2
2000,2,4,2000-02-28,2000-03-05,Colombo,BRINJALS,29.52,0.15,7,2000-02,-0.6099999999999994,-2.024560238964485,30.61,1.01,32.9,2.46,32.9,2.46,1,Winter,Low,16.2
2000,2,4,2000-02-28,2000-03-05,Colombo,CABBAGE,32.05,0.03,7,2000-02,-0.2000000000000028,-0.6201550387596988,32.52,0.49,33.75,1.3,33.75,1.3,1,Winter,Low,16.2
2000,2,4,2000-02-28,2000-03-05,Colombo,PUMPKIN,19.95,0.01,7,2000-02,-0.0899999999999998,-0.4491017964071849,20.26,0.35,21.91,1.95,21.91,1.95,1,Winter,Low,16.2
2000,2,4,2000-02-28,2000-03-05,Colombo,BITTER GOURD,39.52,0.05,7,2000-02,-0.1799999999999997,-0.4534005037783368,39.79,0.23,39.44,0.74,39.44,0.74,1,Winter,Low,16.2
2000,2,4,2000-02-28,2000-03-05,Colombo,TOMATOES,47.17,2.18,7,2000-02,6.93,17.221669980119284,38.0,7.35,43.0,14.32,43.0,14.32,1,Winter,Low,16.2
2000,3,1,2000-03-06,2000-03-12,Colombo,PUMPKIN,20.03,0.05,7,2000-03,0.0800000000000018,0.4010025062656734,20.08,0.15,21.73,1.93,21.73,1.93,1,Spring,Low,16.2
2000,3,1,2000-03-06,2000-03-12,Colombo,TOMATOES,53.93,1.95,7,2000-03,6.759999999999998,14.331142675429293,43.9,8.52,44.1,13.93,44.1,13.93,1,Spring,Low,16.2
2000,3,1,2000-03-06,2000-03-12,Colombo,CABBAGE,32.1,0.06,7,2000-03,0.0500000000000042,0.1560062402496233,32.26,0.27,33.58,1.33,33.58,1.33,1,Spring,Low,16.2
2000,3,1,2000-03-06,2000-03-12,Colombo,BRINJALS,29.15,0.07,7,2000-03,-0.370000000000001,-1.2533875338753422,29.93,0.78,32.52,2.6,32.52,2.6,1,Spring,Low,16.2
2000,3,1,2000-03-06,2000-03-12,Colombo,BITTER GOURD,39.43,0.01,7,2000-03,-0.0900000000000034,-0.2277327935222758,39.64,0.21,39.44,0.7,39.44,0.7,1,Spring,Low,16.2
2000,3,2,2000-03-13,2000-03-19,Colombo,PUMPKIN,20.26,0.1,7,2000-03,0.2300000000000004,1.1482775836245651,20.07,0.13,21.59,1.88,21.59,1.88,1,Spring,Low,16.2
2000,3,2,2000-03-13,2000-03-19,Colombo,CABBAGE,32.48,0.17,7,2000-03,0.3799999999999954,1.1838006230529452,32.22,0.19,33.48,1.3,33.48,1.3,1,Spring,Low,16.2
2000,3,2,2000-03-13,2000-03-19,Colombo,BITTER GOURD,39.5,0.05,7,2000-03,0.0700000000000002,0.1775297996449411,39.54,0.12,39.45,0.67,39.45,0.67,1,Spring,Low,16.2
2000,3,2,2000-03-13,2000-03-19,Colombo,BRINJALS,29.09,0.04,7,2000-03,-0.0599999999999987,-0.2058319039451071,29.47,0.48,32.21,2.68,32.21,2.68,1,Spring,Low,16.2
2000,3,2,2000-03-13,2000-03-19,Colombo,TOMATOES,59.41,1.39,7,2000-03,5.479999999999997,10.16132022992768,50.19,8.31,45.49,14.0,45.49,14.0,1,Spring,Low,16.2
2000,3,3,2000-03-20,2000-03-26,Colombo,PUMPKIN,20.65,0.14,7,2000-03,0.389999999999997,1.924975320829205,20.22,0.31,21.51,1.82,21.51,1.82,1,Spring,Low,16.2
2000,3,3,2000-03-20,2000-03-26,Colombo,BITTER GOURD,39.79,0.13,7,2000-03,0.2899999999999991,0.7341772151898712,39.56,0.16,39.48,0.64,39.48,0.64,1,Spring,Low,16.2
2000,3,3,2000-03-20,2000-03-26,Colombo,CABBAGE,33.23,0.29,7,2000-03,0.75,2.309113300492611,32.47,0.54,33.46,1.25,33.46,1.25,1,Spring,Low,16.2
2000,3,3,2000-03-20,2000-03-26,Colombo,BRINJALS,29.39,0.15,7,2000-03,0.3000000000000007,1.031282227569614,29.29,0.2,31.97,2.68,31.97,2.68,1,Spring,Low,16.2
2000,3,3,2000-03-20,2000-03-26,Colombo,TOMATOES,62.52,0.53,7,2000-03,3.1100000000000065,5.234808954721439,55.76,6.74,46.91,14.23,46.91,14.23,1,Spring,Low,16.2
2000,3,4,2000-03-27,2000-04-02,Colombo,BRINJALS,30.03,0.24,7,2000-03,0.6400000000000006,2.177611432460022,29.42,0.43,31.82,2.62,31.82,2.62,1,Spring,Low,16.2
2000,3,4,2000-03-27,2000-04-02,Colombo,BITTER GOURD,40.32,0.19,7,2000-03,0.5300000000000011,1.3319929630560472,39.76,0.4,39.54,0.66,39.54,0.66,1,Spring,Low,16.2
2000,3,4,2000-03-27,2000-04-02,Colombo,CABBAGE,34.33,0.37,7,2000-03,1.1000000000000014,3.3102618116160145,33.03,0.98,33.53,1.22,33.53,1.22,1,Spring,Low,16.2
2000,3,4,2000-03-27,2000-04-02,Colombo,PUMPKIN,21.16,0.17,7,2000-03,0.5100000000000016,2.469733656174342,20.52,0.49,21.49,1.74,21.49,1.74,1,Spring,Low,16.2
2000,3,4,2000-03-27,2000-04-02,Colombo,TOMATOES,62.91,0.24,7,2000-03,0.3899999999999934,0.6238003838771488,59.69,4.15,48.14,14.33,48.14,14.33,1,Spring,Low,16.2
2000,4,1,2000-04-03,2000-04-09,Colombo,BITTER GOURD,40.99,0.22,7,2000-04,0.6700000000000017,1.6617063492063533,40.15,0.65,39.78,0.55,39.64,0.74,2,Spring,Low,16.2
2000,4,1,2000-04-03,2000-04-09,Colombo,CABBAGE,35.55,0.38,7,2000-04,1.2199999999999989,3.553743081852604,33.9,1.34,33.54,1.23,33.67,1.29,2,Spring,Low,16.2
2000,4,1,2000-04-03,2000-04-09,Colombo,PUMPKIN,21.73,0.18,7,2000-04,0.5700000000000003,2.693761814744803,20.95,0.64,21.21,1.33,21.5,1.68,2,Spring,Low,16.2
2000,4,1,2000-04-03,2000-04-09,Colombo,BRINJALS,30.9,0.29,7,2000-04,0.8699999999999974,2.8971028971028887,29.85,0.8,31.41,2.26,31.76,2.53,2,Spring,Low,16.2
2000,4,1,2000-04-03,2000-04-09,Colombo,TOMATOES,61.37,0.68,7,2000-04,-1.5399999999999991,-2.447941503735494,61.55,1.57,47.26,12.97,49.08,14.21,2,Spring,Low,16.2
2000,4,2,2000-04-10,2000-04-16,Colombo,PUMPKIN,22.28,0.16,7,2000-04,0.5500000000000007,2.5310630464795243,21.46,0.71,21.06,1.01,21.56,1.63,2,Spring,Low,16.2
2000,4,2,2000-04-10,2000-04-16,Colombo,TOMATOES,58.88,0.82,7,2000-04,-2.489999999999995,-4.057357014828083,61.42,1.82,47.37,13.07,49.74,13.93,2,Spring,Low,16.2
2000,4,2,2000-04-10,2000-04-16,Colombo,BITTER GOURD,41.71,0.22,7,2000-04,0.7199999999999989,1.7565259819468135,40.7,0.83,40.02,0.67,39.78,0.89,2,Spring,Low,16.2
2000,4,2,2000-04-10,2000-04-16,Colombo,CABBAGE,36.68,0.31,7,2000-04,1.1300000000000026,3.178621659634325,34.95,1.49,33.65,1.44,33.87,1.46,2,Spring,Low,16.2
2000,4,2,2000-04-10,2000-04-16,Colombo,BRINJALS,31.84,0.29,7,2000-04,0.9400000000000012,3.0420711974110075,30.54,1.06,31.11,1.86,31.76,2.44,2,Spring,Low,16.2
2000,4,3,2000-04-17,2000-04-23,Colombo,CABBAGE,37.48,0.18,7,2000-04,0.7999999999999972,2.181025081788433,36.01,1.37,33.85,1.77,34.1,1.68,2,Spring,Low,16.2
2000,4,3,2000-04-17,2000-04-23,Colombo,BITTER GOURD,42.36,0.18,7,2000-04,0.6499999999999986,1.5583792855430318,41.34,0.88,40.25,0.9,39.94,1.08,2,Spring,Low,16.2
2000,4,3,2000-04-17,2000-04-23,Colombo,PUMPKIN,22.74,0.12,7,2000-04,0.4599999999999973,2.0646319569120166,21.98,0.68,21.03,0.95,21.63,1.6,2,Spring,Low,16.2
2000,4,3,2000-04-17,2000-04-23,Colombo,TOMATOES,56.42,0.66,7,2000-04,-2.460000000000001,-4.177989130434784,59.9,2.85,48.47,13.19,50.15,13.56,2,Spring,Low,16.2
2000,4,3,2000-04-17,2000-04-23,Colombo,BRINJALS,32.73,0.25,7,2000-04,0.889999999999997,2.795226130653257,31.38,1.17,30.95,1.58,31.82,2.37,2,Spring,Low,16.2
2000,4,4,2000-04-24,2000-04-30,Colombo,PUMPKIN,23.05,0.07,7,2000-04,0.3100000000000023,1.363236587511004,22.45,0.57,21.1,1.07,21.71,1.59,2,Spring,Low,16.2
2000,4,4,2000-04-24,2000-04-30,Colombo,CABBAGE,37.78,0.02,7,2000-04,0.3000000000000042,0.8004268943436613,36.87,1.0,34.11,2.08,34.32,1.85,2,Spring,Low,16.2
2000,4,4,2000-04-24,2000-04-30,Colombo,BITTER GOURD,42.87,0.14,7,2000-04,0.509999999999998,1.2039660056657178,41.98,0.81,40.48,1.15,40.11,1.26,2,Spring,Low,16.2
2000,4,4,2000-04-24,2000-04-30,Colombo,TOMATOES,54.8,0.34,7,2000-04,-1.6200000000000043,-2.871322226160944,57.87,2.88,50.14,12.43,50.43,13.17,2,Spring,Low,16.2
2000,4,4,2000-04-24,2000-04-30,Colombo,BRINJALS,33.45,0.2,7,2000-04,0.720000000000006,2.1998166819431897,32.23,1.1,30.91,1.51,31.92,2.33,2,Spring,Low,16.2
2000,5,1,2000-05-01,2000-05-07,Colombo,CABBAGE,37.63,0.1,7,2000-05,-0.1499999999999985,-0.397035468501849,37.39,0.49,34.41,2.29,34.5,1.96,2,Spring,Low,16.2
2000,5,1,2000-05-01,2000-05-07,Colombo,BRINJALS,34.08,0.19,7,2000-05,0.6299999999999955,1.883408071748865,33.02,0.96,31.01,1.67,32.04,2.31,2,Spring,Low,16.2
2000,5,1,2000-05-01,2000-05-07,Colombo,PUMPKIN,23.21,0.03,7,2000-05,0.1600000000000001,0.6941431670282001,22.82,0.41,21.24,1.22,21.8,1.58,2,Spring,Low,16.2
2000,5,1,2000-05-01,2000-05-07,Colombo,TOMATOES,54.17,0.07,7,2000-05,-0.6299999999999955,-1.149635036496342,56.07,2.1,52.03,10.81,50.64,12.81,2,Spring,Low,16.2
2000,5,1,2000-05-01,2000-05-07,Colombo,BITTER GOURD,43.29,0.12,7,2000-05,0.4200000000000017,0.979706088173552,42.56,0.68,40.72,1.38,40.29,1.43,2,Spring,Low,16.2
2000,5,2,2000-05-08,2000-05-14,Colombo,TOMATOES,54.36,0.17,7,2000-05,0.1899999999999977,0.3507476462986851,54.94,1.02,53.88,8.62,50.83,12.48,2,Spring,Low,16.2
2000,5,2,2000-05-08,2000-05-14,Colombo,CABBAGE,37.21,0.16,7,2000-05,-0.4200000000000017,-1.116130746744623,37.52,0.24,34.72,2.38,34.64,2.0,2,Spring,Low,16.2
2000,5,2,2000-05-08,2000-05-14,Colombo,PUMPKIN,23.28,0.01,7,2000-05,0.0700000000000002,0.3015941404567009,23.07,0.24,21.44,1.33,21.87,1.57,2,Spring,Low,16.2
2000,5,2,2000-05-08,2000-05-14,Colombo,BITTER GOURD,43.7,0.14,7,2000-05,0.4100000000000037,0.9471009471009556,43.05,0.57,41.01,1.58,40.47,1.6,2,Spring,Low,16.2
2000,5,2,2000-05-08,2000-05-14,Colombo,BRINJALS,34.74,0.22,7,2000-05,0.6600000000000037,1.93661971830987,33.75,0.86,31.23,1.96,32.18,2.33,2,Spring,Low,16.2
2000,5,3,2000-05-15,2000-05-21,Colombo,PUMPKIN,23.29,0.0,7,2000-05,0.009999999999998,0.0429553264604725,23.21,0.11,21.67,1.37,21.95,1.56,2,Spring,Low,16.2
2000,5,3,2000-05-15,2000-05-21,Colombo,BITTER GOURD,44.2,0.18,7,2000-05,0.5,1.1441647597254003,43.52,0.57,41.34,1.77,40.66,1.76,2,Spring,Low,16.2
2000,5,3,2000-05-15,2000-05-21,Colombo,TOMATOES,55.19,0.34,7,2000-05,0.8299999999999983,1.526857983811623,54.63,0.46,55.49,6.29,51.05,12.19,2,Spring,Low,16.2
2000,5,3,2000-05-15,2000-05-21,Colombo,CABBAGE,36.69,0.16,7,2000-05,-0.5200000000000031,-1.3974737973663078,37.33,0.49,35.04,2.35,34.75,2.0,2,Spring,Low,16.2
2000,5,3,2000-05-15,2000-05-21,Colombo,BRINJALS,35.59,0.3,7,2000-05,0.8500000000000014,2.446747265400119,34.47,0.92,31.59,2.3,32.35,2.39,2,Spring,Low,16.2
2000,5,4,2000-05-22,2000-05-28,Colombo,PUMPKIN,23.29,0.01,7,2000-05,0.0,0.0,23.27,0.04,21.92,1.35,22.01,1.55,2,Spring,Low,16.2
2000,5,4,2000-05-22,2000-05-28,Colombo,TOMATOES,56.48,0.45,7,2000-05,1.2899999999999991,2.3373799601377048,55.05,1.05,56.74,4.31,51.31,11.94,2,Spring,Low,16.2
2000,5,4,2000-05-22,2000-05-28,Colombo,CABBAGE,36.22,0.12,7,2000-05,-0.4699999999999988,-1.2810029980921205,36.94,0.61,35.34,2.21,34.82,1.98,2,Spring,Low,16.2
2000,5,4,2000-05-22,2000-05-28,Colombo,BRINJALS,36.73,0.4,7,2000-05,1.1399999999999937,3.203146951390821,35.28,1.14,32.1,2.65,32.56,2.52,2,Spring,Low,16.2
2000,5,4,2000-05-22,2000-05-28,Colombo,BITTER GOURD,44.88,0.24,7,2000-05,0.6799999999999997,1.5384615384615377,44.02,0.68,41.74,1.95,40.86,1.95,2,Spring,Low,16.2
2000,5,5,2000-05-29,2000-06-04,Colombo,CABBAGE,35.89,0.08,7,2000-05,-0.3299999999999983,-0.9110988404196528,36.5,0.57,35.64,1.98,34.86,1.94,2,Spring,Low,16.2
2000,5,5,2000-05-29,2000-06-04,Colombo,PUMPKIN,23.4,0.07,7,2000-05,0.1099999999999994,0.4723057106054076,23.32,0.06,22.18,1.26,22.07,1.54,2,Spring,Low,16.2
2000,5,5,2000-05-29,2000-06-04,Colombo,TOMATOES,58.04,0.51,7,2000-05,1.5600000000000025,2.762039660056661,56.02,1.61,57.58,3.21,51.61,11.74,2,Spring,Low,16.2
2000,5,5,2000-05-29,2000-06-04,Colombo,BITTER GOURD,45.72,0.27,7,2000-05,0.8399999999999963,1.871657754010687,44.62,0.88,42.21,2.11,41.08,2.17,2,Spring,Low,16.2
2000,5,5,2000-05-29,2000-06-04,Colombo,BRINJALS,38.14,0.46,7,2000-05,1.4100000000000037,3.838823849714141,36.3,1.47,32.76,3.01,32.81,2.73,2,Spring,Low,16.2
2000,6,1,2000-06-05,2000-06-11,Colombo,BRINJALS,39.66,0.47,7,2000-06,1.519999999999996,3.985317252228621,37.53,1.76,33.57,3.35,33.11,3.03,2,Summer,Low,16.2
2000,6,1,2000-06-05,2000-06-11,Colombo,CABBAGE,35.69,0.04,7,2000-06,-0.2000000000000028,-0.55725828921706,36.12,0.44,35.91,1.67,34.9,1.91,2,Summer,Low,16.2
2000,6,1,2000-06-05,2000-06-11,Colombo,TOMATOES,59.68,0.5,7,2000-06,1.6400000000000006,2.8256374913852524,57.35,1.94,58.02,3.06,51.96,11.59,2,Summer,Low,16.2
2000,6,1,2000-06-05,2000-06-11,Colombo,PUMPKIN,23.78,0.18,7,2000-06,0.3800000000000025,1.6239316239316348,23.44,0.23,22.47,1.16,22.15,1.55,2,Summer,Low,16.2
2000,6,1,2000-06-05,2000-06-11,Colombo,BITTER GOURD,46.6,0.27,7,2000-06,0.8800000000000026,1.9247594050743717,45.35,1.04,42.76,2.26,41.32,2.41,2,Summer,Low,16.2
2000,6,2,2000-06-12,2000-06-18,Colombo,CABBAGE,35.62,0.01,7,2000-06,-0.0700000000000002,-0.1961333706920714,35.85,0.27,36.15,1.33,34.93,1.87,2,Summer,Low,16.2
2000,6,2,2000-06-12,2000-06-18,Colombo,BITTER GOURD,47.41,0.23,7,2000-06,0.8099999999999952,1.7381974248926937,46.15,1.09,43.37,2.37,41.57,2.67,2,Summer,Low,16.2
2000,6,2,2000-06-12,2000-06-18,Colombo,BRINJALS,41.11,0.42,7,2000-06,1.4500000000000028,3.656076651538081,38.91,1.89,34.49,3.66,33.45,3.38,2,Summer,Low,16.2
2000,6,2,2000-06-12,2000-06-18,Colombo,PUMPKIN,24.61,0.34,7,2000-06,0.8299999999999983,3.490328006728336,23.77,0.6,22.81,1.09,22.25,1.6,2,Summer,Low,16.2
2000,6,2,2000-06-12,2000-06-18,Colombo,TOMATOES,61.21,0.44,7,2000-06,1.5300000000000011,2.563672922252013,58.85,2.04,58.16,3.17,52.35,11.49,2,Summer,Low,16.2
2000,6,3,2000-06-19,2000-06-25,Colombo,CABBAGE,35.67,0.03,7,2000-06,0.0500000000000042,0.1403705783267947,35.72,0.12,36.34,1.01,34.96,1.84,2,Summer,Low,19.5
2000,6,3,2000-06-19,2000-06-25,Colombo,TOMATOES,62.43,0.31,7,2000-06,1.2199999999999989,1.9931383760823376,60.34,1.9,58.15,3.16,52.75,11.43,2,Summer,Low,19.5
2000,6,3,2000-06-19,2000-06-25,Colombo,BRINJALS,42.33,0.33,7,2000-06,1.2199999999999989,2.9676477742641665,40.31,1.81,35.49,3.9,33.8,3.76,2,Summer,Low,19.5
2000,6,3,2000-06-19,2000-06-25,Colombo,PUMPKIN,26.06,0.56,7,2000-06,1.4499999999999993,5.891913856156031,24.46,1.18,23.22,1.22,22.4,1.74,2,Summer,Low,19.5
2000,6,3,2000-06-19,2000-06-25,Colombo,BITTER GOURD,48.03,0.15,7,2000-06,0.6200000000000045,1.3077409829150064,46.94,1.0,44.01,2.43,41.83,2.91,2,Summer,Low,19.5
2000,6,4,2000-06-26,2000-07-02,Colombo,BRINJALS,43.21,0.22,7,2000-06,0.8800000000000026,2.0789038506969115,41.58,1.54,36.5,4.08,34.16,4.12,2,Summer,Low,19.5
2000,6,4,2000-06-26,2000-07-02,Colombo,CABBAGE,35.81,0.05,7,2000-06,0.1400000000000005,0.3924866834875261,35.7,0.08,36.46,0.84,34.99,1.81,2,Summer,Low,19.5
2000,6,4,2000-06-26,2000-07-02,Colombo,PUMPKIN,28.11,0.69,7,2000-06,2.0500000000000007,7.866462010744439,25.64,1.9,23.76,1.68,22.62,2.04,2,Summer,Low,19.5
2000,6,4,2000-06-26,2000-07-02,Colombo,BITTER GOURD,48.41,0.08,7,2000-06,0.3799999999999954,0.7911721840516248,47.61,0.79,44.63,2.44,42.08,3.13,2,Summer,Low,19.5
2000,6,4,2000-06-26,2000-07-02,Colombo,TOMATOES,63.14,0.13,7,2000-06,0.7100000000000009,1.137273746596189,61.61,1.52,58.17,3.19,53.15,11.38,2,Summer,Low,19.5
2000,7,1,2000-07-03,2000-07-09,Colombo,TOMATOES,63.15,0.13,7,2000-07,0.009999999999998,0.0158378207158663,62.48,0.91,58.3,3.37,52.78,10.86,3,Summer,Low,19.5
2000,7,1,2000-07-03,2000-07-09,Colombo,BRINJALS,43.8,0.14,7,2000-07,0.5899999999999963,1.3654246702152195,42.61,1.17,37.49,4.17,34.45,4.52,3,Summer,Low,19.5
2000,7,1,2000-07-03,2000-07-09,Colombo,CABBAGE,35.99,0.05,7,2000-07,0.1799999999999997,0.5026528902541181,35.77,0.17,36.49,0.8,35.01,1.82,3,Summer,Low,19.5
2000,7,1,2000-07-03,2000-07-09,Colombo,BITTER GOURD,48.61,0.04,7,2000-07,0.2000000000000028,0.4131377814501195,48.11,0.53,45.21,2.41,42.5,3.26,3,Summer,Low,19.5
