year,week,vegetable,price,Badulla_actual_class,Hambantota_actual_class,Jaffna_actual_class,Kurunegala_actual_class,Matale_actual_class,Nuwara_Eliya_actual_class,Ratnapura_actual_class,Badulla_prob_drought,Hambantota_prob_drought,Jaffna_prob_drought,Kurunegala_prob_drought,Matale_prob_drought,Nuwara_Eliya_prob_drought,Ratnapura_prob_drought,Badulla_prob_flood_risk,Hambantota_prob_flood_risk,Jaffna_prob_flood_risk,Kurunegala_prob_flood_risk,Matale_prob_flood_risk,Nuwara_Eliya_prob_flood_risk,Ratnapura_prob_flood_risk,Badulla_prob_normal,Hambantota_prob_normal,Jaffna_prob_normal,Kurunegala_prob_normal,Matale_prob_normal,Nuwara_Eliya_prob_normal,Ratnapura_prob_normal,USD_LKR_avg,RateChange_avg,week_num,year_week
2010,W12,Bitter Gourd,32.8,normal,normal,normal,normal,normal,normal,normal,0.000112489,0.0001208908571428,0.0001097697142857,0.0001091124285714,0.0001102432857142,0.0001088937142857,0.0001097697142857,0.0007100934285714,0.0008145264285714,0.0007110758571428,0.0007260138571428,0.000708058,0.0007357075714285,0.0007195842857142,0.9991774176390074,0.9990645827280324,0.99917915432996,0.999164873776919,0.9991816986182472,0.9991553987895908,0.9991706459960176,114.13,0.07,12,201012
2010,W13,Bitter Gourd,24.6,flood_risk,flood_risk,flood_risk,flood_risk,normal,flood_risk,flood_risk,0.0001191335714285,0.0001229562857142,0.0001121995714285,0.0001192075714285,0.000113846,0.000134366,0.0001121941428571,0.275925722774856,0.2485595160693206,0.14167824536371,0.227996242016736,0.0007161894285714,0.1337958567577785,0.1418492171505756,0.7239551435370933,0.7513175275188901,0.8582095552974095,0.7718845505044365,0.9991699645084884,0.8660697774096863,0.858038588828585,113.85,-0.25,13,201013
2010,W14,Bitter Gourd,31.6,normal,normal,normal,normal,normal,normal,normal,0.0001115111428571,0.0001124007142857,0.0001090731428571,0.000108888,0.0001101714285714,0.0001106871428571,0.0001090731428571,0.0007493115714285,0.0007320448571428,0.000708058,0.0007088804285714,0.0007080668571428,0.0007096358571428,0.000708058,0.999139177287124,0.9991555545448116,0.9991828688329738,0.9991822315662916,0.999181761839696,0.9991796769950944,0.9991828688329738,113.9,0.04,14,201014
2010,W16,Bitter Gourd,17.6,flood_risk,flood_risk,flood_risk,flood_risk,normal,flood_risk,flood_risk,0.0001150511428571,0.0001100897142857,0.0001098464285714,0.0001110838571428,0.0001196895714285,0.0001144262857142,0.0001097417142857,0.4218311276707302,0.1402001625718365,0.1407302585940073,0.1333656559444681,0.0007280872857142,0.1331435439500016,0.1410410176231353,0.5780538211461369,0.859689747608136,0.8591598947791483,0.8665232600819064,0.9991522229801492,0.8667420295961253,0.8588492406362912,113.89,-0.1,16,201016
2010,W17,Bitter Gourd,29.6,flood_risk,flood_risk,normal,flood_risk,normal,flood_risk,normal,0.0001132214285714,0.0001140505714285,0.0001094268571428,0.0001138802857142,0.0001144885714285,0.0001199168571428,0.0001094302857142,0.4242719532365446,0.1404676177142857,0.0007574417142857,0.14011471214999,0.0007312704285714,0.1350209741638906,0.0007854561428571,0.5756148253110636,0.8594183316516621,0.9991331314001758,0.8597714075557928,0.9991542409228604,0.8648591089452736,0.99910511365891,113.95,0.05,17,201017
2010,W18,Bitter Gourd,44.0,flood_risk,flood_risk,flood_risk,normal,normal,normal,flood_risk,0.0001174568571428,0.000128584,0.0001093964285714,0.0001088954285714,0.000108897,0.0001132188571428,0.0001093898571428,0.1393938327051041,0.1415549993759118,0.1406272179877616,0.000749637,0.0007877398571428,0.0007705632857142,0.1409170294051803,0.8604887105133505,0.8583164164367938,0.8592633855704298,0.9991414675918434,0.999103363119824,0.999116217952892,0.8589735808070461,113.75,-0.18,18,201018
2010,W20,Bitter Gourd,50.4,flood_risk,flood_risk,normal,flood_risk,normal,normal,normal,0.0001249711428571,0.0001358615714285,0.0001105274285714,0.0001166807142857,0.0001173184285714,0.0001117778571428,0.0001105272857142,0.7001432924663767,0.4021436037789089,0.0008724202857142,0.834657087315183,0.0028398312857142,0.0007698285714285,0.0008885635714285,0.2997317363061266,0.5977205345526804,0.9990170522917754,0.1652262321104463,0.997042850411996,0.9991183935130692,0.9990009091594894,113.83,0.11,20,201020
2010,W21,Bitter Gourd,55.6,normal,normal,normal,normal,normal,normal,normal,0.000113107,0.0001366287142857,0.0001102915714285,0.0001147722857142,0.000108888,0.0001108034285714,0.0001102915714285,0.0007842997142857,0.0007232427142857,0.0007166674285714,0.0007309277142857,0.0007113477142857,0.0007164561428571,0.0007166674285714,0.9991025934057218,0.9991401284824748,0.999173041036588,0.9991542998628952,0.9991797642651664,0.9991727403013972,0.999173041036588,113.95,0.11,21,201021
2010,W22,Bitter Gourd,65.0,normal,normal,normal,normal,normal,normal,normal,0.4262309266154037,0.4263325412277338,0.4261106730870147,0.425802084776567,0.4258836159481454,0.425856990708543,0.4261106730870147,0.0007092412857142,0.0007066615714285,0.0007064601428571,0.0007078275714285,0.0007131962857142,0.0007064462857142,0.0007064601428571,0.5730598322245049,0.5729607972939733,0.5731828667142856,0.5734900878878187,0.5734031877423247,0.5734365628851438,0.5731828667142856,113.6,-0.31,22,201022
2010,W24,Bitter Gourd,75.0,drought,drought,drought,drought,drought,drought,drought,0.9946808157406992,0.9933169684081748,0.9947802060756636,0.9943595594180296,0.9945245325305322,0.9948096973876948,0.994800743514938,0.0007284082857142,0.0007131457142857,0.0007046835714285,0.0007045042857142,0.0007045838571428,0.0007046918571428,0.0007046858571428,0.0045907757142857,0.0059698857142857,0.00451511,0.0049359361428571,0.0047708834285714,0.0044856104285714,0.0044945701428571,113.525,0.01,24,201024
2010,W25,Bitter Gourd,61.6,drought,drought,drought,drought,drought,drought,drought,0.9943705731942948,0.9943052244602484,0.994765685766615,0.9940941733188018,0.9946464311777752,0.994791938114763,0.9947847439278982,0.0007044014285714,0.0007135132857142,0.0007046635714285,0.0007473202857142,0.0007046338571428,0.0007046492857142,0.0007046657142857,0.0049250254285714,0.0049812622857142,0.0045296505714285,0.005158506,0.0046489347142857,0.0045034121428571,0.0045105902857142,113.65,0.11,25,201025
2010,W26,Bitter Gourd,62.5,drought,drought,drought,drought,drought,drought,drought,0.8527197756804463,0.852625752083678,0.8525082095361995,0.8526643505515021,0.852205259913382,0.9942685010290744,0.8526022559146362,0.0007051695714285,0.0007118711428571,0.0007051357142857,0.0007051807142857,0.000705054,0.0007045345714285,0.0007051462857142,0.1465750540249309,0.1466623767142857,0.1467866547882076,0.1466304682506413,0.1470896858571428,0.0050269641428571,0.1466925976453504,113.385,-0.23,26,201026
2010,W27,Bitter Gourd,64.0,normal,normal,normal,normal,normal,drought,normal,0.0001127168571428,0.0001154387142857,0.0001093668571428,0.0001146885714285,0.0001115029999999,0.9929994881194464,0.0001093668571428,0.0007080577142857,0.0007080762857142,0.000708058,0.0007080722857142,0.0007253028571428,0.0007053428571428,0.000708058,0.9991792251927556,0.999176484782064,0.999182574858602,0.9991772393447912,0.99916319414165,0.006295169,0.999182574858602,113.45,0.06,27,201027
2010,W28,Bitter Gourd,58.6,normal,normal,normal,normal,normal,drought,normal,0.0001289025714285,0.0001264167142857,0.0001088918571428,0.0001146968571428,0.000108888,0.9923844278216148,0.0001088947142857,0.0008429704285714,0.0007171735714285,0.000732067,0.0007219517142857,0.000708058,0.0007055074285714,0.0007423229999999,0.9990281269341744,0.9991564097214762,0.999159040974937,0.9991633515295144,0.9991830539623572,0.0069100645714285,0.9991487821929812,112.75,-0.62,28,201028
2010,W29,Bitter Gourd,56.4,normal,normal,normal,normal,normal,drought,normal,0.0001158764285714,0.0001172671428571,0.0001093452857142,0.0001138328571428,0.000108888,0.9927334545091048,0.0001093452857142,0.0007080781428571,0.0007492781428571,0.0007105075714285,0.000737591,0.0007103425714285,0.0007055801428571,0.0007105075714285,0.9991760453755496,0.9991334547237544,0.999180147057247,0.9991485762084364,0.9991807694171564,0.0065609651428571,0.999180147057247,112.74,-0.01,29,201029
2010,W30,Bitter Gourd,55.6,normal,normal,normal,normal,normal,drought,normal,0.0001201441428571,0.0001091437142857,0.000108888,0.0001117741428571,0.0001100672857142,0.9921483337406336,0.000108888,0.0007081102857142,0.000708058,0.000708058,0.000708062,0.000708058,0.0007036864285714,0.000708058,0.999171745455796,0.9991827982857142,0.999183054,0.99918016377577,0.9991818746335398,0.00714798,0.999183054,112.8,0.05,30,201030
2010,W31,Bitter Gourd,58.6,normal,drought,normal,drought,normal,normal,normal,0.000108888,0.7094309729548137,0.0001477318571428,0.7098216286943929,0.0001222135714285,0.2836421206042243,0.0001517818571428,0.000708058,0.0007052201428571,0.000708239,0.0007052051428571,0.0007081228571428,0.0007090625714285,0.0007082388571428,0.999183054,0.2898638069540322,0.9991440291571724,0.2894731660117324,0.9991696634587796,0.7156488166397035,0.9991399794095284,112.35,-0.4,31,201031
2010,W32,Bitter Gourd,52.4,normal,drought,normal,drought,normal,normal,normal,0.000108998,0.9936371180956212,0.000108888,0.9936947759793296,0.0001185672857142,0.0001116577142857,0.0001143608571428,0.000708058,0.0007040262857142,0.000708058,0.0007039097142857,0.0007081082857142,0.0007124108571428,0.000708058,0.999182943919254,0.0056588555714285,0.999183054,0.0056013142857142,0.9991733240432092,0.9991759313836084,0.9991775811681284,112.35,0.0,32,201032
2010,W33,Bitter Gourd,54.0,flood_risk,drought,normal,drought,normal,normal,normal,0.0001098564285714,0.9929920424400354,0.0001226341428571,0.9921431081708706,0.0001174972857142,0.0001198817142857,0.0001245382857142,0.140635064030817,0.0007039531428571,0.0007097647142857,0.0007037268571428,0.000719343,0.0007203552857142,0.0007097645714285,0.8592550795360363,0.0063040044285714,0.9991676011863282,0.0071531648571428,0.9991631596366553,0.999159762813308,0.9991656971622814,112.3,-0.04,33,201033
2010,W34,Bitter Gourd,47.8,flood_risk,drought,flood_risk,drought,flood_risk,flood_risk,flood_risk,0.0001226152857142,0.9916980306613176,0.0001127837142857,0.989625647263334,0.0001188438571428,0.0001207697142857,0.0001127262857142,0.142271926234013,0.0008437435714285,0.2797235227853965,0.0008296401428571,0.2552364308582777,0.1311240516641845,0.2798823017637674,0.8576054587005337,0.0074582258842683,0.7201636935738344,0.0095447126801996,0.7446447250396817,0.8687551789280109,0.7200049719921996,112.65,0.31,34,201034
2010,W35,Bitter Gourd,49.6,normal,drought,normal,drought,normal,normal,normal,0.0001226208571428,0.7082936616487665,0.0001446057142857,0.7091391752559678,0.0001154167142857,0.0001193298571428,0.0001446065714285,0.0007126101428571,0.0007145804285714,0.0011315721428571,0.0007051181428571,0.0007175185714285,0.0007080787142857,0.0011468924285714,0.999164769025232,0.2909917577322488,0.9987238221564706,0.2901557067119427,0.9991670645696616,0.9991725911878262,0.9987085012166276,112.7,0.04,35,201035
2010,W36,Bitter Gourd,50.6,normal,normal,normal,normal,normal,normal,normal,0.0001167504285714,0.000118854,0.0001190831428571,0.0001188821428571,0.0001129982857142,0.000127034,0.0001190831428571,0.0007080834285714,0.0007080975714285,0.0007080687142857,0.0007151284285714,0.0007080802857142,0.0007081482857142,0.0007080687142857,0.9991751660548356,0.999173048019023,0.9991728477723943,0.9991659891914464,0.9991789211238732,0.9991648178246686,0.9991728477723943,112.41,-0.26,36,201036
