Weekly_Price,Start_Date,Data_Type,Weekly_Price_lag1,Weekly_Price_lag2,Weekly_Price_lag3,Rolling_Mean_4w,Rolling_Std_4w,Rolling_Mean_13w,Price_Change_lag1,Price_Change_Pct_lag1,Fuel_Price,Month_Sin,Month_Cos,Day_of_Year,Price_to_Fuel_Ratio,Price_to_Rolling_Mean_Ratio,Price_Std,Variety_encoded,Location_encoded,Season_encoded,Quarter_encoded,Price_Acceleration,High_Volatility_Regime,Positive_Momentum,Price_Position_4w,Fuel_Impact_Ratio,Trend_Consistency,Rolling_Mean_4w_scaled,Rolling_Std_4w_scaled,Fuel_Price_scaled
182.05,2018-07-02,Historical,188.41,190.2,185.79,186.61,3.54,151.83,-1.789999999999992,-0.9411146161934764,109.0,-0.4999999999999997,-0.8660254037844388,183,1.6701834862385323,0.9755640105031884,2.43,1,0,2,2,-6.199999999999989,1,0,0.7380815623162663,-0.030968963352877948,0.6666666666666666,0.4524657619821011,-0.4201430175014031,0.0097846730477034
173.63,2018-07-09,Historical,182.05,188.41,190.2,183.57,7.49,156.23,-6.359999999999985,-3.3756170054667933,109.0,-0.4999999999999997,-0.8660254037844388,190,1.5929357798165138,0.9458517186904178,2.67,1,0,2,2,-4.569999999999993,1,0,-0.7237715803356758,-0.04243213755668642,0.3333333333333333,0.42541268437022,-0.1065718200845284,0.0097846730477034
165.69,2018-07-16,Historical,173.63,182.05,188.41,177.44,9.9,160.12,-8.420000000000016,-4.625102993683063,118.0,-0.4999999999999997,-0.8660254037844388,197,1.4041525423728811,0.9337804328223624,2.13,1,0,2,2,-2.0600000000000307,0,0,-1.2813522355367333,-0.03875374969369539,0.0,0.3708615772120522,0.0847463028964,0.1064529927529517
160.44,2018-07-23,Historical,165.69,173.63,182.05,170.45,9.44,163.5,-7.939999999999998,-4.572942463859931,118.0,-0.4999999999999997,-0.8660254037844388,204,1.3596610169491523,0.9412731006160164,1.11,1,0,2,2,0.4800000000000182,0,0,-0.6194306930654724,-0.02685226955379993,0.0,0.3086572967821023,0.0482291507921563,0.1064529927529517
158.23,2018-07-30,Historical,160.44,165.69,173.63,164.5,6.85,166.35,-5.25,-3.168567807351077,118.0,-0.4999999999999997,-0.8660254037844388,211,1.3409322033898303,0.961884498480243,0.31,1,0,2,2,2.6899999999999977,0,0,-0.3287886733071387,-0.011673406606398797,0.0,0.2557080165877961,-0.1573782925773892,0.1064529927529517
158.2,2018-08-06,Historical,158.23,160.44,165.69,160.64,3.53,168.63,-2.210000000000008,-1.3774619795562253,118.0,-0.8660254037844384,-0.5000000000000004,218,1.3406779661016948,0.9848107569721116,0.24,1,0,2,2,3.039999999999992,0,0,-0.1452380952372305,-0.00016067578091094435,0.0,0.2213577272516577,-0.420936868634104,0.1064529927529517
159.44,2018-08-13,Historical,158.2,158.23,160.44,159.08,1.08,170.24,-0.0300000000000011,-0.0189597421475075,118.0,-0.8660254037844384,-0.5000000000000004,225,1.351186440677966,1.0022630123208447,0.49,1,0,2,2,2.180000000000007,0,0,0.031662269129007894,0.006642525016600732,0.0,0.2074752268981927,-0.6154303961458364,0.1064529927529517
161.06,2018-08-20,Historical,159.44,158.2,158.23,159.23,1.35,171.03,1.240000000000009,0.7838179519595506,118.0,-0.8660254037844384,-0.5000000000000004,232,1.3649152542372882,1.0114928091440056,0.48,1,0,2,2,1.2700000000000102,0,0,0.3653136531297902,0.008610645734640265,0.3333333333333333,0.2088100827014103,-0.5939964155629107,0.1064529927529517
162.42,2018-08-27,Historical,161.06,159.44,158.2,160.28,1.85,170.92,1.6200000000000043,1.0160561966884123,118.0,-0.8660254037844384,-0.5000000000000004,239,1.3764406779661016,1.013351634639381,0.35,1,0,2,2,0.37999999999999523,0,1,2.1410256408884156,0.0071559814533736915,0.6666666666666666,0.2181540733239351,-0.5543038589278634,0.1064529927529517
163.3,2018-09-03,Historical,162.42,161.06,159.44,161.56,1.68,169.91,1.3599999999999852,0.8444058114988112,118.0,-1.0,-1.8369701987210292e-16,246,1.3838983050847458,1.010769992572419,0.18,1,0,0,2,-0.2600000000000191,0,1,1.7016129031571996,0.0045915694610503335,1.0,0.2295448428447271,-0.5677993281837794,0.1064529927529517
163.53,2018-09-10,Historical,163.3,162.42,161.06,162.58,1.12,168.2,0.8800000000000239,0.5418051964043985,118.0,-1.0,-1.8369701987210292e-16,253,1.3858474576271187,1.0058432771558616,0.05,1,0,0,2,-0.47999999999996135,0,1,1.2835820895139176,0.001193602291715335,1.0,0.2386218623066082,-0.6122549916150325,0.1064529927529517
162.96,2018-09-17,Historical,163.53,163.3,162.42,163.05,0.48,166.1,0.2299999999999897,0.1408450704225289,123.0,-1.0,-1.8369701987210292e-16,260,1.324878048780488,0.9994480220791168,0.32,1,0,0,2,-0.6500000000000341,0,1,0.9675090252358289,-0.002833820302977797,1.0,0.242804410490024,-0.6630614641078932,0.1601576148114231
161.62,2018-09-24,Historical,162.96,163.53,163.3,162.85,0.85,164.04,-0.5699999999999932,-0.3485598972665524,123.0,-1.0,-1.8369701987210292e-16,267,1.3139837398373984,0.9924470371507524,0.46,1,0,0,2,-0.799999999999983,0,0,0.040268456373137626,-0.006685265674448086,0.6666666666666666,0.2410246027524001,-0.6336889721979582,0.1601576148114231
160.42,2018-10-01,Historical,161.62,162.96,163.53,162.13,1.39,162.38,-1.3400000000000034,-0.8222876779577831,123.0,-0.8660254037844386,0.5000000000000001,274,1.3042276422764227,0.9894529081601184,0.23,1,0,0,3,-0.7700000000000102,0,0,-1.8586956519718574,-0.006036442000351328,0.3333333333333333,0.2346172948969547,-0.5908210110321069,0.1601576148114231
160.64,2018-10-08,Historical,160.42,161.62,162.96,161.41,1.16,161.38,-1.200000000000017,-0.742482366043817,123.0,-0.8660254037844386,0.5000000000000001,281,1.3060162601626015,0.9952295396815564,0.43,1,0,0,3,0.13999999999998636,0,0,-0.4695121950933244,0.0011149594104085513,0.0,0.2282099870415092,-0.6090795870842287,0.1601576148114231
163.57,2018-10-15,Historical,160.64,160.42,161.62,161.56,1.44,161.22,0.2199999999999988,0.1371400074803633,123.0,-0.8660254037844386,0.5000000000000001,288,1.3298373983739835,1.012441198316415,1.46,1,0,0,3,1.420000000000016,1,0,1.4999999998958333,0.014828895798906129,0.3333333333333333,0.2295448428447271,-0.5868517553686022,0.1601576148114231
170.31,2018-10-22,Historical,163.57,160.64,160.42,163.73,4.61,161.98,2.930000000000007,1.8239541832669368,123.0,-0.8660254037844386,0.5000000000000001,295,1.3846341463414635,1.04018811457888,2.67,1,0,0,3,2.710000000000008,1,1,3.836206896386384,0.03350048784461405,0.6666666666666666,0.2488557567979446,-0.3352009463024016,0.1601576148114231
180.05,2018-10-29,Historical,170.31,163.57,160.64,168.64,8.62,163.66,6.740000000000009,4.120560004890878,123.0,-0.8660254037844386,0.5000000000000001,302,1.4638211382113822,1.0676589184060723,3.24,1,0,0,3,3.8100000000000023,1,1,2.5781466113059786,0.04649579699950349,1.0,0.2925500367566074,-0.0168666420893214,0.1601576148114231
190.39,2018-11-05,Historical,180.05,170.31,163.57,176.08,11.7,166.13,9.740000000000007,5.718983030943579,116.0,-0.5000000000000004,0.8660254037844384,309,1.6412931034482758,1.081269877328487,3.03,1,0,0,3,2.9999999999999982,1,1,1.9855371900689676,0.04950732076334668,1.0,0.3587588845962109,0.2276395067825706,0.0849711439295632
198.78,2018-11-12,Historical,190.39,180.05,170.31,184.88,12.37,169.16,10.339999999999977,5.7428492085531655,116.0,-0.5000000000000004,0.8660254037844384,316,1.7136206896551724,1.0751839030722632,2.05,1,0,0,3,0.5999999999999694,1,1,1.6572104018834177,0.03798917285930686,1.0,0.4370704250516555,0.2808275326735341,0.0849711439295632
202.74,2018-11-19,Historical,198.78,190.39,180.05,192.99,10.05,172.36,8.390000000000015,4.406744051683395,111.0,-0.5000000000000004,0.8660254037844384,323,1.8264864864864865,1.050520752370589,0.4,1,0,0,3,-1.949999999999962,0,1,1.4004106776123184,0.017947316468278303,1.0,0.5092416288122985,0.0966540698869142,0.0312665218710919
200.97,2018-11-26,Historical,202.74,198.78,190.39,198.22,5.47,175.33,3.960000000000008,1.9921521279806864,111.0,-0.5000000000000004,0.8660254037844384,330,1.8105405405405408,1.013873473917869,1.34,1,0,0,3,-4.430000000000007,1,1,1.12420957542401,-0.00786521946627783,1.0,0.5557836011511592,-0.26692974889012,0.0312665218710919
194.84,2018-12-03,Historical,200.97,202.74,198.78,199.33,3.4,177.76,-1.7700000000000102,-0.8730393607576257,106.0,-2.4492935982947064e-16,1.0,337,1.8381132075471696,0.9774745397080218,2.37,1,0,4,3,-5.730000000000018,1,0,0.6892733563966138,-0.0287755330045234,0.6666666666666666,0.5656615340949711,-0.4312569333592163,-0.0224381001873793
186.32,2018-12-10,Historical,194.84,200.97,202.74,196.22,7.42,179.51,-6.129999999999996,-3.0502064984823583,106.0,-2.4492935982947064e-16,1.0,344,1.7577358490566035,0.94954642747936,2.8,1,0,4,3,-4.359999999999986,1,0,-1.052050473169528,-0.04125300682123296,0.3333333333333333,0.5379855237749218,-0.1121287780134351,-0.0224381001873793
177.41,2018-12-17,Historical,186.32,194.84,200.97,189.88,10.26,180.62,-8.52000000000001,-4.372818723054819,106.0,-2.4492935982947064e-16,1.0,351,1.673679245283019,0.9343269433326312,2.62,1,0,4,3,-2.390000000000014,1,0,-1.3195767195627532,-0.045114106791276073,0.0,0.4815656184922491,0.1133249436736341,-0.0224381001873793
169.69,2018-12-24,Historical,177.41,186.32,194.84,182.06,10.9,181.24,-8.909999999999997,-4.782095319879775,101.0,-2.4492935982947064e-16,1.0,358,1.68009900990099,0.9320553663627376,2.17,1,0,4,3,-0.38999999999998636,1,0,-0.7162709901521929,-0.04308417990208034,0.0,0.4119751359511608,0.1641314161664948,-0.0761427222458506
163.05,2018-12-31,Historical,169.69,177.41,186.32,174.12,10.03,181.44,-7.719999999999999,-4.351502170114423,101.0,-2.4492935982947064e-16,1.0,365,1.6143564356435645,0.936423156443832,1.96,1,0,4,3,1.1899999999999977,0,0,-0.500904977373299,-0.03874275105036273,0.0,0.3413167687674982,0.0950663676215122,-0.0761427222458506
156.63,2019-01-07,Historical,163.05,169.69,177.41,166.7,8.91,181.13,-6.639999999999986,-3.91301785609051,101.0,0.4999999999999999,0.8660254037844387,7,1.5507920792079208,0.9395920815836832,2.04,1,0,4,0,1.0800000000000125,0,0,-0.4344262295063222,-0.038984579230653654,0.0,0.2752859017016572,0.0061550407590061,-0.0761427222458506
149.53,2019-01-14,Historical,156.63,163.05,169.69,159.73,8.64,180.05,-6.420000000000016,-3.9374425022999175,99.0,0.4999999999999999,0.8660254037844387,14,1.5104040404040404,0.9361422400300508,2.39,1,0,4,0,0.21999999999997044,1,0,-0.45678459471358285,-0.04578763437215043,0.0,0.2132596020454697,-0.0152789398239194,-0.0976245710692391
140.93,2019-01-21,Historical,149.53,156.63,163.05,152.54,9.51,177.79,-7.099999999999994,-4.532975802847472,99.0,0.4999999999999999,0.8660254037844387,21,1.4235353535353537,0.9238888160482496,2.91,1,0,4,0,-0.6799999999999784,1,0,-0.5379981464293874,-0.058094487305958044,0.0,0.1492755138778961,0.053786108721063,-0.0976245710692391
131.25,2019-01-28,Historical,140.93,149.53,156.63,144.58,10.97,174.04,-8.599999999999994,-5.751354243295656,99.0,0.4999999999999999,0.8660254037844387,28,1.3257575757575757,0.9078019089777284,2.99,1,0,4,0,-1.5,1,0,-0.6026220614800979,-0.0693803858494849,0.0,0.0784391659204713,0.1696883740954015,-0.0976245710692391
122.31,2019-02-04,Historical,131.25,140.93,149.53,136.0,11.79,168.8,-9.680000000000009,-6.868658199105944,99.0,0.8660254037844386,0.5000000000000001,35,1.2354545454545456,0.8993382352941177,2.46,1,0,4,0,-1.0800000000000143,1,0,-0.5769068689398362,-0.06880230880223928,0.0,0.0020854139764126,0.2347841669768791,-0.0976245710692391
116.07,2019-02-11,Historical,122.31,131.25,140.93,127.64,10.83,162.44,-8.939999999999998,-6.81142857142857,99.0,0.8660254037844386,0.5000000000000001,42,1.1724242424242424,0.9093544343465998,1.32,1,0,4,0,0.7400000000000109,0,0,-0.464658634536287,-0.051533237699484466,0.0,-0.0723105494562598,0.1585744582375882,-0.0976245710692391
114.52,2019-02-18,Historical,116.07,122.31,131.25,121.04,7.6,155.66,-6.240000000000009,-5.101790532254116,103.0,0.8660254037844386,0.5000000000000001,49,1.1118446601941747,0.9461335095836086,0.48,1,0,4,0,2.6999999999999886,0,0,-0.27697536108633436,-0.012965058748432626,0.0,-0.1310442047978433,-0.0978394576248181,-0.0546608734224621
118.54,2019-02-25,Historical,114.52,116.07,122.31,117.86,3.4,149.31,-1.5499999999999972,-1.335401051089857,103.0,0.8660254037844386,0.5000000000000001,56,1.150873786407767,1.005769557101646,1.94,1,0,4,0,4.690000000000012,0,0,0.037486218301888544,0.03408062016552082,0.0,-0.1593431478260609,-0.4312569333592163,-0.0546608734224621
125.83,2019-03-04,Historical,118.54,114.52,116.07,118.74,5.01,144.01,4.02000000000001,3.5103038770520527,103.0,1.0,6.123233995736766e-17,63,1.2216504854368933,1.0597102913929597,2.42,1,0,1,0,5.570000000000007,1,0,0.8149284253495404,0.05970701790877123,0.3333333333333333,-0.1515119937805164,-0.3034469009943637,-0.0546608734224621
132.99,2019-03-11,Historical,125.83,118.54,114.52,122.97,8.16,139.9,7.289999999999992,6.149822844609408,103.0,1.0,6.123233995736766e-17,70,1.2911650485436894,1.0814832886069774,1.86,1,0,1,0,3.269999999999982,0,1,2.9608610566935276,0.055244824848389676,0.6666666666666666,-0.1138690601297742,-0.0533837941935649,-0.0546608734224621
136.65,2019-03-18,Historical,132.99,125.83,118.54,128.5,8.02,136.77,7.160000000000011,5.690216959389661,104.0,1.0,6.123233995736766e-17,77,1.3139423076923078,1.063424124513619,0.37,1,0,1,0,-0.12999999999998124,0,1,1.7659774435924256,0.02646237137549727,1.0,-0.0646573761844777,-0.0644977100513782,-0.0439199490107678
134.76,2019-03-25,Historical,136.65,132.99,125.83,132.56,4.73,134.08,3.6599999999999966,2.7520866230543626,104.0,1.0,6.123233995736766e-17,84,1.2957692307692308,1.0165962582981292,1.32,1,0,1,0,-3.500000000000014,0,1,1.1591895803099905,-0.01329899518701763,1.0,-0.0285272791107157,-0.3256747327099902,-0.0439199490107678
129.37,2019-04-01,Historical,134.76,136.65,132.99,133.44,3.1,131.49,-1.8900000000000148,-1.3830954994511635,104.0,0.8660254037844387,-0.4999999999999998,91,1.2439423076923075,0.9694994004796164,1.88,1,0,1,1,-5.550000000000011,1,0,0.6112702960782119,-0.03845868438473814,0.6666666666666666,-0.0206961250651712,-0.4550724673402448,-0.0439199490107678
123.84,2019-04-08,Historical,129.37,134.76,136.65,131.16,5.77,128.97,-5.389999999999986,-3.999703176016612,104.0,0.8660254037844387,-0.4999999999999998,98,1.1907692307692308,0.9441903019213176,1.4,1,0,1,1,-3.4999999999999716,0,0,-0.9433198380375843,-0.041101551304804675,0.3333333333333333,-0.0409859332740819,-0.2431142149090916,-0.0439199490107678
121.57,2019-04-15,Historical,123.84,129.37,134.76,127.38,5.91,126.82,-5.530000000000001,-4.274561335703797,104.0,0.8660254037844387,-0.4999999999999998,105,1.1689423076923076,0.9543884440257496,0.29,1,0,1,1,-0.14000000000001478,0,0,-0.9587458745716378,-0.017625099383803446,0.0,-0.0746242995151707,-0.2320002990512783,-0.0439199490107678
125.55,2019-04-22,Historical,121.57,123.84,129.37,125.08,3.29,125.63,-2.2700000000000102,-1.8330103359173209,104.0,0.8660254037844387,-0.4999999999999998,112,1.2072115384615385,1.003757595139111,2.3,1,0,1,1,3.259999999999991,1,0,0.056220095693107285,0.03147917312593075,0.0,-0.0950920884978437,-0.4399892958189267,-0.0439199490107678
135.15,2019-04-29,Historical,125.55,121.57,123.84,126.53,5.98,125.93,3.980000000000004,3.273834005099946,104.0,0.8660254037844387,-0.4999999999999998,119,1.299519230769231,1.068126136094207,3.48,1,0,1,1,6.250000000000014,1,0,1.6562499999727607,0.07352265416774482,0.3333333333333333,-0.0821884824000716,-0.2264433411223716,-0.0439199490107678
146.64,2019-05-06,Historical,135.15,125.55,121.57,132.23,11.17,127.81,9.600000000000009,7.646356033452814,104.0,0.4999999999999999,-0.8660254037844387,126,1.41,1.108976782878318,3.45,1,0,1,1,5.6200000000000045,1,1,3.015384615342444,0.08174677708521111,0.6666666666666666,-0.031463961877795,0.1855653967494204,-0.0439199490107678
156.06,2019-05-13,Historical,146.64,135.15,125.55,140.85,13.31,130.88,11.48999999999998,8.50166481687013,104.0,0.4999999999999999,-0.8660254037844387,133,1.500576923076923,1.1079872204472845,2.21,1,0,1,1,1.8899999999999721,1,1,1.964489537083295,0.06176822359304156,1.0,0.0452457516137883,0.3554495391474234,-0.0439199490107678
159.56,2019-05-20,Historical,156.06,146.64,135.15,149.35,10.93,134.35,9.420000000000016,6.423895253682499,104.0,0.4999999999999999,-0.8660254037844387,140,1.5342307692307693,1.068362905925678,0.33,1,0,1,1,-2.0699999999999648,0,1,1.4474145486352004,0.021564684194421244,1.0,0.1208875804627974,0.1665129695645976,-0.0439199490107678
155.79,2019-05-27,Historical,159.56,156.06,146.64,154.51,5.52,137.21,3.5,2.242727156221966,104.0,0.4999999999999999,-0.8660254037844387,147,1.4979807692307692,1.008284253446379,2.07,1,0,1,1,-5.920000000000016,1,1,1.0574506283615017,-0.022718726497847355,1.0,0.16680662009349,-0.2629604932266153,-0.0439199490107678
147.4,2019-06-03,Historical,155.79,159.56,156.06,154.7,5.16,138.87,-3.77000000000001,-2.362747555778397,104.0,1.2246467991473532e-16,-1.0,154,1.4173076923076924,0.9528118939883646,2.99,1,0,2,1,-7.27000000000001,1,0,0.47292418772221817,-0.051783219027536576,0.6666666666666666,0.1684974374442325,-0.2915391340038494,-0.0439199490107678
137.65,2019-06-10,Historical,147.4,155.79,159.56,150.1,9.73,139.23,-8.389999999999986,-5.385454778868982,104.0,1.2246467991473532e-16,-1.0,161,1.3235576923076924,0.9170552964690208,2.9,1,0,2,1,-4.619999999999976,1,0,-2.1869158878095907,-0.06360244233372446,0.3333333333333333,0.1275618594788865,0.0712508336404839,-0.0439199490107678
129.83,2019-06-17,Historical,137.65,147.4,155.79,142.67,11.32,138.71,-9.75,-6.614654002713705,104.0,1.2246467991473532e-16,-1.0,168,1.2483653846153848,0.9100021027546088,1.81,1,0,2,1,-1.3600000000000136,0,0,-1.0673316708140683,-0.05462572298745755,0.0,0.0614420020261643,0.1974731637399346,-0.0439199490107678
126.51,2019-06-24,Historical,129.83,137.65,147.4,135.35,9.29,138.07,-7.819999999999993,-5.681075190701048,104.0,1.2246467991473532e-16,-1.0,175,1.2164423076923077,0.9346878463243444,0.33,1,0,2,1,1.9300000000000068,0,0,-0.4568475452172769,-0.02458836703615982,0.0,-0.0036989611708645,0.0363213838016421,-0.0439199490107678
127.28,2019-07-01,Historical,126.51,129.83,137.65,130.32,5.09,137.91,-3.3200000000000074,-2.5571901717630805,104.0,-0.4999999999999997,-0.8660254037844388,182,1.2238461538461538,0.9766728054020872,0.7,1,0,2,2,4.499999999999986,0,0,-0.15369059656140663,0.0058523801706102255,0.0,-0.0484611257721017,-0.2970960919327561,-0.0439199490107678
130.32,2019-07-08,Historical,127.28,126.51,129.83,128.49,1.87,138.41,0.769999999999996,0.6086475377440487,104.0,-0.4999999999999997,-0.8660254037844388,189,1.253076923076923,1.0142423534905438,1.11,1,0,2,2,4.090000000000003,0,0,0.12905500705127512,0.0229657206401171,0.3333333333333333,-0.0647463665713588,-0.5527161566624614,-0.0439199490107678
133.81,2019-07-15,Historical,130.32,127.28,126.51,129.48,3.32,139.35,3.039999999999992,2.388434946574475,104.0,-0.4999999999999997,-0.8660254037844388,196,1.286634615384615,1.0334414581402531,0.97,1,0,2,2,2.269999999999996,0,1,0.7755102040703286,0.025750224299923363,0.6666666666666666,-0.0559363182701214,-0.4376077424208239,-0.0439199490107678
136.05,2019-07-22,Historical,133.81,130.32,127.28,131.86,3.86,140.16,3.490000000000009,2.678023327194605,104.0,-0.4999999999999997,-0.8660254037844388,203,1.308173076923077,1.0317761261944487,0.42,1,0,2,2,0.45000000000001705,0,1,2.243323442069929,0.01609630187462889,1.0,-0.0347566061923987,-0.3947397812549728,-0.0439199490107678
136.78,2019-07-29,Historical,136.05,133.81,130.32,134.24,2.9,140.28,2.240000000000009,1.674015394963014,104.0,-0.4999999999999997,-0.8660254037844388,210,1.3151923076923078,1.0189213349225268,0.08,1,0,2,2,-1.25,0,1,1.4417391304097076,0.005159302292704095,1.0,-0.0135768941146762,-0.4709494899942637,-0.0439199490107678
136.88,2019-08-05,Historical,136.78,136.05,133.81,135.88,1.43,139.53,0.7299999999999898,0.5365674384417418,104.0,-0.8660254037844384,-0.5000000000000004,217,1.316153846153846,1.0073594347954078,0.04,1,0,2,2,-1.5100000000000193,0,1,1.1562499999819336,0.0007029817674641625,1.0,0.0010175293338383,-0.5876456065013032,-0.0439199490107678
137.36,2019-08-12,Historical,136.88,136.78,136.05,136.77,0.54,138.09,0.0999999999999943,0.0731101038163432,104.0,-0.8660254037844384,-0.5000000000000004,224,1.320769230769231,1.0043138115083718,0.31,1,0,2,2,-0.6299999999999955,0,1,1.120162932767411,0.0033718473227501117,1.0,0.0089376737662641,-0.6582983573116876,-0.0439199490107678
139.19,2019-08-19,Historical,137.36,136.88,136.78,137.55,1.12,136.53,0.4800000000000182,0.3506721215663488,104.0,-0.8660254037844384,-0.5000000000000004,231,1.338365384615385,1.0119229371137768,0.86,1,0,2,2,0.3800000000000239,0,1,1.4954682779004345,0.01281024595670994,1.0,0.0158789239429967,-0.6122549916150325,-0.0439199490107678
142.87,2019-08-26,Historical,139.19,137.36,136.88,139.08,2.72,135.53,1.829999999999984,1.3322655794991147,104.0,-0.8660254037844384,-0.5000000000000004,238,1.37375,1.0272505033074488,1.38,1,0,2,2,1.349999999999966,1,1,2.1843749999317295,0.025421808595862797,1.0,0.0294944531358184,-0.4852388103828808,-0.0439199490107678
147.84,2019-09-02,Historical,142.87,139.19,137.36,141.82,4.62,135.57,3.680000000000007,2.643868093972273,104.0,-1.0,-1.8369701987210292e-16,245,1.4215384615384616,1.0424481737413624,1.66,1,0,0,2,1.8500000000000227,1,1,2.1920792078773905,0.03344891267475017,1.0,0.0538778191412635,-0.3344070951697006,-0.0439199490107678
153.33,2019-09-09,Historical,147.84,142.87,139.19,145.81,6.14,136.77,4.969999999999999,3.4786869181773628,104.0,-1.0,-1.8369701987210292e-16,252,1.4743269230769231,1.0515739661202936,1.69,1,0,0,2,1.289999999999992,1,1,1.9104116222529028,0.035706481018946745,1.0,0.0893849835068572,-0.2137417229991565,-0.0439199490107678
158.51,2019-09-16,Historical,153.33,147.84,142.87,150.64,6.77,138.98,5.490000000000009,3.713474025974032,104.0,-1.0,-1.8369701987210292e-16,259,1.5241346153846154,1.0522437599575147,1.48,1,0,0,2,0.5200000000000102,1,1,1.6807958477363272,0.032483983765501996,1.0,0.1323673403704705,-0.1637291016389968,-0.0439199490107678
162.67,2019-09-23,Historical,158.51,153.33,147.84,155.59,6.42,141.76,5.179999999999978,3.378334311615456,104.0,-1.0,-1.8369701987210292e-16,266,1.5641346153846152,1.0455042097821197,1.07,1,0,0,2,-0.3100000000000307,1,1,1.5141612200325754,0.025235000946288253,1.0,0.1764175818766583,-0.1915138912835299,-0.0439199490107678
165.39,2019-09-30,Historical,162.67,158.51,153.33,159.98,5.26,144.69,4.159999999999997,2.624440098416502,104.0,-1.0,-1.8369701987210292e-16,273,1.5902884615384614,1.0338167270908862,0.6,1,0,0,2,-1.0199999999999818,0,1,1.381792519397447,0.016077854646720968,1.0,0.2154843617174994,-0.28360062267684,-0.0439199490107678
166.49,2019-10-07,Historical,165.39,162.67,158.51,163.26,3.55,147.47,2.719999999999999,1.6720968832605885,104.0,-0.8660254037844386,0.5000000000000001,280,1.6008653846153846,1.0197843929927723,0.1,1,0,0,3,-1.4399999999999977,0,1,1.2559429476921096,0.006395140623322526,1.0,0.2446732086145288,-0.4193491663687021,-0.0439199490107678
165.79,2019-10-14,Historical,166.49,165.39,162.67,165.08,1.67,149.93,1.1000000000000227,0.6650946248261822,104.0,-0.8660254037844386,0.5000000000000001,287,1.5941346153846152,1.0043009449963654,0.51,1,0,0,3,-1.6199999999999761,0,1,1.0748155953522125,-0.004042746850118879,1.0,0.260869459026905,-0.5685931793164803,-0.0439199490107678
163.24,2019-10-21,Historical,165.79,166.49,165.39,165.23,1.4,152.03,-0.700000000000017,-0.4204456724127677,104.0,-0.8660254037844386,0.5000000000000001,294,1.5696153846153846,0.9879561822913516,1.02,1,0,0,3,-1.8000000000000398,1,0,0.6209523809405569,-0.014789330339107926,0.6666666666666666,0.2622043148301227,-0.590027159899406,-0.0439199490107678
160.13,2019-10-28,Historical,163.24,165.79,166.49,163.91,2.88,153.82,-2.549999999999983,-1.5380903552687033,104.0,-0.8660254037844386,0.5000000000000001,301,1.5397115384615383,0.9769385638460132,0.77,1,0,0,3,-1.849999999999966,0,0,-1.5888324872289918,-0.018318945205720125,0.3333333333333333,0.250457583761806,-0.4725371922596657,-0.0439199490107678
159.42,2019-11-04,Historical,160.13,163.24,165.79,162.14,2.94,155.56,-3.1100000000000136,-1.9051703013967247,104.0,-0.5000000000000004,0.8660254037844384,308,1.5328846153846152,0.9832243739977796,0.5,1,0,0,3,-0.5600000000000307,0,0,-0.8802588996478867,-0.004263362940683562,0.0,0.2347062852838358,-0.46777408546346,-0.0439199490107678
164.23,2019-11-11,Historical,159.42,160.13,163.24,161.76,2.34,157.62,-0.710000000000008,-0.4433897458315168,104.0,-0.5000000000000004,0.8660254037844384,315,1.5791346153846153,1.0152695351137488,2.66,1,0,0,3,2.4000000000000057,1,0,0.7118155619391406,0.029011416384365548,0.0,0.2313246505823507,-0.5154051534255168,-0.0439199490107678
177.65,2019-11-18,Historical,164.23,159.42,160.13,165.36,8.46,160.58,4.810000000000002,3.017187303976918,104.0,-0.5000000000000004,0.8660254037844384,322,1.708173076923077,1.0743226898887277,5.77,1,0,0,3,5.52000000000001,1,0,4.413888888766257,0.07857179658913573,0.3333333333333333,0.2633611898595783,-0.0295682602125364,-0.0439199490107678
200.93,2019-11-25,Historical,177.65,164.23,159.42,175.56,18.59,165.05,13.420000000000016,8.171466845277973,104.0,-0.5000000000000004,0.8660254037844384,329,1.9320192307692308,1.1445089997721576,8.39,1,0,0,3,8.610000000000014,1,1,2.83840579708088,0.12600402693269835,0.6666666666666666,0.3541313844783891,0.774602937213524,-0.0439199490107678
229.7,2019-12-02,Historical,200.93,177.65,164.23,193.13,28.71,171.34,23.28,13.104418801013228,104.0,-2.4492935982947064e-16,1.0,336,2.208653846153846,1.18935432092373,9.12,1,0,4,3,9.859999999999985,1,1,2.1657634682748936,0.13767710913469824,1.0,0.5104874942286349,1.5779802835068837,-0.0439199490107678
257.75,2019-12-09,Historical,229.7,200.93,177.65,216.51,34.77,179.38,28.769999999999985,14.318419350022385,104.0,-2.4492935982947064e-16,1.0,343,2.4783653846153846,1.1904761904761905,7.94,1,0,4,3,5.489999999999984,1,1,1.806256109478385,0.11741904155911154,1.0,0.7185470187568506,2.0590540699236586,-0.0439199490107678
278.83,2019-12-16,Historical,257.75,229.7,200.93,241.8,33.87,188.63,28.05000000000001,12.211580322159342,104.0,-2.4492935982947064e-16,1.0,350,2.681057692307692,1.153143093465674,4.85,1,0,4,3,-0.719999999999974,1,1,1.5590277777754236,0.07863911064679444,1.0,0.9436037071793733,1.9876074679805729,-0.0439199490107678
