Weekly_Price,Start_Date,Data_Type,Weekly_Price_lag1,Weekly_Price_lag2,Weekly_Price_lag3,Rolling_Mean_4w,Rolling_Std_4w,Rolling_Mean_13w,Price_Change_lag1,Price_Change_Pct_lag1,Fuel_Price,Month_Sin,Month_Cos,Day_of_Year,Price_to_Fuel_Ratio,Price_to_Rolling_Mean_Ratio,Price_Std,Variety_encoded,Location_encoded,Season_encoded,Quarter_encoded,Price_Acceleration,High_Volatility_Regime,Positive_Momentum,Price_Position_4w,Fuel_Impact_Ratio,Trend_Consistency,Rolling_Mean_4w_scaled,Rolling_Std_4w_scaled,Fuel_Price_scaled
45.01,2000-09-18,Historical,45.27,46.12,47.24,45.91,1.01,47.92,-0.8499999999999943,-1.8430182133564488,19.5,-1.0,-1.8369701987210292e-16,262,2.308205128205128,0.9803964277935092,0.05,0,0,0,2,0.27000000000001,0,0,-0.35573122528238144,-0.029452912156539033,0.0,-0.7996289814362026,-0.620987354074743,-0.951528061798933
45.52,2000-09-25,Historical,45.01,45.27,46.12,45.48,0.47,47.7,-0.2600000000000051,-0.5743317870554564,19.5,-1.0,-1.8369701987210292e-16,269,2.3343589743589743,1.0008795074758137,0.26,0,0,0,2,0.5899999999999892,1,0,0.0183486238523722,0.05810674550924749,0.0,-0.8034555680720938,-0.6638553152405942,-0.951528061798933
46.54,2000-10-02,Historical,45.52,45.01,45.27,45.58,0.67,47.54,0.5100000000000051,1.1330815374361367,19.5,-0.8660254037844386,0.5000000000000001,276,2.3866666666666667,1.0210618692408953,0.36,0,0,0,3,0.7700000000000102,1,0,0.8479999999321618,0.11491145058748652,0.3333333333333333,-0.8025656642032818,-0.6479782925865752,-0.951528061798933
47.67,2000-10-09,Historical,46.54,45.52,45.01,46.18,1.18,47.46,1.019999999999996,2.240773286467478,19.5,-0.8660254037844386,0.5000000000000001,283,2.4446153846153846,1.0322650498051105,0.33,0,0,0,3,0.5099999999999909,1,1,3.128571428124484,0.12451379017709692,0.6666666666666666,-0.7972262409904105,-0.6074918848188269,-0.951528061798933
48.5,2000-10-16,Historical,47.67,46.54,45.52,47.06,1.3,47.44,1.1300000000000026,2.428018908465841,19.5,-0.8660254037844386,0.5000000000000001,290,2.4871794871794872,1.0305992350191244,0.17,0,0,0,3,0.11000000000000654,0,1,1.9113924049423123,0.08928907607275896,1.0,-0.7893950869448662,-0.5979656712264155,-0.951528061798933
48.69,2000-10-23,Historical,48.5,47.67,46.54,47.85,0.98,47.41,0.8299999999999983,1.7411369834277286,19.5,-0.8660254037844386,0.5000000000000001,297,2.496923076923077,1.0175548589341692,0.06,0,0,0,3,-0.30000000000000426,0,1,1.3700440528030797,0.020089875759875586,1.0,-0.7823648463812524,-0.6233689074728458,-0.951528061798933
48.28,2000-10-30,Historical,48.69,48.5,47.67,48.28,0.44,47.34,0.1899999999999977,0.3917525773195829,19.5,-0.8660254037844386,0.5000000000000001,304,2.475897435897436,1.0,0.19,0,0,0,3,-0.6400000000000006,0,1,0.999999999952381,-0.04318266795139255,1.0,-0.7785382597453613,-0.666236868638697,-0.951528061798933
47.6,2000-11-06,Historical,48.28,48.69,48.5,48.27,0.48,47.21,-0.4099999999999966,-0.8420620250564729,19.5,-0.5000000000000004,0.8660254037844384,311,2.441025641025641,0.9861197431116636,0.22,0,0,0,3,-0.5999999999999943,0,0,0.44262295078339126,-0.0722282412419553,0.6666666666666666,-0.7786272501322424,-0.6630614641078932,-0.951528061798933
46.95,2000-11-13,Historical,47.6,48.28,48.69,47.88,0.77,47.05,-0.6799999999999997,-1.4084507042253511,19.5,-0.5000000000000004,0.8660254037844384,318,2.407692307692308,0.9805764411027568,0.16,0,0,0,3,-0.2700000000000031,0,0,-2.093023255327202,-0.07002801120412254,0.3333333333333333,-0.7820978752206088,-0.6400397812595657,-0.951528061798933
46.65,2000-11-20,Historical,46.95,47.6,48.28,47.37,0.72,46.93,-0.6499999999999986,-1.365546218487392,21.5,-0.5000000000000004,0.8660254037844384,325,2.169767441860465,0.9848005066497784,0.03,0,0,0,3,0.030000000000001137,0,0,-0.7912087911218407,-0.02971989003626906,0.0,-0.7866363849515493,-0.6440090369230704,-0.9300462129755444
46.81,2000-11-27,Historical,46.65,46.95,47.6,47.0,0.42,46.89,-0.3000000000000042,-0.6389776357827567,21.5,-0.5000000000000004,0.8660254037844384,332,2.1772093023255814,0.9959574468085108,0.11,0,0,0,3,0.34999999999999437,0,0,-0.14960629920081625,0.01595254118988604,0.0,-0.7899290292661533,-0.667824570904099,-0.9300462129755444
47.28,2000-12-04,Historical,46.81,46.65,46.95,46.92,0.27,46.98,0.1600000000000037,0.3429796355841451,21.5,-2.4492935982947064e-16,1.0,339,2.1990697674418604,1.0076726342710998,0.17,0,0,4,3,0.4600000000000079,0,0,0.3749999999609366,0.04670041682584349,0.3333333333333333,-0.7906409523612027,-0.6797323378946132,-0.9300462129755444
47.84,2000-12-11,Historical,47.28,46.81,46.65,47.14,0.53,47.18,0.4699999999999988,1.004058961760305,21.5,-2.4492935982947064e-16,1.0,346,2.225116279069768,1.0148493848112008,0.17,0,0,4,3,0.3099999999999951,0,1,2.044444443990147,0.05508991461037634,0.6666666666666666,-0.7886831638498166,-0.6590922084443885,-0.9300462129755444
48.28,2000-12-18,Historical,47.84,47.28,46.81,47.55,0.64,47.43,0.5600000000000023,1.1844331641286003,21.5,-2.4492935982947064e-16,1.0,353,2.2455813953488373,1.0153522607781285,0.1,0,0,4,3,0.09000000000000347,0,1,2.1587301583875176,0.042778253091501836,1.0,-0.785034557987688,-0.650359845984678,-0.9300462129755444
48.43,2000-12-25,Historical,48.28,47.84,47.28,47.96,0.52,47.66,0.4399999999999977,0.9197324414715672,21.5,-2.4492935982947064e-16,1.0,360,2.252558139534884,1.0097998331943283,0.01,0,0,4,3,-0.12000000000000455,0,1,1.451923076783468,0.014450588620575798,1.0,-0.7813859521255592,-0.6598860595770895,-0.9300462129755444
48.36,2001-01-01,Historical,48.43,48.28,47.84,48.23,0.27,47.8,0.1499999999999985,0.3106876553438247,24.5,0.4999999999999999,0.8660254037844387,1,1.973877551020408,1.0026954177897576,0.05,0,0,4,0,-0.28999999999999926,0,1,1.1192660549431894,-0.005899530987262455,1.0,-0.7789832116797674,-0.6797323378946132,-0.8978234397404616
48.16,2001-01-08,Historical,48.36,48.43,48.28,48.31,0.12,47.83,-0.0700000000000002,-0.1445385091885201,24.5,0.4999999999999999,0.8660254037844387,8,1.9657142857142853,0.9968950527841024,0.07,0,0,4,0,-0.2199999999999987,0,0,0.8026315788417528,-0.016880201211929787,0.6666666666666666,-0.7782712885847177,-0.6916401048851274,-0.8978234397404616
47.93,2001-01-15,Historical,48.16,48.36,48.43,48.22,0.22,47.79,-0.2000000000000028,-0.4135649296939678,24.5,0.4999999999999999,0.8660254037844387,15,1.9563265306122448,0.9939858979676482,0.06,0,0,4,0,-0.13000000000000259,0,0,-0.08571428568979882,-0.019492846972596286,0.3333333333333333,-0.7790722020666484,-0.6837015935581179,-0.8978234397404616
47.78,2001-01-22,Historical,47.93,48.16,48.36,48.06,0.26,47.72,-0.2299999999999968,-0.4775747508305583,24.5,0.4999999999999999,0.8660254037844387,22,1.950204081632653,0.994173949230129,0.03,0,0,4,0,-0.029999999999994004,0,0,-1.1199999995520045,-0.01277373039759397,0.0,-0.7804960482567473,-0.6805261890273141,-0.8978234397404616
47.66,2001-01-29,Historical,47.78,47.93,48.16,47.88,0.22,47.67,-0.1499999999999985,-0.3129563947423296,24.5,0.4999999999999999,0.8660254037844387,29,1.94530612244898,0.9954051796157058,0.05,0,0,4,0,0.0799999999999983,0,0,-0.5116279068577751,-0.010251065683661915,0.0,-0.7820978752206088,-0.6837015935581179,-0.8978234397404616
47.42,2001-02-05,Historical,47.66,47.78,47.93,47.7,0.22,47.66,-0.1200000000000045,-0.251151109250742,24.5,0.8660254037844386,0.5000000000000001,36,1.9355102040816328,0.9941299790356394,0.11,0,0,4,0,0.02999999999999399,1,0,-0.5384615383579945,-0.02055375234432805,0.0,-0.7836997021844702,-0.6837015935581179,-0.8978234397404616
46.89,2001-02-12,Historical,47.42,47.66,47.78,47.44,0.39,47.65,-0.2399999999999948,-0.5035669324380926,24.5,0.8660254037844386,0.5000000000000001,43,1.913877551020408,0.9884064080944353,0.22,0,0,4,0,-0.1199999999999903,1,0,-0.8870967740504572,-0.04561925993491405,0.0,-0.786013452243381,-0.6702061243022017,-0.8978234397404616
45.93,2001-02-19,Historical,46.89,47.42,47.66,46.98,0.77,47.6,-0.5300000000000011,-1.117671868409956,24.5,0.8660254037844386,0.5000000000000001,50,1.8746938775510205,0.9776500638569604,0.38,0,0,4,0,-0.29000000000000636,1,0,-1.1666666665370264,-0.0835650959036636,0.0,-0.7901070100399157,-0.6400397812595657,-0.8978234397404616
44.5,2001-02-26,Historical,45.93,46.89,47.42,46.18,1.28,47.42,-0.9600000000000009,-2.0473448496481144,24.5,0.8660254037844386,0.5000000000000001,57,1.816326530612245,0.963620614984842,0.49,0,0,4,0,-0.4299999999999997,1,0,-1.1052631578220198,-0.1270789177847535,0.0,-0.7972262409904105,-0.5995533734918174,-0.8978234397404616
42.91,2001-03-05,Historical,44.5,45.93,46.89,45.06,1.74,47.08,-1.4299999999999995,-3.113433485739168,24.5,1.0,6.123233995736766e-17,64,1.7514285714285711,0.9522858411007544,0.48,0,0,1,0,-0.46999999999999864,1,0,-0.9033613444998628,-0.14583811052451398,0.0,-0.8071931643211036,-0.5630362213875737,-0.8978234397404616
