price_acceleration,variety_encoded,high_volatility_regime,date,fuel_impact_ratio,year,month_sin,weekly_price_lag2,rolling_mean_4w,weekly_price_lag3,price_to_fuel_ratio,price_position_4w,vegetable,rolling_mean_13w,price_to_rolling_mean_ratio,price_deviation_from_veg_avg,rolling_std_4w,data_type,day_of_year,rolling_std_4w_scaled,rolling_mean_4w_scaled,week_number,weekly_price_lag1,price_change_lag1,price_change_pct_lag1,month,weekly_price,weekly_arrival_sum,avg_daily_arrival,weekly_sales_sum,avg_daily_sales,avg_weekly_price,weekly_supply_status,supply_demand_ratio,price_volatility,arrival_volatility,utilization_rate,week,quarter,is_month_start,is_month_end,is_quarter_start,month_cos,week_sin,week_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_4,price_lag_8,price_lag_12,price_change_1w,price_change_4w,price_momentum,price_rolling_mean_4,price_rolling_std_4,price_rolling_mean_8,price_rolling_std_8,price_rolling_mean_12,price_rolling_std_12,price_rolling_mean_26,price_rolling_std_26,weekly_price_volatility_4w,weekly_price_volatility_8w,seasonal_price_effect,fuel_price_interaction,rsi_14
0.5200000000000102,0,0,2009-12-28,0.0113812200183396,2009,-2.4492935982947064e-16,112.71,113.18,112.8,1.5627397260273972,4.346153844482383,Bitter Gourd,110.58,1.0079519349708428,-57.56407285604901,0.63,Historical,362,-0.6511536971173789,-0.2009906488864564,4,113.14,0.4300000000000068,0.381510070091391,12,114.08,264.54,88.17999999999999,198.4,66.13333333333333,136.42333333333332,Stable,1.3333669287632717,0.0613802977027672,0.0608053828587759,0.749981096431613,53,4,0,0,0,1.0,0.12053668025532314,0.992708874098054,113.14,112.71,112.8,113.15,111.68,99.72,0.008308290613399327,0.008219178082191636,0.008219178082191636,113.18249999999999,0.6263319141408341,113.205,0.44692600858318243,111.48583333333335,3.1469998940779647,100.80038461538462,10.66256872644434,0.6263319141408341,0.44692600858318243,-2.7711307771106307e-14,1.2983695796921815,96.78260869565213
0.5099999999999908,0,0,2010-01-04,0.0133287863359343,2010,0.49999999999999994,113.14,113.78,112.71,1.577945205479452,2.698795180397735,Bitter Gourd,111.77,1.0123923360871858,-56.45407285604901,1.1,Historical,4,-0.6138426938804344,-0.1956512256735852,1,114.08,0.9399999999999976,0.8308290613399308,1,115.19,598.37,85.48142857142857,448.78,64.11142857142856,140.6757142857143,Stable,1.3333259028180269,0.049720158517019,0.0493132422856787,0.7500041767635339,1,1,0,0,0,0.8660254037844387,0.12053668025532305,0.992708874098054,114.08,113.14,112.71,112.8,112.88,103.63,0.009730014025245426,0.021187943262411357,0.021187943262411357,113.77999999999999,1.1003938688812216,113.49375,0.8076232767497931,112.44916666666666,2.1279587245354565,101.47115384615384,11.006029738983065,1.1003938688812216,0.8076232767497931,57.03999999999999,1.535342898036272,96.44230769230765
0.1700000000000018,0,0,2010-01-11,0.010940827959033,2010,0.49999999999999994,114.08,114.63,113.14,1.5905479452054794,1.8809523808404256,Bitter Gourd,112.73,1.012911105295298,-55.53407285604901,1.29,Historical,11,-0.5987595223591164,-0.1880870427886844,2,115.19,1.1099999999999994,0.9730014025245436,1,116.11,614.75,87.82142857142857,461.06,65.86571428571429,137.33428571428573,High,1.3333405601584598,0.0780134096022458,0.0754042668543658,0.7499959320862205,2,1,0,0,0,0.8660254037844387,0.23931566428755774,0.970941817426052,115.19,114.08,113.14,112.71,113.43,107.1,0.00798680441010502,0.03016591251885381,0.03016591251885381,114.63,1.2944239387998548,113.82874999999999,1.2252514319247962,113.2,1.5906945309839322,102.31576923076923,11.26137830749906,1.2944239387998548,1.2252514319247962,57.59499999999999,1.2703395343233217,95.85898153329597
-0.1899999999999978,0,0,2010-01-18,0.0038933321377997,2010,0.49999999999999994,115.19,115.46,114.08,1.5950684931506849,1.4298245613408014,Bitter Gourd,113.45,1.0084877879785208,-55.20407285604901,1.06,Historical,18,-0.6170180984112382,-0.1807008406775458,3,116.11,0.9200000000000016,0.798680441010506,1,116.44,627.0,89.57142857142857,470.25,67.17857142857143,134.19142857142856,Stable,1.333333330497962,0.0430541920496453,0.0439078016010051,0.7499999988038277,3,1,0,0,0,0.8660254037844387,0.3546048870425356,0.9350162426854148,116.11,115.19,114.08,113.14,113.45,109.78,0.002842132460597613,0.029167403217252863,0.029167403217252863,115.455,1.0583162728306699,114.2025,1.5149893917608874,113.75500000000001,1.4440567855846307,103.28115384615384,11.358276744972347,1.0583162728306699,1.5149893917608874,58.05499999999999,0.45333959412539704,94.82155353393976
-0.5900000000000033,0,0,2010-01-25,-0.0054116883055693,2010,0.49999999999999994,116.11,115.93,115.19,1.5887671232876712,1.0232558139058936,Bitter Gourd,113.93,1.00043129474683,-55.664072856049,0.53,Historical,25,-0.6590922084443885,-0.1765182924941299,4,116.44,0.3299999999999983,0.2842132460597694,1,115.98,601.21,85.88714285714286,450.9,64.41428571428571,140.09142857142857,Stable,1.3333555082427246,0.0556630575347867,0.0565762494464985,0.7499875239101352,4,1,0,0,0,0.8660254037844387,0.4647231720437685,0.8854560256532099,116.44,116.11,115.19,114.08,113.15,111.68,-0.003950532463071088,0.016654978962131972,0.016654978962131972,115.93,0.5299685525307779,114.55625,1.5637403648229378,114.11333333333334,1.4155778346857428,104.2946153846154,11.266700042432516,0.5299685525307779,1.5637403648229378,58.21999999999999,-0.6276476096799275,89.36170212765956
-0.789999999999992,0,0,2010-02-01,-0.0121655363347789,2010,0.8660254037844386,116.44,115.87,116.11,1.5746575342465754,0.2461538461349147,Bitter Gourd,114.18,0.9920600673168206,-56.69407285604901,0.64,Historical,32,-0.650359845984678,-0.1770522348154171,1,115.98,-0.4599999999999937,-0.3950532463071056,2,114.95,589.3399999999999,84.19142857142856,442.00999999999993,63.14428571428571,142.99285714285716,Stable,1.3333182477018206,0.0599003412469033,0.0624973425498382,0.7500084827942979,5,1,1,0,0,0.5000000000000001,0.5680647467311558,0.8229838658936564,115.98,116.44,116.11,115.19,112.8,112.88,-0.008880841524400718,-0.0020835141939403723,-0.0020835141939403723,115.87,0.6431692364157042,114.82499999999999,1.3943662154765035,114.28583333333331,1.3772268469180127,105.30000000000001,10.992627347454068,0.6431692364157042,1.3943662154765035,100.44162633091919,-1.3984284016828346,76.84319833852543
-0.5700000000000074,0,0,2010-02-08,-0.0146579513427317,2010,0.8660254037844386,115.98,115.27,116.44,1.5578082191780822,-2.348484848128974,Bitter Gourd,114.24,0.9865533096208902,-57.92407285604901,1.21,Historical,39,-0.605110331420724,-0.1823916580282884,2,114.95,-1.0300000000000011,-0.8880841524400768,2,113.72,596.62,85.23142857142857,447.4500000000001,63.92142857142858,140.9557142857143,Stable,1.3333780280849747,0.0365561719460899,0.0371100654179156,0.7499748571117716,6,1,0,0,0,0.5000000000000001,0.6631226582407952,0.7485107481711011,114.95,115.98,116.44,116.11,112.71,113.43,-0.010700304480208866,-0.020583929032813697,-0.020583929032813697,115.27250000000001,1.2080114513826112,114.95125,1.2089007698871255,114.31,1.3633181446857165,106.26884615384614,10.55690232101158,1.2080114513826112,1.2089007698871255,99.54962016502122,-1.666902226695449,61.38392857142851
-0.2000000000000028,0,0,2010-02-15,-0.0125277658656754,2010,0.8660254037844386,114.95,114.33,115.98,1.5435616438356166,-1.031249999935536,Bitter Gourd,114.18,0.985568092364209,-58.964072856049,1.44,Historical,46,-0.5868517553686022,-0.19075675439512,3,113.72,-1.230000000000004,-1.0700304480208822,2,112.68,623.9499999999999,89.13571428571427,467.96,66.85142857142857,135.10285714285712,Stable,1.3333404536000075,0.0662031863934125,0.0617983322446492,0.7499959920666784,7,1,0,0,0,0.5000000000000001,0.7485107481711011,0.6631226582407953,113.72,114.95,115.98,116.44,113.14,113.45,-0.009145269081955565,-0.03229130882858111,-0.03229130882858111,114.33250000000001,1.4377615704066298,114.89375000000001,1.3137507645796764,114.24583333333334,1.4242347759279872,107.19961538461538,9.976652537106268,1.4377615704066298,1.3137507645796764,98.48440891836636,-1.411628657744304,48.863636363636424
0.1900000000000119,0,0,2010-02-22,-0.0063216965488314,2010,0.8660254037844386,113.72,113.38,114.95,1.5364383561643835,-0.4899598393377504,Bitter Gourd,114.09,0.989239724819192,-59.48407285604901,1.23,Historical,53,-0.6035226291553221,-0.1992108411488328,4,112.68,-1.039999999999992,-0.914526908195561,2,112.16,598.13,85.44714285714285,448.59,64.08428571428571,140.58571428571426,Stable,1.333355622431718,0.0349281336141183,0.0350758403181184,0.7499874596659799,8,1,0,0,0,0.5000000000000001,0.8229838658936564,0.5680647467311559,112.68,113.72,114.95,115.98,114.08,113.15,-0.004614838480653249,-0.032936713226418446,-0.032936713226418446,113.3775,1.2327307086321588,114.65375,1.6226956188496076,114.16333333333334,1.5190028627236547,108.1126923076923,9.248988942664685,1.2327307086321588,1.6226956188496076,97.58374249843055,-0.7090414849169299,42.75940706955525
0.5199999999999818,0,0,2010-03-01,-0.0014656166337695,2010,1.0,112.68,112.65,113.72,1.5347945205479452,-0.2328244274720302,Bitter Gourd,114.0,0.9945849977807368,-59.604072856049,0.77,Historical,60,-0.6400397812595657,-0.2057071393911593,1,112.16,-0.5200000000000102,-0.4614838480653268,3,112.04,599.6300000000001,85.66142857142859,449.74,64.24857142857142,140.63857142857142,Stable,1.333281448540754,0.0671635167800518,0.0680349507362638,0.7500291834130559,9,1,1,0,0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,112.16,112.68,113.72,114.95,115.19,112.8,-0.0010699001426532906,-0.02531535450195732,-0.02531535450195732,112.65,0.7655063683632444,114.25999999999999,1.841420259319894,114.10000000000001,1.5949579646761465,109.01884615384614,8.359969055886497,0.7655063683632444,1.841420259319894,112.16,-0.1642076876475348,42.05186020293125
