time,temperature_2m_mean (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),weather_event_classification,severity,city
2010-01-01,21.2,82,0.0,Dry,Mild,Badulla
2010-01-02,21.4,84,0.0,Dry,Mild,Badulla
2010-01-03,21.2,88,1.0,Light Rain,Light,Badulla
2010-01-04,21.3,85,6.9,Moderate Rain,Moderate,Badulla
2010-01-05,21.1,81,0.8,Light Rain,Light,Badulla
2010-01-06,20.2,78,1.4,Light Rain,Light,Badulla
2010-01-07,21.1,80,0.0,Dry,Mild,Badulla
2010-01-08,22.1,86,7.5,Heavy Rain,Heavy,Badulla
2010-01-09,22.3,88,2.0,Light Rain,Light,Badulla
2010-01-10,22.2,84,0.0,Dry,Mild,Badulla
2010-01-11,22.1,86,2.5,Moderate Rain,Moderate,Badulla
2010-01-12,22.4,84,2.1,Light Rain,Light,Badulla
2010-01-13,22.3,88,2.8,Moderate Rain,Moderate,Badulla
2010-01-14,22.2,87,0.5,Light Rain,Light,Badulla
2010-01-15,21.4,81,0.0,Dry,Mild,Badulla
2010-01-16,21.2,88,2.4,Light Rain,Light,Badulla
2010-01-17,21.1,92,2.5,Moderate Rain,Moderate,Badulla
2010-01-18,21.1,90,1.2,Light Rain,Light,Badulla
2010-01-19,21.5,87,2.1,Light Rain,Light,Badulla
2010-01-20,21.3,80,0.0,Dry,Mild,Badulla
2010-01-21,21.0,80,0.0,Dry,Mild,Badulla
2010-01-22,21.0,80,0.0,Dry,Mild,Badulla
2010-01-23,20.9,79,0.0,Dry,Mild,Badulla
2010-01-24,21.0,81,0.4,Light Rain,Light,Badulla
2010-01-25,21.7,78,0.0,Dry,Mild,Badulla
2010-01-26,21.6,82,0.0,Dry,Mild,Badulla
2010-01-27,21.6,89,1.7,Light Rain,Light,Badulla
2010-01-28,21.9,88,1.0,Light Rain,Light,Badulla
2010-01-29,21.3,87,0.3,Light Rain,Light,Badulla
2010-01-30,20.4,94,58.6,Very Heavy Rain,Extreme,Badulla
2010-01-31,20.8,90,3.6,Moderate Rain,Moderate,Badulla
2010-02-01,21.3,93,0.9,Light Rain,Light,Badulla
2010-02-02,21.5,92,5.0,Moderate Rain,Moderate,Badulla
2010-02-03,21.8,86,0.0,Dry,Mild,Badulla
2010-02-04,21.7,84,0.0,Dry,Mild,Badulla
2010-02-05,21.4,83,0.0,Dry,Mild,Badulla
2010-02-06,21.3,85,0.0,Dry,Mild,Badulla
2010-02-07,21.1,83,0.0,Dry,Mild,Badulla
2010-02-08,21.3,77,0.0,Dry,Mild,Badulla
2010-02-09,21.1,82,0.0,Dry,Mild,Badulla
2010-02-10,22.5,87,3.4,Moderate Rain,Moderate,Badulla
2010-02-11,22.4,89,0.0,Dry,Mild,Badulla
2010-02-12,22.4,89,0.1,Light Rain,Light,Badulla
2010-02-13,23.2,89,0.9,Light Rain,Light,Badulla
2010-02-14,23.0,79,0.0,Dry,Mild,Badulla
2010-02-15,22.8,75,0.0,Dry,Mild,Badulla
2010-02-16,21.6,87,4.7,Moderate Rain,Moderate,Badulla
2010-02-17,22.6,91,1.9,Light Rain,Light,Badulla
2010-02-18,23.3,82,0.0,Dry,Mild,Badulla
2010-02-19,23.0,83,0.0,Dry,Mild,Badulla
2010-02-20,23.5,77,0.0,Dry,Mild,Badulla
2010-02-21,23.5,78,0.0,Dry,Mild,Badulla
2010-02-22,23.5,74,0.0,Dry,Mild,Badulla
2010-02-23,22.8,73,0.0,Dry,Mild,Badulla
2010-02-24,22.9,72,0.0,Dry,Mild,Badulla
2010-02-25,22.7,78,0.0,Dry,Mild,Badulla
2010-02-26,23.8,76,0.0,Dry,Mild,Badulla
2010-02-27,22.9,71,0.0,Dry,Mild,Badulla
2010-02-28,23.5,68,0.0,Dry,Mild,Badulla
2010-03-01,22.8,72,0.0,Dry,Mild,Badulla
2010-03-02,23.1,68,0.0,Dry,Mild,Badulla
2010-03-03,23.7,76,0.4,Light Rain,Light,Badulla
2010-03-04,23.1,79,0.0,Dry,Mild,Badulla
2010-03-05,23.4,76,0.0,Dry,Mild,Badulla
2010-03-06,23.5,71,0.0,Dry,Mild,Badulla
2010-03-07,24.7,69,0.1,Light Rain,Light,Badulla
2010-03-08,24.7,78,0.1,Light Rain,Light,Badulla
2010-03-09,24.6,74,0.0,Dry,Mild,Badulla
2010-03-10,23.9,72,0.0,Dry,Mild,Badulla
2010-03-11,23.9,71,0.0,Dry,Mild,Badulla
2010-03-12,23.9,78,1.9,Light Rain,Light,Badulla
2010-03-13,23.9,80,2.2,Light Rain,Light,Badulla
2010-03-14,23.9,81,2.4,Light Rain,Light,Badulla
2010-03-15,24.5,69,0.0,Dry,Mild,Badulla
2010-03-16,24.4,67,0.0,Dry,Mild,Badulla
2010-03-17,23.5,68,0.0,Dry,Mild,Badulla
2010-03-18,23.0,79,2.2,Light Rain,Light,Badulla
2010-03-19,23.4,80,3.0,Moderate Rain,Moderate,Badulla
2010-03-20,24.2,73,0.0,Dry,Mild,Badulla
2010-03-21,24.7,67,0.4,Light Rain,Light,Badulla
2010-03-22,24.7,70,0.0,Dry,Mild,Badulla
2010-03-23,25.1,70,0.7,Light Rain,Light,Badulla
2010-03-24,24.6,75,13.8,Heavy Rain,Heavy,Badulla
2010-03-25,24.6,81,8.6,Heavy Rain,Heavy,Badulla
2010-03-26,24.9,78,5.1,Moderate Rain,Moderate,Badulla
2010-03-27,24.3,83,16.8,Very Heavy Rain,Extreme,Badulla
2010-03-28,23.8,85,6.1,Moderate Rain,Moderate,Badulla
2010-03-29,23.9,86,10.2,Heavy Rain,Heavy,Badulla
2010-03-30,23.9,84,15.8,Very Heavy Rain,Extreme,Badulla
2010-03-31,24.1,83,14.5,Heavy Rain,Heavy,Badulla
2010-04-01,24.9,78,2.1,Light Rain,Light,Badulla
2010-04-02,25.4,73,0.0,Dry,Mild,Badulla
2010-04-03,25.2,70,0.0,Dry,Mild,Badulla
2010-04-04,24.0,77,2.6,Moderate Rain,Moderate,Badulla
2010-04-05,24.3,79,3.2,Moderate Rain,Moderate,Badulla
2010-04-06,24.0,84,9.2,Heavy Rain,Heavy,Badulla
2010-04-07,24.1,83,7.2,Moderate Rain,Moderate,Badulla
2010-04-08,24.6,84,1.4,Light Rain,Light,Badulla
2010-04-09,24.2,83,5.4,Moderate Rain,Moderate,Badulla
2010-04-10,24.6,81,3.9,Moderate Rain,Moderate,Badulla
2010-04-11,24.7,83,5.8,Moderate Rain,Moderate,Badulla
2010-04-12,25.0,81,2.3,Light Rain,Light,Badulla
2010-04-13,25.6,77,2.7,Moderate Rain,Moderate,Badulla
2010-04-14,24.8,80,1.2,Light Rain,Light,Badulla
2010-04-15,25.6,74,1.2,Light Rain,Light,Badulla
2010-04-16,24.7,83,6.3,Moderate Rain,Moderate,Badulla
2010-04-17,24.3,84,9.5,Heavy Rain,Heavy,Badulla
2010-04-18,24.4,84,15.7,Very Heavy Rain,Extreme,Badulla
2010-04-19,24.6,83,7.7,Heavy Rain,Heavy,Badulla
2010-04-20,24.6,82,5.2,Moderate Rain,Moderate,Badulla
2010-04-21,25.2,80,4.8,Moderate Rain,Moderate,Badulla
2010-04-22,25.2,81,10.0,Heavy Rain,Heavy,Badulla
2010-04-23,24.8,83,8.4,Heavy Rain,Heavy,Badulla
2010-04-24,24.0,88,31.2,Very Heavy Rain,Extreme,Badulla
2010-04-25,24.3,85,9.4,Heavy Rain,Heavy,Badulla
2010-04-26,24.3,87,11.3,Heavy Rain,Heavy,Badulla
2010-04-27,24.3,86,13.6,Heavy Rain,Heavy,Badulla
2010-04-28,24.3,84,3.1,Moderate Rain,Moderate,Badulla
2010-04-29,24.0,87,5.2,Moderate Rain,Moderate,Badulla
2010-04-30,23.9,88,4.7,Moderate Rain,Moderate,Badulla
2010-05-01,23.9,87,13.1,Heavy Rain,Heavy,Badulla
2010-05-02,24.1,87,26.3,Very Heavy Rain,Extreme,Badulla
2010-05-03,24.0,90,22.8,Very Heavy Rain,Extreme,Badulla
2010-05-04,24.2,86,8.9,Heavy Rain,Heavy,Badulla
2010-05-05,24.8,83,5.3,Moderate Rain,Moderate,Badulla
2010-05-06,24.7,84,17.8,Very Heavy Rain,Extreme,Badulla
2010-05-07,24.9,82,11.6,Heavy Rain,Heavy,Badulla
2010-05-08,24.3,86,24.9,Very Heavy Rain,Extreme,Badulla
2010-05-09,24.6,85,2.0,Light Rain,Light,Badulla
2010-05-10,24.8,85,1.7,Light Rain,Light,Badulla
2010-05-11,25.0,86,6.3,Moderate Rain,Moderate,Badulla
2010-05-12,24.9,84,7.3,Moderate Rain,Moderate,Badulla
2010-05-13,25.7,80,3.3,Moderate Rain,Moderate,Badulla
2010-05-14,25.4,81,1.5,Light Rain,Light,Badulla
2010-05-15,25.1,83,21.9,Very Heavy Rain,Extreme,Badulla
2010-05-16,25.3,80,1.8,Light Rain,Light,Badulla
2010-05-17,25.1,82,3.9,Moderate Rain,Moderate,Badulla
2010-05-18,25.3,79,0.0,Dry,Mild,Badulla
2010-05-19,25.8,76,0.2,Light Rain,Light,Badulla
2010-05-20,25.1,83,10.5,Heavy Rain,Heavy,Badulla
2010-05-21,24.4,86,5.1,Moderate Rain,Moderate,Badulla
2010-05-22,24.8,85,4.7,Moderate Rain,Moderate,Badulla
2010-05-23,25.0,84,2.1,Light Rain,Light,Badulla
2010-05-24,25.4,81,1.7,Light Rain,Light,Badulla
2010-05-25,25.6,79,0.9,Light Rain,Light,Badulla
2010-05-26,25.8,77,0.0,Dry,Mild,Badulla
2010-05-27,26.3,76,0.0,Dry,Mild,Badulla
2010-05-28,25.5,80,1.3,Light Rain,Light,Badulla
2010-05-29,25.5,79,0.5,Light Rain,Light,Badulla
2010-05-30,25.5,77,1.3,Light Rain,Light,Badulla
2010-05-31,25.3,76,0.4,Light Rain,Light,Badulla
2010-06-01,25.8,73,0.9,Light Rain,Light,Badulla
2010-06-02,26.0,72,0.3,Light Rain,Light,Badulla
2010-06-03,25.9,72,1.6,Light Rain,Light,Badulla
2010-06-04,26.2,72,3.7,Moderate Rain,Moderate,Badulla
2010-06-05,26.1,70,2.4,Light Rain,Light,Badulla
2010-06-06,25.7,71,0.2,Light Rain,Light,Badulla
2010-06-07,25.9,68,0.0,Dry,Mild,Badulla
2010-06-08,26.2,66,0.0,Dry,Mild,Badulla
2010-06-09,25.6,68,0.7,Light Rain,Light,Badulla
2010-06-10,24.5,79,19.2,Very Heavy Rain,Extreme,Badulla
2010-06-11,24.4,79,5.8,Moderate Rain,Moderate,Badulla
2010-06-12,24.5,79,5.6,Moderate Rain,Moderate,Badulla
2010-06-13,25.1,78,3.6,Moderate Rain,Moderate,Badulla
2010-06-14,24.3,83,12.0,Heavy Rain,Heavy,Badulla
2010-06-15,24.3,85,27.4,Very Heavy Rain,Extreme,Badulla
2010-06-16,24.6,82,8.5,Heavy Rain,Heavy,Badulla
2010-06-17,24.3,85,3.9,Moderate Rain,Moderate,Badulla
2010-06-18,24.1,84,9.6,Heavy Rain,Heavy,Badulla
2010-06-19,24.2,83,2.6,Moderate Rain,Moderate,Badulla
2010-06-20,24.0,85,0.3,Light Rain,Light,Badulla
2010-06-21,23.7,87,1.3,Light Rain,Light,Badulla
2010-06-22,24.6,81,0.9,Light Rain,Light,Badulla
2010-06-23,25.0,79,0.3,Light Rain,Light,Badulla
2010-06-24,24.9,76,0.0,Dry,Mild,Badulla
2010-06-25,24.9,74,0.4,Light Rain,Light,Badulla
2010-06-26,24.7,75,0.0,Dry,Mild,Badulla
2010-06-27,25.0,76,0.3,Light Rain,Light,Badulla
2010-06-28,24.9,78,0.8,Light Rain,Light,Badulla
2010-06-29,25.2,75,0.0,Dry,Mild,Badulla
2010-06-30,24.9,72,0.6,Light Rain,Light,Badulla
2010-07-01,24.6,72,2.8,Moderate Rain,Moderate,Badulla
2010-07-02,24.5,73,1.3,Light Rain,Light,Badulla
2010-07-03,25.0,70,0.0,Dry,Mild,Badulla
2010-07-04,25.2,71,0.0,Dry,Mild,Badulla
2010-07-05,24.6,73,2.5,Moderate Rain,Moderate,Badulla
2010-07-06,24.4,74,7.9,Heavy Rain,Heavy,Badulla
2010-07-07,24.4,80,12.7,Heavy Rain,Heavy,Badulla
2010-07-08,23.7,83,10.9,Heavy Rain,Heavy,Badulla
2010-07-09,24.2,81,3.7,Moderate Rain,Moderate,Badulla
2010-07-10,24.4,80,2.1,Light Rain,Light,Badulla
2010-07-11,24.3,81,1.2,Light Rain,Light,Badulla
2010-07-12,24.3,79,0.8,Light Rain,Light,Badulla
2010-07-13,24.2,78,3.6,Moderate Rain,Moderate,Badulla
2010-07-14,24.7,73,0.2,Light Rain,Light,Badulla
2010-07-15,24.8,73,1.3,Light Rain,Light,Badulla
2010-07-16,24.6,73,0.0,Dry,Mild,Badulla
2010-07-17,24.7,70,0.3,Light Rain,Light,Badulla
2010-07-18,25.1,70,0.9,Light Rain,Light,Badulla
2010-07-19,24.8,72,6.0,Moderate Rain,Moderate,Badulla
2010-07-20,24.7,72,2.5,Moderate Rain,Moderate,Badulla
2010-07-21,25.5,67,0.1,Light Rain,Light,Badulla
2010-07-22,25.4,69,10.9,Heavy Rain,Heavy,Badulla
2010-07-23,24.8,74,5.6,Moderate Rain,Moderate,Badulla
2010-07-24,24.7,70,1.7,Light Rain,Light,Badulla
2010-07-25,25.0,65,0.0,Dry,Mild,Badulla
2010-07-26,25.6,64,0.3,Light Rain,Light,Badulla
2010-07-27,25.2,65,0.3,Light Rain,Light,Badulla
2010-07-28,25.7,65,0.2,Light Rain,Light,Badulla
2010-07-29,25.8,65,0.2,Light Rain,Light,Badulla
2010-07-30,25.4,65,0.3,Light Rain,Light,Badulla
2010-07-31,25.7,62,0.0,Dry,Mild,Badulla
2010-08-01,26.2,59,0.4,Light Rain,Light,Badulla
2010-08-02,26.0,63,3.0,Moderate Rain,Moderate,Badulla
2010-08-03,25.3,66,0.0,Dry,Mild,Badulla
2010-08-04,25.5,63,0.0,Dry,Mild,Badulla
2010-08-05,26.1,61,0.3,Light Rain,Light,Badulla
2010-08-06,25.9,63,0.1,Light Rain,Light,Badulla
2010-08-07,26.1,62,0.2,Light Rain,Light,Badulla
2010-08-08,26.6,61,1.1,Light Rain,Light,Badulla
2010-08-09,26.2,65,0.7,Light Rain,Light,Badulla
2010-08-10,26.7,62,0.8,Light Rain,Light,Badulla
2010-08-11,26.6,65,4.9,Moderate Rain,Moderate,Badulla
2010-08-12,26.4,63,0.4,Light Rain,Light,Badulla
2010-08-13,25.4,72,0.5,Light Rain,Light,Badulla
2010-08-14,25.1,76,9.7,Heavy Rain,Heavy,Badulla
2010-08-15,24.8,76,3.2,Moderate Rain,Moderate,Badulla
2010-08-16,25.1,67,0.0,Dry,Mild,Badulla
2010-08-17,24.7,70,0.7,Light Rain,Light,Badulla
2010-08-18,25.6,65,0.0,Dry,Mild,Badulla
2010-08-19,24.8,73,17.7,Very Heavy Rain,Extreme,Badulla
2010-08-20,23.6,85,17.5,Very Heavy Rain,Extreme,Badulla
2010-08-21,23.5,82,0.7,Light Rain,Light,Badulla
2010-08-22,24.0,71,0.0,Dry,Mild,Badulla
2010-08-23,24.5,71,0.0,Dry,Mild,Badulla
2010-08-24,24.9,72,0.0,Dry,Mild,Badulla
2010-08-25,25.2,65,0.0,Dry,Mild,Badulla
2010-08-26,25.0,66,0.0,Dry,Mild,Badulla
2010-08-27,25.3,65,0.2,Light Rain,Light,Badulla
2010-08-28,25.4,67,2.2,Light Rain,Light,Badulla
2010-08-29,25.1,71,0.7,Light Rain,Light,Badulla
2010-08-30,24.8,68,0.9,Light Rain,Light,Badulla
2010-08-31,24.9,61,0.3,Light Rain,Light,Badulla
2010-09-01,25.7,58,0.0,Dry,Mild,Badulla
2010-09-02,25.4,61,1.1,Light Rain,Light,Badulla
2010-09-03,26.1,62,0.6,Light Rain,Light,Badulla
2010-09-04,26.2,61,0.0,Dry,Mild,Badulla
2010-09-05,26.1,60,0.0,Dry,Mild,Badulla
2010-09-06,26.0,60,0.2,Light Rain,Light,Badulla
2010-09-07,26.1,60,0.4,Light Rain,Light,Badulla
2010-09-08,26.4,58,0.5,Light Rain,Light,Badulla
2010-09-09,25.8,65,1.2,Light Rain,Light,Badulla
2010-09-10,25.6,65,0.3,Light Rain,Light,Badulla
2010-09-11,25.0,71,6.1,Moderate Rain,Moderate,Badulla
2010-09-12,24.4,78,2.1,Light Rain,Light,Badulla
2010-09-13,25.4,67,0.2,Light Rain,Light,Badulla
2010-09-14,25.4,64,0.4,Light Rain,Light,Badulla
2010-09-15,25.6,64,0.4,Light Rain,Light,Badulla
2010-09-16,26.2,61,0.8,Light Rain,Light,Badulla
2010-09-17,26.7,58,0.5,Light Rain,Light,Badulla
2010-09-18,26.3,61,1.3,Light Rain,Light,Badulla
2010-09-19,26.0,63,3.4,Moderate Rain,Moderate,Badulla
2010-09-20,24.6,73,15.7,Very Heavy Rain,Extreme,Badulla
2010-09-21,22.9,89,19.0,Very Heavy Rain,Extreme,Badulla
2010-09-22,23.1,87,12.5,Heavy Rain,Heavy,Badulla
2010-09-23,23.3,85,9.4,Heavy Rain,Heavy,Badulla
2010-09-24,23.3,85,2.7,Moderate Rain,Moderate,Badulla
2010-09-25,23.4,85,13.1,Heavy Rain,Heavy,Badulla
2010-09-26,22.8,88,19.9,Very Heavy Rain,Extreme,Badulla
2010-09-27,22.4,91,7.2,Moderate Rain,Moderate,Badulla
2010-09-28,22.3,91,35.7,Very Heavy Rain,Extreme,Badulla
2010-09-29,22.4,86,7.4,Moderate Rain,Moderate,Badulla
2010-09-30,22.3,87,25.7,Very Heavy Rain,Extreme,Badulla
2010-10-01,22.5,90,25.9,Very Heavy Rain,Extreme,Badulla
2010-10-02,22.4,92,21.6,Very Heavy Rain,Extreme,Badulla
2010-10-03,23.3,83,3.7,Moderate Rain,Moderate,Badulla
2010-10-04,24.0,78,3.1,Moderate Rain,Moderate,Badulla
2010-10-05,24.0,79,0.2,Light Rain,Light,Badulla
2010-10-06,24.3,77,0.3,Light Rain,Light,Badulla
2010-10-07,24.3,77,5.3,Moderate Rain,Moderate,Badulla
2010-10-08,24.3,78,0.3,Light Rain,Light,Badulla
2010-10-09,24.3,80,1.2,Light Rain,Light,Badulla
2010-10-10,24.2,77,0.0,Dry,Mild,Badulla
2010-10-11,24.3,75,0.0,Dry,Mild,Badulla
2010-10-12,24.0,74,0.0,Dry,Mild,Badulla
2010-10-13,23.6,72,0.0,Dry,Mild,Badulla
2010-10-14,23.5,71,0.0,Dry,Mild,Badulla
2010-10-15,23.3,68,0.0,Dry,Mild,Badulla
2010-10-16,24.0,69,0.0,Dry,Mild,Badulla
2010-10-17,24.0,71,0.2,Light Rain,Light,Badulla
2010-10-18,24.4,70,0.2,Light Rain,Light,Badulla
2010-10-19,24.7,70,10.1,Heavy Rain,Heavy,Badulla
2010-10-20,24.9,72,0.9,Light Rain,Light,Badulla
2010-10-21,25.0,73,0.5,Light Rain,Light,Badulla
2010-10-22,24.5,67,0.0,Dry,Mild,Badulla
2010-10-23,24.3,60,0.0,Dry,Mild,Badulla
2010-10-24,24.5,65,0.4,Light Rain,Light,Badulla
2010-10-25,25.0,68,0.6,Light Rain,Light,Badulla
2010-10-26,25.0,71,0.4,Light Rain,Light,Badulla
2010-10-27,23.3,79,6.6,Moderate Rain,Moderate,Badulla
2010-10-28,22.1,88,14.5,Heavy Rain,Heavy,Badulla
2010-10-29,22.4,85,17.2,Very Heavy Rain,Extreme,Badulla
2010-10-30,22.3,91,21.1,Very Heavy Rain,Extreme,Badulla
2010-10-31,22.5,90,7.1,Moderate Rain,Moderate,Badulla
2010-11-01,22.9,86,0.6,Light Rain,Light,Badulla
2010-11-02,22.8,82,0.5,Light Rain,Light,Badulla
2010-11-03,23.5,81,0.9,Light Rain,Light,Badulla
2010-11-04,22.7,87,38.6,Very Heavy Rain,Extreme,Badulla
2010-11-05,22.3,88,15.2,Very Heavy Rain,Extreme,Badulla
2010-11-06,22.6,84,3.3,Moderate Rain,Moderate,Badulla
2010-11-07,23.3,82,1.2,Light Rain,Light,Badulla
2010-11-08,22.4,87,0.2,Light Rain,Light,Badulla
2010-11-09,22.4,86,8.3,Heavy Rain,Heavy,Badulla
2010-11-10,22.1,88,34.1,Very Heavy Rain,Extreme,Badulla
2010-11-11,22.8,84,42.1,Very Heavy Rain,Extreme,Badulla
2010-11-12,23.0,82,4.6,Moderate Rain,Moderate,Badulla
2010-11-13,23.0,86,8.7,Heavy Rain,Heavy,Badulla
2010-11-14,22.8,88,3.6,Moderate Rain,Moderate,Badulla
2010-11-15,22.2,87,11.0,Heavy Rain,Heavy,Badulla
2010-11-16,22.6,81,5.7,Moderate Rain,Moderate,Badulla
2010-11-17,22.0,87,14.5,Heavy Rain,Heavy,Badulla
2010-11-18,22.0,87,12.6,Heavy Rain,Heavy,Badulla
2010-11-19,21.8,91,10.9,Heavy Rain,Heavy,Badulla
2010-11-20,21.5,90,12.4,Heavy Rain,Heavy,Badulla
2010-11-21,21.3,92,25.4,Very Heavy Rain,Extreme,Badulla
2010-11-22,21.4,91,19.2,Very Heavy Rain,Extreme,Badulla
2010-11-23,21.6,90,41.8,Very Heavy Rain,Extreme,Badulla
2010-11-24,21.1,94,10.2,Heavy Rain,Heavy,Badulla
2010-11-25,22.1,91,11.5,Heavy Rain,Heavy,Badulla
2010-11-26,22.0,91,29.9,Very Heavy Rain,Extreme,Badulla
2010-11-27,22.3,91,15.5,Very Heavy Rain,Extreme,Badulla
2010-11-28,21.5,93,13.0,Heavy Rain,Heavy,Badulla
2010-11-29,21.7,91,2.3,Light Rain,Light,Badulla
2010-11-30,21.4,92,9.6,Heavy Rain,Heavy,Badulla
2010-12-01,21.6,93,48.0,Very Heavy Rain,Extreme,Badulla
2010-12-02,21.7,91,14.7,Heavy Rain,Heavy,Badulla
2010-12-03,20.7,96,47.7,Very Heavy Rain,Extreme,Badulla
2010-12-04,21.8,89,38.2,Very Heavy Rain,Extreme,Badulla
2010-12-05,21.8,81,2.5,Moderate Rain,Moderate,Badulla
2010-12-06,22.2,84,1.1,Light Rain,Light,Badulla
2010-12-07,22.2,89,11.5,Heavy Rain,Heavy,Badulla
2010-12-08,22.3,88,0.5,Light Rain,Light,Badulla
2010-12-09,21.5,92,15.2,Very Heavy Rain,Extreme,Badulla
2010-12-10,22.2,84,1.1,Light Rain,Light,Badulla
2010-12-11,22.2,84,0.5,Light Rain,Light,Badulla
2010-12-12,22.2,82,0.2,Light Rain,Light,Badulla
2010-12-13,22.0,82,0.7,Light Rain,Light,Badulla
2010-12-14,21.4,85,1.6,Light Rain,Light,Badulla
2010-12-15,21.7,88,8.2,Heavy Rain,Heavy,Badulla
2010-12-16,22.1,83,2.9,Moderate Rain,Moderate,Badulla
2010-12-17,21.7,85,5.8,Moderate Rain,Moderate,Badulla
2010-12-18,21.4,86,1.6,Light Rain,Light,Badulla
2010-12-19,21.4,83,0.1,Light Rain,Light,Badulla
2010-12-20,21.1,87,3.7,Moderate Rain,Moderate,Badulla
2010-12-21,21.2,92,8.4,Heavy Rain,Heavy,Badulla
2010-12-22,20.8,94,15.0,Very Heavy Rain,Extreme,Badulla
2010-12-23,20.1,96,34.8,Very Heavy Rain,Extreme,Badulla
2010-12-24,20.4,94,49.2,Very Heavy Rain,Extreme,Badulla
2010-12-25,20.2,96,42.3,Very Heavy Rain,Extreme,Badulla
2010-12-26,20.1,94,8.4,Heavy Rain,Heavy,Badulla
2010-12-27,20.2,87,0.6,Light Rain,Light,Badulla
2010-12-28,20.2,90,2.5,Moderate Rain,Moderate,Badulla
2010-12-29,20.8,92,11.4,Heavy Rain,Heavy,Badulla
2010-12-30,20.6,94,6.8,Moderate Rain,Moderate,Badulla
2010-12-31,20.2,97,23.7,Very Heavy Rain,Extreme,Badulla
2011-01-01,21.0,92,40.8,Very Heavy Rain,Extreme,Badulla
2011-01-02,21.3,90,28.7,Very Heavy Rain,Extreme,Badulla
2011-01-03,20.8,91,18.0,Very Heavy Rain,Extreme,Badulla
2011-01-04,20.2,93,15.4,Very Heavy Rain,Extreme,Badulla
2011-01-05,21.0,93,7.8,Heavy Rain,Heavy,Badulla
2011-01-06,20.7,92,36.6,Very Heavy Rain,Extreme,Badulla
2011-01-07,21.0,92,175.8,Very Heavy Rain,Extreme,Badulla
2011-01-08,22.1,88,32.8,Very Heavy Rain,Extreme,Badulla
2011-01-09,20.8,92,112.9,Very Heavy Rain,Extreme,Badulla
2011-01-10,21.1,91,19.3,Very Heavy Rain,Extreme,Badulla
2011-01-11,20.7,92,20.4,Very Heavy Rain,Extreme,Badulla
2011-01-12,19.1,85,6.3,Moderate Rain,Moderate,Badulla
2011-01-13,18.4,88,65.2,Very Heavy Rain,Extreme,Badulla
2011-01-14,20.1,90,2.3,Light Rain,Light,Badulla
2011-01-15,21.7,90,4.2,Moderate Rain,Moderate,Badulla
2011-01-16,21.6,88,0.0,Dry,Mild,Badulla
2011-01-17,21.7,90,2.1,Light Rain,Light,Badulla
2011-01-18,21.3,91,2.3,Light Rain,Light,Badulla
2011-01-19,20.8,79,0.0,Dry,Mild,Badulla
2011-01-20,20.2,79,0.0,Dry,Mild,Badulla
2011-01-21,20.3,74,0.0,Dry,Mild,Badulla
2011-01-22,20.1,83,0.0,Dry,Mild,Badulla
2011-01-23,19.9,84,0.0,Dry,Mild,Badulla
2011-01-24,20.5,84,0.0,Dry,Mild,Badulla
2011-01-25,20.5,88,2.0,Light Rain,Light,Badulla
2011-01-26,20.7,93,3.1,Moderate Rain,Moderate,Badulla
2011-01-27,20.7,94,5.1,Moderate Rain,Moderate,Badulla
2011-01-28,20.6,92,4.4,Moderate Rain,Moderate,Badulla
2011-01-29,20.1,97,4.4,Moderate Rain,Moderate,Badulla
2011-01-30,20.8,92,5.1,Moderate Rain,Moderate,Badulla
2011-01-31,20.4,96,13.7,Heavy Rain,Heavy,Badulla
2011-02-01,20.1,96,68.1,Very Heavy Rain,Extreme,Badulla
2011-02-02,19.6,96,30.7,Very Heavy Rain,Extreme,Badulla
2011-02-03,20.2,96,17.5,Very Heavy Rain,Extreme,Badulla
2011-02-04,20.4,90,45.5,Very Heavy Rain,Extreme,Badulla
2011-02-05,20.2,98,19.1,Very Heavy Rain,Extreme,Badulla
2011-02-06,20.9,94,16.5,Very Heavy Rain,Extreme,Badulla
2011-02-07,20.6,97,15.3,Very Heavy Rain,Extreme,Badulla
2011-02-08,21.0,94,8.5,Heavy Rain,Heavy,Badulla
2011-02-09,21.6,91,4.5,Moderate Rain,Moderate,Badulla
2011-02-10,21.3,93,21.9,Very Heavy Rain,Extreme,Badulla
2011-02-11,21.1,80,3.2,Moderate Rain,Moderate,Badulla
2011-02-12,20.6,80,0.0,Dry,Mild,Badulla
2011-02-13,21.0,79,0.0,Dry,Mild,Badulla
2011-02-14,21.6,80,0.7,Light Rain,Light,Badulla
2011-02-15,21.8,89,1.3,Light Rain,Light,Badulla
2011-02-16,22.6,85,1.3,Light Rain,Light,Badulla
2011-02-17,23.4,81,0.5,Light Rain,Light,Badulla
2011-02-18,23.4,80,3.8,Moderate Rain,Moderate,Badulla
2011-02-19,22.9,82,1.9,Light Rain,Light,Badulla
2011-02-20,22.1,88,1.5,Light Rain,Light,Badulla
2011-02-21,22.7,87,2.8,Moderate Rain,Moderate,Badulla
2011-02-22,22.6,82,0.0,Dry,Mild,Badulla
2011-02-23,22.1,78,0.0,Dry,Mild,Badulla
2011-02-24,22.0,78,0.0,Dry,Mild,Badulla
2011-02-25,22.4,78,0.8,Light Rain,Light,Badulla
2011-02-26,22.6,80,0.8,Light Rain,Light,Badulla
2011-02-27,22.3,75,0.0,Dry,Mild,Badulla
2011-02-28,21.2,87,4.2,Moderate Rain,Moderate,Badulla
