time,temperature_2m_mean (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),weather_event_classification,severity,city
2020-02-24,16.0,85,0.1,Light Rain,Light,Nuwara Eliya
2020-02-25,16.7,86,2.9,Moderate Rain,Moderate,Nuwara Eliya
2020-02-26,16.2,82,0.7,Light Rain,Light,Nuwara Eliya
2020-02-27,16.1,73,0.0,Dry,Mild,Nuwara Eliya
2020-02-28,16.4,73,0.0,Dry,Mild,Nuwara Eliya
2020-02-29,16.3,82,2.9,Moderate Rain,Moderate,Nuwara Eliya
2020-03-01,16.9,77,0.6,Light Rain,Light,Nuwara Eliya
2020-03-02,17.3,75,0.0,Dry,Mild,Nuwara Eliya
2020-03-03,17.8,65,0.0,Dry,Mild,Nuwara Eliya
2020-03-04,17.7,67,0.0,Dry,Mild,Nuwara Eliya
2020-03-05,17.5,64,0.4,Light Rain,Light,Nuwara Eliya
2020-03-06,16.6,82,9.3,Heavy Rain,Heavy,Nuwara Eliya
2020-03-07,16.8,82,3.0,Moderate Rain,Moderate,Nuwara Eliya
2020-03-08,17.1,75,0.8,Light Rain,Light,Nuwara Eliya
2020-03-09,18.4,72,0.1,Light Rain,Light,Nuwara Eliya
2020-03-10,17.5,73,0.3,Light Rain,Light,Nuwara Eliya
2020-03-11,17.8,52,0.0,Dry,Mild,Nuwara Eliya
2020-03-12,17.7,51,0.0,Dry,Mild,Nuwara Eliya
2020-03-13,17.5,53,0.0,Dry,Mild,Nuwara Eliya
2020-03-14,18.1,58,0.9,Light Rain,Light,Nuwara Eliya
2020-03-15,17.5,71,0.8,Light Rain,Light,Nuwara Eliya
2020-03-16,17.1,77,1.7,Light Rain,Light,Nuwara Eliya
2020-03-17,16.6,86,3.4,Moderate Rain,Moderate,Nuwara Eliya
2020-03-18,17.5,79,0.4,Light Rain,Light,Nuwara Eliya
2020-03-19,17.2,74,0.3,Light Rain,Light,Nuwara Eliya
2020-03-20,17.4,64,0.6,Light Rain,Light,Nuwara Eliya
2020-03-21,16.8,65,0.1,Light Rain,Light,Nuwara Eliya
2020-03-22,16.6,58,0.8,Light Rain,Light,Nuwara Eliya
2020-03-23,16.9,64,0.0,Dry,Mild,Nuwara Eliya
2020-03-24,17.1,54,0.0,Dry,Mild,Nuwara Eliya
2020-03-25,16.4,66,2.2,Light Rain,Light,Nuwara Eliya
2020-03-26,15.9,59,0.0,Dry,Mild,Nuwara Eliya
2020-03-27,16.5,57,0.1,Light Rain,Light,Nuwara Eliya
2020-03-28,18.0,73,0.9,Light Rain,Light,Nuwara Eliya
2020-03-29,17.1,82,2.4,Light Rain,Light,Nuwara Eliya
2020-03-30,17.6,78,1.9,Light Rain,Light,Nuwara Eliya
2020-03-31,17.7,66,0.3,Light Rain,Light,Nuwara Eliya
2020-04-01,17.1,50,0.0,Dry,Mild,Nuwara Eliya
2020-04-02,17.4,48,0.1,Light Rain,Light,Nuwara Eliya
2020-04-03,16.9,61,0.4,Light Rain,Light,Nuwara Eliya
2020-04-04,16.8,80,30.0,Very Heavy Rain,Extreme,Nuwara Eliya
2020-04-05,16.5,83,3.8,Moderate Rain,Moderate,Nuwara Eliya
2020-04-06,16.7,82,0.7,Light Rain,Light,Nuwara Eliya
2020-04-07,16.7,69,0.0,Dry,Mild,Nuwara Eliya
2020-04-08,16.8,77,0.0,Dry,Mild,Nuwara Eliya
2020-04-09,17.1,76,0.0,Dry,Mild,Nuwara Eliya
2020-04-10,17.1,77,2.1,Light Rain,Light,Nuwara Eliya
2020-04-11,16.7,88,2.5,Moderate Rain,Moderate,Nuwara Eliya
2020-04-12,17.0,83,5.3,Moderate Rain,Moderate,Nuwara Eliya
2020-04-13,17.2,85,1.6,Light Rain,Light,Nuwara Eliya
2020-04-14,17.1,86,3.9,Moderate Rain,Moderate,Nuwara Eliya
2020-04-15,16.5,87,2.0,Light Rain,Light,Nuwara Eliya
2020-04-16,16.5,88,39.1,Very Heavy Rain,Extreme,Nuwara Eliya
2020-04-17,16.8,90,19.2,Very Heavy Rain,Extreme,Nuwara Eliya
2020-04-18,16.5,94,71.1,Very Heavy Rain,Extreme,Nuwara Eliya
2020-04-19,16.2,91,2.6,Moderate Rain,Moderate,Nuwara Eliya
2020-04-20,16.3,85,1.9,Light Rain,Light,Nuwara Eliya
2020-04-21,16.7,85,2.5,Moderate Rain,Moderate,Nuwara Eliya
2020-04-22,16.5,95,6.3,Moderate Rain,Moderate,Nuwara Eliya
2020-04-23,16.8,92,5.0,Moderate Rain,Moderate,Nuwara Eliya
2020-04-24,16.5,86,3.6,Moderate Rain,Moderate,Nuwara Eliya
2020-04-25,17.0,88,3.1,Moderate Rain,Moderate,Nuwara Eliya
2020-04-26,17.2,86,0.0,Dry,Mild,Nuwara Eliya
2020-04-27,17.0,86,0.7,Light Rain,Light,Nuwara Eliya
2020-04-28,17.3,85,0.0,Dry,Mild,Nuwara Eliya
2020-04-29,16.9,88,2.6,Moderate Rain,Moderate,Nuwara Eliya
2020-04-30,17.9,77,1.9,Light Rain,Light,Nuwara Eliya
2020-05-01,17.2,84,3.1,Moderate Rain,Moderate,Nuwara Eliya
2020-05-02,17.2,83,0.6,Light Rain,Light,Nuwara Eliya
2020-05-03,17.3,84,0.4,Light Rain,Light,Nuwara Eliya
2020-05-04,17.1,91,13.7,Heavy Rain,Heavy,Nuwara Eliya
2020-05-05,17.1,92,3.9,Moderate Rain,Moderate,Nuwara Eliya
2020-05-06,17.1,89,4.7,Moderate Rain,Moderate,Nuwara Eliya
2020-05-07,16.9,88,7.9,Heavy Rain,Heavy,Nuwara Eliya
2020-05-08,17.3,87,1.6,Light Rain,Light,Nuwara Eliya
2020-05-09,17.4,91,7.7,Heavy Rain,Heavy,Nuwara Eliya
2020-05-10,17.2,95,51.1,Very Heavy Rain,Extreme,Nuwara Eliya
2020-05-11,16.8,94,20.3,Very Heavy Rain,Extreme,Nuwara Eliya
2020-05-12,17.0,95,22.2,Very Heavy Rain,Extreme,Nuwara Eliya
2020-05-13,17.2,96,11.8,Heavy Rain,Heavy,Nuwara Eliya
2020-05-14,17.5,92,5.3,Moderate Rain,Moderate,Nuwara Eliya
2020-05-15,17.1,93,7.4,Moderate Rain,Moderate,Nuwara Eliya
2020-05-16,17.0,94,7.8,Heavy Rain,Heavy,Nuwara Eliya
2020-05-17,16.8,95,3.1,Moderate Rain,Moderate,Nuwara Eliya
2020-05-18,16.7,98,21.7,Very Heavy Rain,Extreme,Nuwara Eliya
2020-05-19,16.2,96,23.2,Very Heavy Rain,Extreme,Nuwara Eliya
2020-05-20,16.3,95,1.1,Light Rain,Light,Nuwara Eliya
2020-05-21,16.2,96,9.2,Heavy Rain,Heavy,Nuwara Eliya
2020-05-22,16.4,96,11.9,Heavy Rain,Heavy,Nuwara Eliya
2020-05-23,16.6,94,1.4,Light Rain,Light,Nuwara Eliya
2020-05-24,16.9,96,3.5,Moderate Rain,Moderate,Nuwara Eliya
2020-05-25,17.2,92,0.3,Light Rain,Light,Nuwara Eliya
2020-05-26,16.7,92,0.1,Light Rain,Light,Nuwara Eliya
2020-05-27,16.6,94,1.2,Light Rain,Light,Nuwara Eliya
2020-05-28,17.2,95,9.2,Heavy Rain,Heavy,Nuwara Eliya
2020-05-29,17.1,93,12.4,Heavy Rain,Heavy,Nuwara Eliya
2020-05-30,17.5,88,0.0,Dry,Mild,Nuwara Eliya
2020-05-31,17.0,90,0.7,Light Rain,Light,Nuwara Eliya
2020-06-01,16.7,83,0.4,Light Rain,Light,Nuwara Eliya
2020-06-02,15.3,75,0.0,Dry,Mild,Nuwara Eliya
2020-06-03,15.4,67,0.0,Dry,Mild,Nuwara Eliya
2020-06-04,15.7,71,0.0,Dry,Mild,Nuwara Eliya
2020-06-05,16.0,89,1.7,Light Rain,Light,Nuwara Eliya
2020-06-06,15.8,95,4.8,Moderate Rain,Moderate,Nuwara Eliya
2020-06-07,15.2,96,13.2,Heavy Rain,Heavy,Nuwara Eliya
2020-06-08,15.9,91,3.6,Moderate Rain,Moderate,Nuwara Eliya
2020-06-09,15.9,94,3.7,Moderate Rain,Moderate,Nuwara Eliya
2020-06-10,16.1,93,5.7,Moderate Rain,Moderate,Nuwara Eliya
2020-06-11,15.5,94,15.2,Very Heavy Rain,Extreme,Nuwara Eliya
2020-06-12,15.8,96,10.1,Heavy Rain,Heavy,Nuwara Eliya
2020-06-13,16.3,92,1.1,Light Rain,Light,Nuwara Eliya
2020-06-14,15.9,93,3.8,Moderate Rain,Moderate,Nuwara Eliya
2020-06-15,16.3,91,0.8,Light Rain,Light,Nuwara Eliya
2020-06-16,16.1,96,1.3,Light Rain,Light,Nuwara Eliya
2020-06-17,16.2,95,2.3,Light Rain,Light,Nuwara Eliya
2020-06-18,16.0,91,3.0,Moderate Rain,Moderate,Nuwara Eliya
2020-06-19,16.1,95,4.7,Moderate Rain,Moderate,Nuwara Eliya
2020-06-20,15.8,90,1.2,Light Rain,Light,Nuwara Eliya
2020-06-21,15.5,94,3.8,Moderate Rain,Moderate,Nuwara Eliya
2020-06-22,15.7,93,6.2,Moderate Rain,Moderate,Nuwara Eliya
2020-06-23,16.1,90,1.7,Light Rain,Light,Nuwara Eliya
2020-06-24,16.4,84,0.1,Light Rain,Light,Nuwara Eliya
2020-06-25,15.7,93,3.9,Moderate Rain,Moderate,Nuwara Eliya
2020-06-26,14.9,94,5.4,Moderate Rain,Moderate,Nuwara Eliya
2020-06-27,15.4,92,4.0,Moderate Rain,Moderate,Nuwara Eliya
2020-06-28,16.0,94,2.6,Moderate Rain,Moderate,Nuwara Eliya
2020-06-29,16.2,95,6.0,Moderate Rain,Moderate,Nuwara Eliya
2020-06-30,15.6,92,2.9,Moderate Rain,Moderate,Nuwara Eliya
2020-07-01,16.0,90,0.3,Light Rain,Light,Nuwara Eliya
2020-07-02,15.9,95,2.2,Light Rain,Light,Nuwara Eliya
2020-07-03,15.7,95,6.4,Moderate Rain,Moderate,Nuwara Eliya
2020-07-04,15.5,95,4.6,Moderate Rain,Moderate,Nuwara Eliya
2020-07-05,15.6,90,0.2,Light Rain,Light,Nuwara Eliya
2020-07-06,15.4,94,4.6,Moderate Rain,Moderate,Nuwara Eliya
2020-07-07,15.6,93,3.3,Moderate Rain,Moderate,Nuwara Eliya
2020-07-08,16.4,91,8.6,Heavy Rain,Heavy,Nuwara Eliya
2020-07-09,16.4,96,47.4,Very Heavy Rain,Extreme,Nuwara Eliya
2020-07-10,15.7,97,5.9,Moderate Rain,Moderate,Nuwara Eliya
2020-07-11,14.9,91,1.7,Light Rain,Light,Nuwara Eliya
2020-07-12,15.2,90,1.3,Light Rain,Light,Nuwara Eliya
2020-07-13,15.6,92,0.8,Light Rain,Light,Nuwara Eliya
2020-07-14,15.9,90,0.0,Dry,Mild,Nuwara Eliya
2020-07-15,16.1,95,2.5,Moderate Rain,Moderate,Nuwara Eliya
2020-07-16,15.1,95,5.4,Moderate Rain,Moderate,Nuwara Eliya
2020-07-17,15.4,92,2.7,Moderate Rain,Moderate,Nuwara Eliya
2020-07-18,16.4,89,13.2,Heavy Rain,Heavy,Nuwara Eliya
2020-07-19,16.7,90,2.4,Light Rain,Light,Nuwara Eliya
2020-07-20,15.5,94,31.5,Very Heavy Rain,Extreme,Nuwara Eliya
2020-07-21,15.5,90,3.3,Moderate Rain,Moderate,Nuwara Eliya
2020-07-22,16.3,86,2.4,Light Rain,Light,Nuwara Eliya
2020-07-23,16.0,89,7.1,Moderate Rain,Moderate,Nuwara Eliya
2020-07-24,15.5,87,2.1,Light Rain,Light,Nuwara Eliya
2020-07-25,14.6,90,0.5,Light Rain,Light,Nuwara Eliya
2020-07-26,14.7,92,1.8,Light Rain,Light,Nuwara Eliya
2020-07-27,15.0,81,1.9,Light Rain,Light,Nuwara Eliya
2020-07-28,14.9,95,4.3,Moderate Rain,Moderate,Nuwara Eliya
2020-07-29,15.2,97,17.0,Very Heavy Rain,Extreme,Nuwara Eliya
2020-07-30,14.9,95,7.3,Moderate Rain,Moderate,Nuwara Eliya
2020-07-31,15.6,95,9.2,Heavy Rain,Heavy,Nuwara Eliya
2020-08-01,15.3,95,12.1,Heavy Rain,Heavy,Nuwara Eliya
2020-08-02,15.1,97,28.0,Very Heavy Rain,Extreme,Nuwara Eliya
2020-08-03,14.8,97,20.9,Very Heavy Rain,Extreme,Nuwara Eliya
2020-08-04,14.7,96,11.9,Heavy Rain,Heavy,Nuwara Eliya
2020-08-05,15.2,97,16.2,Very Heavy Rain,Extreme,Nuwara Eliya
2020-08-06,15.3,99,35.5,Very Heavy Rain,Extreme,Nuwara Eliya
2020-08-07,15.4,96,17.2,Very Heavy Rain,Extreme,Nuwara Eliya
2020-08-08,15.0,97,10.3,Heavy Rain,Heavy,Nuwara Eliya
2020-08-09,15.2,98,34.2,Very Heavy Rain,Extreme,Nuwara Eliya
2020-08-10,14.7,96,11.0,Heavy Rain,Heavy,Nuwara Eliya
2020-08-11,15.0,96,7.4,Moderate Rain,Moderate,Nuwara Eliya
2020-08-12,14.7,88,0.0,Dry,Cold,Nuwara Eliya
2020-08-13,14.9,87,0.0,Dry,Cold,Nuwara Eliya
2020-08-14,14.8,86,1.3,Light Rain,Light,Nuwara Eliya
2020-08-15,14.9,88,0.6,Light Rain,Light,Nuwara Eliya
2020-08-16,15.2,83,0.0,Dry,Mild,Nuwara Eliya
2020-08-17,15.4,90,0.5,Light Rain,Light,Nuwara Eliya
2020-08-18,14.8,86,0.0,Dry,Cold,Nuwara Eliya
2020-08-19,15.2,84,0.0,Dry,Mild,Nuwara Eliya
2020-08-20,15.5,84,0.1,Light Rain,Light,Nuwara Eliya
2020-08-21,15.9,83,0.0,Dry,Mild,Nuwara Eliya
2020-08-22,16.6,84,0.6,Light Rain,Light,Nuwara Eliya
2020-08-23,16.2,86,1.4,Light Rain,Light,Nuwara Eliya
2020-08-24,15.9,86,1.8,Light Rain,Light,Nuwara Eliya
2020-08-25,16.4,83,3.4,Moderate Rain,Moderate,Nuwara Eliya
2020-08-26,16.1,86,7.3,Moderate Rain,Moderate,Nuwara Eliya
2020-08-27,15.4,88,5.7,Moderate Rain,Moderate,Nuwara Eliya
2020-08-28,15.1,85,0.1,Light Rain,Light,Nuwara Eliya
2020-08-29,14.6,85,0.3,Light Rain,Light,Nuwara Eliya
2020-08-30,15.1,88,1.2,Light Rain,Light,Nuwara Eliya
2020-08-31,14.9,93,9.2,Heavy Rain,Heavy,Nuwara Eliya
2020-09-01,15.3,93,7.9,Heavy Rain,Heavy,Nuwara Eliya
2020-09-02,14.9,94,8.0,Heavy Rain,Heavy,Nuwara Eliya
2020-09-03,15.0,92,1.4,Light Rain,Light,Nuwara Eliya
2020-09-04,15.5,88,0.7,Light Rain,Light,Nuwara Eliya
2020-09-05,15.5,93,5.9,Moderate Rain,Moderate,Nuwara Eliya
2020-09-06,14.8,98,42.6,Very Heavy Rain,Extreme,Nuwara Eliya
2020-09-07,14.4,92,2.9,Moderate Rain,Moderate,Nuwara Eliya
2020-09-08,15.4,94,2.5,Moderate Rain,Moderate,Nuwara Eliya
2020-09-09,15.0,98,23.0,Very Heavy Rain,Extreme,Nuwara Eliya
2020-09-10,14.6,96,11.9,Heavy Rain,Heavy,Nuwara Eliya
2020-09-11,14.9,93,3.8,Moderate Rain,Moderate,Nuwara Eliya
2020-09-12,15.0,95,8.9,Heavy Rain,Heavy,Nuwara Eliya
2020-09-13,14.8,96,12.4,Heavy Rain,Heavy,Nuwara Eliya
2020-09-14,15.0,96,3.1,Moderate Rain,Moderate,Nuwara Eliya
2020-09-15,14.9,96,6.7,Moderate Rain,Moderate,Nuwara Eliya
2020-09-16,15.2,95,6.7,Moderate Rain,Moderate,Nuwara Eliya
2020-09-17,15.6,96,4.3,Moderate Rain,Moderate,Nuwara Eliya
2020-09-18,15.3,99,22.7,Very Heavy Rain,Extreme,Nuwara Eliya
2020-09-19,14.7,97,22.1,Very Heavy Rain,Extreme,Nuwara Eliya
2020-09-20,14.8,97,31.3,Very Heavy Rain,Extreme,Nuwara Eliya
2020-09-21,14.9,96,25.6,Very Heavy Rain,Extreme,Nuwara Eliya
2020-09-22,14.8,98,20.4,Very Heavy Rain,Extreme,Nuwara Eliya
2020-09-23,15.2,95,3.3,Moderate Rain,Moderate,Nuwara Eliya
2020-09-24,15.2,94,11.4,Heavy Rain,Heavy,Nuwara Eliya
2020-09-25,15.4,91,8.4,Heavy Rain,Heavy,Nuwara Eliya
2020-09-26,15.3,90,0.9,Light Rain,Light,Nuwara Eliya
2020-09-27,15.5,87,1.9,Light Rain,Light,Nuwara Eliya
2020-09-28,15.1,94,2.7,Moderate Rain,Moderate,Nuwara Eliya
2020-09-29,15.1,96,3.7,Moderate Rain,Moderate,Nuwara Eliya
2020-09-30,15.0,98,9.0,Heavy Rain,Heavy,Nuwara Eliya
2020-10-01,14.4,92,2.7,Moderate Rain,Moderate,Nuwara Eliya
2020-10-02,15.1,92,3.3,Moderate Rain,Moderate,Nuwara Eliya
2020-10-03,14.9,94,6.0,Moderate Rain,Moderate,Nuwara Eliya
2020-10-04,14.6,92,2.9,Moderate Rain,Moderate,Nuwara Eliya
2020-10-05,14.8,78,0.0,Dry,Cold,Nuwara Eliya
2020-10-06,16.5,73,1.3,Light Rain,Light,Nuwara Eliya
2020-10-07,15.6,89,1.9,Light Rain,Light,Nuwara Eliya
2020-10-08,16.2,87,2.4,Light Rain,Light,Nuwara Eliya
2020-10-09,14.9,89,0.9,Light Rain,Light,Nuwara Eliya
2020-10-10,15.1,92,1.8,Light Rain,Light,Nuwara Eliya
2020-10-11,15.1,98,25.1,Very Heavy Rain,Extreme,Nuwara Eliya
2020-10-12,14.2,95,25.1,Very Heavy Rain,Extreme,Nuwara Eliya
2020-10-13,14.6,96,29.5,Very Heavy Rain,Extreme,Nuwara Eliya
2020-10-14,14.9,98,34.8,Very Heavy Rain,Extreme,Nuwara Eliya
2020-10-15,14.9,97,25.0,Very Heavy Rain,Extreme,Nuwara Eliya
2020-10-16,14.7,95,9.2,Heavy Rain,Heavy,Nuwara Eliya
2020-10-17,14.4,82,0.0,Dry,Cold,Nuwara Eliya
2020-10-18,14.5,89,0.0,Dry,Cold,Nuwara Eliya
2020-10-19,15.0,93,0.9,Light Rain,Light,Nuwara Eliya
2020-10-20,14.8,93,2.2,Light Rain,Light,Nuwara Eliya
2020-10-21,15.1,95,6.4,Moderate Rain,Moderate,Nuwara Eliya
2020-10-22,15.2,95,6.3,Moderate Rain,Moderate,Nuwara Eliya
2020-10-23,14.9,93,1.4,Light Rain,Light,Nuwara Eliya
2020-10-24,14.8,94,1.7,Light Rain,Light,Nuwara Eliya
2020-10-25,15.1,88,1.7,Light Rain,Light,Nuwara Eliya
2020-10-26,16.2,84,1.8,Light Rain,Light,Nuwara Eliya
2020-10-27,15.9,90,3.7,Moderate Rain,Moderate,Nuwara Eliya
2020-10-28,16.3,84,0.8,Light Rain,Light,Nuwara Eliya
2020-10-29,16.0,88,2.9,Moderate Rain,Moderate,Nuwara Eliya
2020-10-30,16.1,85,3.2,Moderate Rain,Moderate,Nuwara Eliya
2020-10-31,16.4,85,0.8,Light Rain,Light,Nuwara Eliya
2020-11-01,16.7,85,0.8,Light Rain,Light,Nuwara Eliya
2020-11-02,16.6,89,2.8,Moderate Rain,Moderate,Nuwara Eliya
2020-11-03,16.0,95,14.0,Heavy Rain,Heavy,Nuwara Eliya
2020-11-04,16.2,94,26.1,Very Heavy Rain,Extreme,Nuwara Eliya
2020-11-05,16.1,92,4.2,Moderate Rain,Moderate,Nuwara Eliya
2020-11-06,15.9,93,4.2,Moderate Rain,Moderate,Nuwara Eliya
2020-11-07,15.9,91,3.2,Moderate Rain,Moderate,Nuwara Eliya
2020-11-08,16.0,93,4.4,Moderate Rain,Moderate,Nuwara Eliya
2020-11-09,16.2,94,4.6,Moderate Rain,Moderate,Nuwara Eliya
2020-11-10,16.5,95,9.0,Heavy Rain,Heavy,Nuwara Eliya
2020-11-11,16.0,97,37.6,Very Heavy Rain,Extreme,Nuwara Eliya
2020-11-12,16.0,97,46.0,Very Heavy Rain,Extreme,Nuwara Eliya
2020-11-13,16.6,92,11.9,Heavy Rain,Heavy,Nuwara Eliya
2020-11-14,16.1,93,5.7,Moderate Rain,Moderate,Nuwara Eliya
2020-11-15,16.5,91,4.0,Moderate Rain,Moderate,Nuwara Eliya
2020-11-16,16.5,91,6.1,Moderate Rain,Moderate,Nuwara Eliya
2020-11-17,15.7,96,9.2,Heavy Rain,Heavy,Nuwara Eliya
2020-11-18,16.1,89,12.9,Heavy Rain,Heavy,Nuwara Eliya
2020-11-19,15.5,95,20.8,Very Heavy Rain,Extreme,Nuwara Eliya
2020-11-20,15.5,90,8.1,Heavy Rain,Heavy,Nuwara Eliya
2020-11-21,15.3,91,1.7,Light Rain,Light,Nuwara Eliya
2020-11-22,14.7,88,6.6,Moderate Rain,Moderate,Nuwara Eliya
2020-11-23,15.4,88,1.2,Light Rain,Light,Nuwara Eliya
2020-11-24,15.3,98,6.1,Moderate Rain,Moderate,Nuwara Eliya
2020-11-25,14.9,96,9.1,Heavy Rain,Heavy,Nuwara Eliya
2020-11-26,15.5,79,0.3,Light Rain,Light,Nuwara Eliya
2020-11-27,15.8,77,0.0,Dry,Mild,Nuwara Eliya
2020-11-28,15.3,77,0.3,Light Rain,Light,Nuwara Eliya
2020-11-29,15.6,87,0.6,Light Rain,Light,Nuwara Eliya
2020-11-30,15.7,90,0.1,Light Rain,Light,Nuwara Eliya
2020-12-01,15.2,96,4.6,Moderate Rain,Moderate,Nuwara Eliya
2020-12-02,15.0,99,28.5,Very Heavy Rain,Extreme,Nuwara Eliya
2020-12-03,14.7,96,15.5,Very Heavy Rain,Extreme,Nuwara Eliya
2020-12-04,14.9,94,2.9,Moderate Rain,Moderate,Nuwara Eliya
2020-12-05,15.1,97,7.6,Heavy Rain,Heavy,Nuwara Eliya
2020-12-06,15.9,81,1.8,Light Rain,Light,Nuwara Eliya
2020-12-07,15.7,81,4.7,Moderate Rain,Moderate,Nuwara Eliya
2020-12-08,15.3,91,2.7,Moderate Rain,Moderate,Nuwara Eliya
2020-12-09,15.4,87,1.1,Light Rain,Light,Nuwara Eliya
2020-12-10,15.2,91,2.5,Moderate Rain,Moderate,Nuwara Eliya
2020-12-11,15.2,85,1.7,Light Rain,Light,Nuwara Eliya
2020-12-12,15.0,92,4.8,Moderate Rain,Moderate,Nuwara Eliya
2020-12-13,14.8,85,0.8,Light Rain,Light,Nuwara Eliya
2020-12-14,14.3,82,0.9,Light Rain,Light,Nuwara Eliya
2020-12-15,14.4,82,1.4,Light Rain,Light,Nuwara Eliya
2020-12-16,15.3,84,0.7,Light Rain,Light,Nuwara Eliya
2020-12-17,14.8,86,2.3,Light Rain,Light,Nuwara Eliya
2020-12-18,15.2,89,7.6,Heavy Rain,Heavy,Nuwara Eliya
2020-12-19,15.3,96,5.9,Moderate Rain,Moderate,Nuwara Eliya
2020-12-20,15.3,98,16.9,Very Heavy Rain,Extreme,Nuwara Eliya
2020-12-21,15.1,99,27.4,Very Heavy Rain,Extreme,Nuwara Eliya
2020-12-22,14.8,99,39.9,Very Heavy Rain,Extreme,Nuwara Eliya
2020-12-23,15.4,96,16.8,Very Heavy Rain,Extreme,Nuwara Eliya
2020-12-24,15.9,92,5.6,Moderate Rain,Moderate,Nuwara Eliya
2020-12-25,15.0,88,0.0,Dry,Mild,Nuwara Eliya
2020-12-26,14.7,86,1.9,Light Rain,Light,Nuwara Eliya
2020-12-27,15.4,96,5.8,Moderate Rain,Moderate,Nuwara Eliya
2020-12-28,15.9,95,11.1,Heavy Rain,Heavy,Nuwara Eliya
2020-12-29,15.5,83,0.0,Dry,Mild,Nuwara Eliya
2020-12-30,15.4,84,1.9,Light Rain,Light,Nuwara Eliya
2020-12-31,15.2,97,15.8,Very Heavy Rain,Extreme,Nuwara Eliya
2021-01-01,14.7,95,8.3,Heavy Rain,Heavy,Nuwara Eliya
2021-01-02,15.2,93,0.1,Light Rain,Light,Nuwara Eliya
2021-01-03,15.7,93,1.8,Light Rain,Light,Nuwara Eliya
2021-01-04,15.7,95,10.1,Heavy Rain,Heavy,Nuwara Eliya
2021-01-05,15.6,96,23.9,Very Heavy Rain,Extreme,Nuwara Eliya
2021-01-06,15.5,89,10.5,Heavy Rain,Heavy,Nuwara Eliya
2021-01-07,16.1,89,2.3,Light Rain,Light,Nuwara Eliya
2021-01-08,15.8,91,8.5,Heavy Rain,Heavy,Nuwara Eliya
2021-01-09,15.0,93,5.7,Moderate Rain,Moderate,Nuwara Eliya
2021-01-10,15.1,94,33.9,Very Heavy Rain,Extreme,Nuwara Eliya
2021-01-11,15.7,95,85.5,Very Heavy Rain,Extreme,Nuwara Eliya
2021-01-12,16.3,93,2.8,Moderate Rain,Moderate,Nuwara Eliya
2021-01-13,16.2,96,31.2,Very Heavy Rain,Extreme,Nuwara Eliya
2021-01-14,15.8,96,6.9,Moderate Rain,Moderate,Nuwara Eliya
2021-01-15,15.5,96,6.7,Moderate Rain,Moderate,Nuwara Eliya
2021-01-16,15.2,95,3.7,Moderate Rain,Moderate,Nuwara Eliya
2021-01-17,14.6,89,3.2,Moderate Rain,Moderate,Nuwara Eliya
2021-01-18,14.8,94,13.6,Heavy Rain,Heavy,Nuwara Eliya
2021-01-19,15.1,93,1.3,Light Rain,Light,Nuwara Eliya
2021-01-20,16.2,89,9.1,Heavy Rain,Heavy,Nuwara Eliya
2021-01-21,15.9,89,0.1,Light Rain,Light,Nuwara Eliya
2021-01-22,15.0,83,1.7,Light Rain,Light,Nuwara Eliya
2021-01-23,14.3,85,0.0,Dry,Cold,Nuwara Eliya
2021-01-24,15.6,77,0.3,Light Rain,Light,Nuwara Eliya
2021-01-25,14.3,86,0.6,Light Rain,Light,Nuwara Eliya
2021-01-26,13.1,63,0.0,Dry,Cold,Nuwara Eliya
2021-01-27,12.9,83,1.0,Light Rain,Light,Nuwara Eliya
2021-01-28,14.2,88,2.7,Moderate Rain,Moderate,Nuwara Eliya
2021-01-29,14.4,97,18.0,Very Heavy Rain,Extreme,Nuwara Eliya
2021-01-30,15.3,94,20.6,Very Heavy Rain,Extreme,Nuwara Eliya
2021-01-31,15.0,93,3.1,Moderate Rain,Moderate,Nuwara Eliya
2021-02-01,15.2,92,3.8,Moderate Rain,Moderate,Nuwara Eliya
2021-02-02,15.2,93,2.3,Light Rain,Light,Nuwara Eliya
2021-02-03,14.7,95,1.8,Light Rain,Light,Nuwara Eliya
2021-02-04,14.3,89,0.0,Dry,Cold,Nuwara Eliya
2021-02-05,14.5,83,0.5,Light Rain,Light,Nuwara Eliya
2021-02-06,15.8,87,6.2,Moderate Rain,Moderate,Nuwara Eliya
2021-02-07,15.5,93,2.5,Moderate Rain,Moderate,Nuwara Eliya
2021-02-08,15.1,95,1.9,Light Rain,Light,Nuwara Eliya
2021-02-09,15.4,88,0.1,Light Rain,Light,Nuwara Eliya
2021-02-10,15.3,84,0.0,Dry,Mild,Nuwara Eliya
2021-02-11,15.3,71,0.9,Light Rain,Light,Nuwara Eliya
2021-02-12,15.3,85,2.4,Light Rain,Light,Nuwara Eliya
2021-02-13,15.3,86,1.2,Light Rain,Light,Nuwara Eliya
2021-02-14,16.0,87,3.0,Moderate Rain,Moderate,Nuwara Eliya
2021-02-15,16.2,78,0.0,Dry,Mild,Nuwara Eliya
2021-02-16,17.0,62,0.0,Dry,Mild,Nuwara Eliya
2021-02-17,16.9,68,0.0,Dry,Mild,Nuwara Eliya
2021-02-18,15.8,80,0.0,Dry,Mild,Nuwara Eliya
2021-02-19,15.5,76,3.9,Moderate Rain,Moderate,Nuwara Eliya
2021-02-20,15.6,88,5.6,Moderate Rain,Moderate,Nuwara Eliya
